RT;leg;div;id_taxo;distance;id_loca;org;N
35;Leg+;Div2;Tri_alexa;-9;RT35_d-9;Stem;1.9368
36;Leg+;Div3;Tri_alexa;-9;RT36_d-9;Fine roots;2.8046
36;Leg+;Div3;Tri_alexa;-9;RT36_d-9;Limb;2.55765
36;Leg+;Div3;Tri_alexa;-9;RT36_d-9;Stem;1.7772
37;Leg+;Div0;Tri_alexa;-9;RT37_d-9;Fine roots;2.7978
37;Leg+;Div0;Tri_alexa;-9;RT37_d-9;Other leaves;3.1403
37;Leg+;Div0;Tri_alexa;-9;RT37_d-9;Stem;2.0903
38;Leg+;Div1;Tri_alexa;-9;RT38_d-9;Other leaves;2.2871
38;Leg+;Div1;Tri_alexa;-9;RT38_d-9;Stem;1.9208
39;Leg+;Div2;Tri_alexa;-9;RT39_d-9;Fine roots;2.1827
39;Leg+;Div2;Tri_alexa;-9;RT39_d-9;Other leaves;2.878
39;Leg+;Div2;Tri_alexa;-9;RT39_d-9;Stem;2.1151
40;Leg+;Div3;Tri_alexa;-9;RT40_d-9;Fine roots;2.5147
40;Leg+;Div3;Tri_alexa;-9;RT40_d-9;Other leaves;3.2336
40;Leg+;Div3;Tri_alexa;-9;RT40_d-9;Stem;1.9463
42;Leg+;Div2;Tri_alexa;-9;RT42_d-9;Fine roots;2.6626
42;Leg+;Div2;Tri_alexa;-9;RT42_d-9;Limb;2.4057
42;Leg+;Div2;Tri_alexa;-9;RT42_d-9;Other leaves;2.4271
42;Leg+;Div2;Tri_alexa;-9;RT42_d-9;Stem;2.241
1;Leg-;Div0;Lol_peren;-3;RT01_d-3;Fine roots;1.0963
1;Leg-;Div0;Lol_peren;-3;RT01_d-3;Leaf3;1.0866
1;Leg-;Div0;Lol_peren;-3;RT01_d-3;Other leaves;0.8845
2;Leg-;Div1;Lol_peren;-3;RT02_d-3;Fine roots;1.5463
2;Leg-;Div1;Lol_peren;-3;RT02_d-3;Leaf4;2.9667
2;Leg-;Div1;Lol_peren;-3;RT02_d-3;Other leaves;2.3985
3;Leg-;Div2;Lol_peren;-3;RT03_d-3;Fine roots;0.8401
3;Leg-;Div2;Lol_peren;-3;RT03_d-3;Other leaves;1.5868
4;Leg-;Div3;Lol_peren;-3;RT04_d-3;Fine roots;0.9814
4;Leg-;Div3;Lol_peren;-3;RT04_d-3;Leaf3;1.2332
4;Leg-;Div3;Lol_peren;-3;RT04_d-3;Other leaves;1.2646
5;Leg-;Div0;Lol_peren;-3;RT05_d-3;Fine roots;0.9207
5;Leg-;Div0;Lol_peren;-3;RT05_d-3;Leaf4;1.0229
5;Leg-;Div0;Lol_peren;-3;RT05_d-3;Other leaves;1.0948
6;Leg-;Div1;Lol_peren;-3;RT06_d-3;Fine roots;1.019
6;Leg-;Div1;Lol_peren;-3;RT06_d-3;Leaf3;2.588
6;Leg-;Div1;Lol_peren;-3;RT06_d-3;Other leaves;1.2378
7;Leg-;Div2;Lol_peren;-3;RT07_d-3;Fine roots;0.9659
7;Leg-;Div2;Lol_peren;-3;RT07_d-3;Leaf3;1.2058
7;Leg-;Div2;Lol_peren;-3;RT07_d-3;Other leaves;1.1129
8;Leg-;Div3;Lol_peren;-3;RT08_d-3;Fine roots;0.8857
8;Leg-;Div3;Lol_peren;-3;RT08_d-3;Leaf3;1.1086
8;Leg-;Div3;Lol_peren;-3;RT08_d-3;Other leaves;0.9014
9;Leg-;Div0;Lol_peren;-3;RT09_d-3;Fine roots;1.1204
9;Leg-;Div0;Lol_peren;-3;RT09_d-3;Leaf3;1.1924
9;Leg-;Div0;Lol_peren;-3;RT09_d-3;Other leaves;1.0482
10;Leg-;Div1;Lol_peren;-3;RT10_d-3;Fine roots;0.9937
10;Leg-;Div1;Lol_peren;-3;RT10_d-3;Leaf3;0.8861
10;Leg-;Div1;Lol_peren;-3;RT10_d-3;Other leaves;1.0806
10;Leg-;Div1;Lol_peren;-3;RT10_d-3;Stem;0.6885
11;Leg+;Div0;Tri_alexa;-3;RT11_d-3;Fine roots;2.9078
11;Leg+;Div0;Tri_alexa;-3;RT11_d-3;Leaf4;2.8097
11;Leg+;Div0;Tri_alexa;-3;RT11_d-3;Other leaves;2.1498
11;Leg+;Div0;Tri_alexa;-3;RT11_d-3;Stem;3.2117
12;Leg+;Div1;Tri_alexa;-3;RT12_d-3;Fine roots;2.4147
12;Leg+;Div1;Tri_alexa;-3;RT12_d-3;Leaf3;2.2302
12;Leg+;Div1;Tri_alexa;-3;RT12_d-3;Other leaves;2.3818
12;Leg+;Div1;Tri_alexa;-3;RT12_d-3;Stem;2.5242
13;Leg+;Div2;Tri_alexa;-3;RT13_d-3;Fine roots;2.1153
13;Leg+;Div2;Tri_alexa;-3;RT13_d-3;Other leaves;1.847
13;Leg+;Div2;Tri_alexa;-3;RT13_d-3;Stem;2.1551
14;Leg+;Div3;Tri_alexa;-3;RT14_d-3;Fine roots;2.7369
14;Leg+;Div3;Tri_alexa;-3;RT14_d-3;Other leaves;2.2372
14;Leg+;Div3;Tri_alexa;-3;RT14_d-3;Stem;2.4639
15;Leg+;Div0;Tri_alexa;-3;RT15_d-3;Fine roots;2.937
15;Leg+;Div0;Tri_alexa;-3;RT15_d-3;Other leaves;2.6073
15;Leg+;Div0;Tri_alexa;-3;RT15_d-3;Stem;2.4895
17;Leg+;Div2;Tri_alexa;-3;RT17_d-3;Fine roots;2.8282
17;Leg+;Div2;Tri_alexa;-3;RT17_d-3;Leaf5;3.1155
17;Leg+;Div2;Tri_alexa;-3;RT17_d-3;Other leaves;3.1667
17;Leg+;Div2;Tri_alexa;-3;RT17_d-3;Stem;2.3359
18;Leg+;Div3;Tri_alexa;-3;RT18_d-3;Fine roots;2.5864
18;Leg+;Div3;Tri_alexa;-3;RT18_d-3;Other leaves;2.9348
18;Leg+;Div3;Tri_alexa;-3;RT18_d-3;Stem;2.365
19;Leg+;Div0;Tri_alexa;-3;RT19_d-3;Fine roots;2.2139
19;Leg+;Div0;Tri_alexa;-3;RT19_d-3;Other leaves;3.2064
19;Leg+;Div0;Tri_alexa;-3;RT19_d-3;Stem;2.4138
20;Leg+;Div1;Tri_alexa;-3;RT20_d-3;Other leaves;2.6787
20;Leg+;Div1;Tri_alexa;-3;RT20_d-3;Stem;2.3575
21;Leg-;Div2;Lol_peren;-3;RT21_d-3;Fine roots;0.8433
21;Leg-;Div2;Lol_peren;-3;RT21_d-3;Limb;1.0424
21;Leg-;Div2;Lol_peren;-3;RT21_d-3;Other leaves;1.1153
22;Leg-;Div3;Lol_peren;-3;RT22_d-3;Fine roots;1.0627
22;Leg-;Div3;Lol_peren;-3;RT22_d-3;Limb;1.403
22;Leg-;Div3;Lol_peren;-3;RT22_d-3;Other leaves;1.5615
23;Leg-;Div0;Lol_peren;-3;RT23_d-3;Fine roots;1.2052
23;Leg-;Div0;Lol_peren;-3;RT23_d-3;Limb;1.9768
23;Leg-;Div0;Lol_peren;-3;RT23_d-3;Other leaves;1.9753
24;Leg-;Div1;Lol_peren;-3;RT24_d-3;Fine roots;1.0888
24;Leg-;Div1;Lol_peren;-3;RT24_d-3;Other leaves;1.6337
25;Leg-;Div2;Lol_peren;-3;RT25_d-3;Fine roots;0.8284
25;Leg-;Div2;Lol_peren;-3;RT25_d-3;Limb;0.8457
25;Leg-;Div2;Lol_peren;-3;RT25_d-3;Other leaves;0.7975
26;Leg-;Div3;Lol_peren;-3;RT26_d-3;Fine roots;1.1509
26;Leg-;Div3;Lol_peren;-3;RT26_d-3;Limb;1.5481
26;Leg-;Div3;Lol_peren;-3;RT26_d-3;Other leaves;1.384
27;Leg-;Div0;Lol_peren;-3;RT27_d-3;Fine roots;0.9732
27;Leg-;Div0;Lol_peren;-3;RT27_d-3;Limb;1.0142
27;Leg-;Div0;Lol_peren;-3;RT27_d-3;Other Leaves;1.43305
28;Leg-;Div1;Lol_peren;-3;RT28_d-3;Fine roots;1.015
28;Leg-;Div1;Lol_peren;-3;RT28_d-3;Limb;1.1563
28;Leg-;Div1;Lol_peren;-3;RT28_d-3;Other leaves;1.22
29;Leg-;Div2;Lol_peren;-3;RT29_d-3;Fine roots;1.0702
29;Leg-;Div2;Lol_peren;-3;RT29_d-3;Limb;2.0145
29;Leg-;Div2;Lol_peren;-3;RT29_d-3;Other leaves;1.6802
30;Leg-;Div3;Lol_peren;-3;RT30_d-3;Fine roots;1.2745
30;Leg-;Div3;Lol_peren;-3;RT30_d-3;Limb;1.1237
30;Leg-;Div3;Lol_peren;-3;RT30_d-3;Other leaves;1.2889
31;Leg+;Div2;Tri_alexa;-3;RT31_d-3;Other leaves;2.3887
31;Leg+;Div2;Tri_alexa;-3;RT31_d-3;Stem;3.2792
33;Leg+;Div0;Tri_alexa;-3;RT33_d-3;Fine roots;3.0508
33;Leg+;Div0;Tri_alexa;-3;RT33_d-3;Limb;2.1597
33;Leg+;Div0;Tri_alexa;-3;RT33_d-3;Other leaves;2.1784
33;Leg+;Div0;Tri_alexa;-3;RT33_d-3;Stem;2.7587
35;Leg+;Div2;Tri_alexa;-3;RT35_d-3;Fine roots;2.733
35;Leg+;Div2;Tri_alexa;-3;RT35_d-3;Limb;2.449
35;Leg+;Div2;Tri_alexa;-3;RT35_d-3;Stem;2.3536
36;Leg+;Div3;Tri_alexa;-3;RT36_d-3;Fine roots;2.7368
36;Leg+;Div3;Tri_alexa;-3;RT36_d-3;Limb;1.88705
36;Leg+;Div3;Tri_alexa;-3;RT36_d-3;Stem;2.0502
37;Leg+;Div0;Tri_alexa;-3;RT37_d-3;Fine roots;2.5978
37;Leg+;Div0;Tri_alexa;-3;RT37_d-3;Other leaves;3.5639
37;Leg+;Div0;Tri_alexa;-3;RT37_d-3;Stem;2.1345
38;Leg+;Div1;Tri_alexa;-3;RT38_d-3;Fine roots;2.9211
38;Leg+;Div1;Tri_alexa;-3;RT38_d-3;Other leaves;3.6937
38;Leg+;Div1;Tri_alexa;-3;RT38_d-3;Stem;2.7293
39;Leg+;Div2;Tri_alexa;-3;RT39_d-3;Fine roots;2.655
39;Leg+;Div2;Tri_alexa;-3;RT39_d-3;Limb;3.0521
39;Leg+;Div2;Tri_alexa;-3;RT39_d-3;Other leaves;2.2877
39;Leg+;Div2;Tri_alexa;-3;RT39_d-3;Stem;2.249
41;Leg-;Div1;Lol_peren;-3;RT41_d-3;Fine roots;1.1761
41;Leg-;Div1;Lol_peren;-3;RT41_d-3;Limb;2.6952
41;Leg-;Div1;Lol_peren;-3;RT41_d-3;Other leaves;2.4108
1;Leg-;Div0;Bra_napus;0;RT01_d0;Fine roots;1.9857
1;Leg-;Div0;Bra_napus;0;RT01_d0;Leaf3;1.1757
1;Leg-;Div0;Bra_napus;0;RT01_d0;Other leaves;1.3761
1;Leg-;Div0;Bra_napus;0;RT01_d0;Stem;1.4123
1;Leg-;Div0;Bra_napus;0;RT01_d0;Taproot;1.7775
2;Leg-;Div1;Bra_napus;0;RT02_d0;Fine roots;2.0647
2;Leg-;Div1;Bra_napus;0;RT02_d0;Leaf3;3.3412
2;Leg-;Div1;Bra_napus;0;RT02_d0;Other leaves;3.7768
2;Leg-;Div1;Bra_napus;0;RT02_d0;Stem;3.296
2;Leg-;Div1;Bra_napus;0;RT02_d0;Taproot;2.6094
3;Leg-;Div2;Bra_napus;0;RT03_d0;Fine roots;1.8064
3;Leg-;Div2;Bra_napus;0;RT03_d0;Leaf3;2.1763
3;Leg-;Div2;Bra_napus;0;RT03_d0;Other leaves;2.7957
3;Leg-;Div2;Bra_napus;0;RT03_d0;Stem;2.8721
3;Leg-;Div2;Bra_napus;0;RT03_d0;Taproot;2.045
4;Leg-;Div3;Bra_napus;0;RT04_d0;Fine roots;2.0696
4;Leg-;Div3;Bra_napus;0;RT04_d0;Leaf3;2.3866
4;Leg-;Div3;Bra_napus;0;RT04_d0;Other leaves;2.819
4;Leg-;Div3;Bra_napus;0;RT04_d0;Stem;2.6024
4;Leg-;Div3;Bra_napus;0;RT04_d0;Taproot;1.9374
5;Leg-;Div0;Bra_napus;0;RT05_d0;Fine roots;1.9573
5;Leg-;Div0;Bra_napus;0;RT05_d0;Leaf3;2.3894
5;Leg-;Div0;Bra_napus;0;RT05_d0;Other leaves;2.7774
5;Leg-;Div0;Bra_napus;0;RT05_d0;Stem;2.4936
5;Leg-;Div0;Bra_napus;0;RT05_d0;Taproot;1.9971
6;Leg-;Div1;Bra_napus;0;RT06_d0;Fine roots;1.9254
6;Leg-;Div1;Bra_napus;0;RT06_d0;Leaf4;1.6009
6;Leg-;Div1;Bra_napus;0;RT06_d0;Other leaves;2.6959
6;Leg-;Div1;Bra_napus;0;RT06_d0;Stem;2.1928
6;Leg-;Div1;Bra_napus;0;RT06_d0;Taproot;1.8985
7;Leg-;Div2;Bra_napus;0;RT07_d0;Fine roots;2.025
7;Leg-;Div2;Bra_napus;0;RT07_d0;Leaf3;2.2225
7;Leg-;Div2;Bra_napus;0;RT07_d0;Other leaves;2.748
7;Leg-;Div2;Bra_napus;0;RT07_d0;Stem;2.8241
7;Leg-;Div2;Bra_napus;0;RT07_d0;Taproot;2.0618
8;Leg-;Div3;Bra_napus;0;RT08_d0;Fine roots;2.0229
8;Leg-;Div3;Bra_napus;0;RT08_d0;Leaf3;2.124
8;Leg-;Div3;Bra_napus;0;RT08_d0;Other leaves;2.3509
8;Leg-;Div3;Bra_napus;0;RT08_d0;Stem;2.1897
8;Leg-;Div3;Bra_napus;0;RT08_d0;Taproot;1.9185
9;Leg-;Div0;Bra_napus;0;RT09_d0;Fine roots;2.0121
9;Leg-;Div0;Bra_napus;0;RT09_d0;Leaf4;2.8017
9;Leg-;Div0;Bra_napus;0;RT09_d0;Other leaves;2.8397
9;Leg-;Div0;Bra_napus;0;RT09_d0;Stem;2.6766
9;Leg-;Div0;Bra_napus;0;RT09_d0;Taproot;2.3238
10;Leg-;Div1;Bra_napus;0;RT10_d0;Fine roots;2.2778
10;Leg-;Div1;Bra_napus;0;RT10_d0;Other leaves;2.1744
10;Leg-;Div1;Bra_napus;0;RT10_d0;Stem;2.4673
10;Leg-;Div1;Bra_napus;0;RT10_d0;Taproot;2.19615
11;Leg+;Div0;Bra_napus;0;RT11_d0;Fine roots;1.9925
11;Leg+;Div0;Bra_napus;0;RT11_d0;Leaf4;2.1392
11;Leg+;Div0;Bra_napus;0;RT11_d0;Other leaves;2.086
11;Leg+;Div0;Bra_napus;0;RT11_d0;Stem;1.5109
11;Leg+;Div0;Bra_napus;0;RT11_d0;Taproot;1.7135
12;Leg+;Div1;Bra_napus;0;RT12_d0;Fine roots;1.9079
12;Leg+;Div1;Bra_napus;0;RT12_d0;Leaf5;2.2573
12;Leg+;Div1;Bra_napus;0;RT12_d0;Other leaves;2.0638
12;Leg+;Div1;Bra_napus;0;RT12_d0;Stem;2.1654
12;Leg+;Div1;Bra_napus;0;RT12_d0;Taproot;1.8607
13;Leg+;Div2;Bra_napus;0;RT13_d0;Fine roots;1.7702
13;Leg+;Div2;Bra_napus;0;RT13_d0;Leaf4;2.413
13;Leg+;Div2;Bra_napus;0;RT13_d0;Other leaves;2.3969
13;Leg+;Div2;Bra_napus;0;RT13_d0;Stem;2.3776
13;Leg+;Div2;Bra_napus;0;RT13_d0;Taproot;2.0282
14;Leg+;Div3;Bra_napus;0;RT14_d0;Fine roots;2.034
14;Leg+;Div3;Bra_napus;0;RT14_d0;Leaf3;2.2719
14;Leg+;Div3;Bra_napus;0;RT14_d0;Other leaves;2.3387
14;Leg+;Div3;Bra_napus;0;RT14_d0;Stem;2.1595
14;Leg+;Div3;Bra_napus;0;RT14_d0;Taproot;1.9987
15;Leg+;Div0;Bra_napus;0;RT15_d0;Fine roots;2.0259
15;Leg+;Div0;Bra_napus;0;RT15_d0;Leaf3;1.7583
15;Leg+;Div0;Bra_napus;0;RT15_d0;Other leaves;2.2872
15;Leg+;Div0;Bra_napus;0;RT15_d0;Stem;2.2028
15;Leg+;Div0;Bra_napus;0;RT15_d0;Taproot;1.8371
16;Leg+;Div1;Bra_napus;0;RT16_d0;Fine roots;2.2555
16;Leg+;Div1;Bra_napus;0;RT16_d0;Leaf4;1.7877
16;Leg+;Div1;Bra_napus;0;RT16_d0;Other leaves;2.2954
16;Leg+;Div1;Bra_napus;0;RT16_d0;Stem;2.2155
16;Leg+;Div1;Bra_napus;0;RT16_d0;Taproot;1.8852
17;Leg+;Div2;Bra_napus;0;RT17_d0;Fine roots;2.8051
17;Leg+;Div2;Bra_napus;0;RT17_d0;Leaf4;2.3605
17;Leg+;Div2;Bra_napus;0;RT17_d0;Other leaves;1.9509
17;Leg+;Div2;Bra_napus;0;RT17_d0;Stem;1.9319
18;Leg+;Div3;Bra_napus;0;RT18_d0;Fine roots;1.7657
18;Leg+;Div3;Bra_napus;0;RT18_d0;Leaf3;2.7806
18;Leg+;Div3;Bra_napus;0;RT18_d0;Other leaves;2.9979
18;Leg+;Div3;Bra_napus;0;RT18_d0;Stem;2.7274
18;Leg+;Div3;Bra_napus;0;RT18_d0;Taproot;2.3466
19;Leg+;Div0;Bra_napus;0;RT19_d0;Fine roots;2.0018
19;Leg+;Div0;Bra_napus;0;RT19_d0;Leaf4;2.2862
19;Leg+;Div0;Bra_napus;0;RT19_d0;Other leaves;2.2114
19;Leg+;Div0;Bra_napus;0;RT19_d0;Stem;2.2981
19;Leg+;Div0;Bra_napus;0;RT19_d0;Taproot;2.0233
20;Leg+;Div1;Bra_napus;0;RT20_d0;Fine roots;2.1522
20;Leg+;Div1;Bra_napus;0;RT20_d0;Leaf3;2.4384
20;Leg+;Div1;Bra_napus;0;RT20_d0;Other leaves;2.0014
20;Leg+;Div1;Bra_napus;0;RT20_d0;Stem;2.2637
20;Leg+;Div1;Bra_napus;0;RT20_d0;Taproot;1.6648
21;Leg-;Div2;Bra_napus;0;RT21_d0;Fine roots;1.9774
21;Leg-;Div2;Bra_napus;0;RT21_d0;Limb;1.9196
21;Leg-;Div2;Bra_napus;0;RT21_d0;Other leaves;2.753
21;Leg-;Div2;Bra_napus;0;RT21_d0;Stem;2.4624
21;Leg-;Div2;Bra_napus;0;RT21_d0;Taproot;2.0502
22;Leg-;Div3;Bra_napus;0;RT22_d0;Fine roots;2.0191
22;Leg-;Div3;Bra_napus;0;RT22_d0;Limb;1.4566
22;Leg-;Div3;Bra_napus;0;RT22_d0;Other leaves;1.6738
22;Leg-;Div3;Bra_napus;0;RT22_d0;Stem;1.6259
22;Leg-;Div3;Bra_napus;0;RT22_d0;Taproot;1.6888
23;Leg-;Div0;Bra_napus;0;RT23_d0;Fine roots;2.2588
23;Leg-;Div0;Bra_napus;0;RT23_d0;Limb;2.5251
23;Leg-;Div0;Bra_napus;0;RT23_d0;Other leaves;3.3308
23;Leg-;Div0;Bra_napus;0;RT23_d0;Stem;2.7339
23;Leg-;Div0;Bra_napus;0;RT23_d0;Taproot;2.4965
24;Leg-;Div1;Bra_napus;0;RT24_d0;Fine roots;2.0122
24;Leg-;Div1;Bra_napus;0;RT24_d0;Limb;3.1876
24;Leg-;Div1;Bra_napus;0;RT24_d0;Other leaves;3.4335
24;Leg-;Div1;Bra_napus;0;RT24_d0;Stem;3.2264
24;Leg-;Div1;Bra_napus;0;RT24_d0;Taproot;2.4589
25;Leg-;Div2;Bra_napus;0;RT25_d0;Fine roots;2.1865
25;Leg-;Div2;Bra_napus;0;RT25_d0;Limb;2.3661
25;Leg-;Div2;Bra_napus;0;RT25_d0;Other leaves;2.9722
25;Leg-;Div2;Bra_napus;0;RT25_d0;Stem;2.4379
25;Leg-;Div2;Bra_napus;0;RT25_d0;Taproot;1.9684
26;Leg-;Div3;Bra_napus;0;RT26_d0;Fine roots;2.1866
26;Leg-;Div3;Bra_napus;0;RT26_d0;Limb;3.6333
26;Leg-;Div3;Bra_napus;0;RT26_d0;Other leaves;3.5748
26;Leg-;Div3;Bra_napus;0;RT26_d0;Stem;3.2339
26;Leg-;Div3;Bra_napus;0;RT26_d0;Taproot;2.8991
27;Leg-;Div0;Bra_napus;0;RT27_d0;Fine roots;2.0923
27;Leg-;Div0;Bra_napus;0;RT27_d0;Limb;2.8749
27;Leg-;Div0;Bra_napus;0;RT27_d0;Other leaves;3.0101
27;Leg-;Div0;Bra_napus;0;RT27_d0;Stem;2.9318
27;Leg-;Div0;Bra_napus;0;RT27_d0;Taproot;2.3702
28;Leg-;Div1;Bra_napus;0;RT28_d0;Fine roots;2.1472
28;Leg-;Div1;Bra_napus;0;RT28_d0;Limb;2.9084
28;Leg-;Div1;Bra_napus;0;RT28_d0;Other leaves;3.262
28;Leg-;Div1;Bra_napus;0;RT28_d0;Stem;2.4543
28;Leg-;Div1;Bra_napus;0;RT28_d0;Taproot;2.7149
29;Leg-;Div2;Bra_napus;0;RT29_d0;Fine roots;1.9392
29;Leg-;Div2;Bra_napus;0;RT29_d0;Limb;2.681
29;Leg-;Div2;Bra_napus;0;RT29_d0;Other leaves;2.9049
29;Leg-;Div2;Bra_napus;0;RT29_d0;Stem;3.5307
29;Leg-;Div2;Bra_napus;0;RT29_d0;Taproot;2.207
30;Leg-;Div3;Bra_napus;0;RT30_d0;Fine roots;2.4885
30;Leg-;Div3;Bra_napus;0;RT30_d0;Limb;3.0323
30;Leg-;Div3;Bra_napus;0;RT30_d0;Other leaves;2.8279
30;Leg-;Div3;Bra_napus;0;RT30_d0;Stem;3.1273
30;Leg-;Div3;Bra_napus;0;RT30_d0;Taproot;2.3471
31;Leg+;Div2;Bra_napus;0;RT31_d0;Fine roots;2.0925
31;Leg+;Div2;Bra_napus;0;RT31_d0;Limb;3.2538
31;Leg+;Div2;Bra_napus;0;RT31_d0;Other leaves;3.5154
31;Leg+;Div2;Bra_napus;0;RT31_d0;Stem;3.4433
31;Leg+;Div2;Bra_napus;0;RT31_d0;Taproot;2.3793
32;Leg+;Div3;Bra_napus;0;RT32_d0;Fine roots;2.21766
32;Leg+;Div3;Bra_napus;0;RT32_d0;Limb;1.4013
32;Leg+;Div3;Bra_napus;0;RT32_d0;Other leaves;1.4367
32;Leg+;Div3;Bra_napus;0;RT32_d0;Stem;1.3552
32;Leg+;Div3;Bra_napus;0;RT32_d0;Taproot;1.8585
33;Leg+;Div0;Bra_napus;0;RT33_d0;Fine roots;2.1063
33;Leg+;Div0;Bra_napus;0;RT33_d0;Limb;1.6412
33;Leg+;Div0;Bra_napus;0;RT33_d0;Other leaves;1.5817
33;Leg+;Div0;Bra_napus;0;RT33_d0;Stem;2.1889
33;Leg+;Div0;Bra_napus;0;RT33_d0;Taproot;2.4876
34;Leg+;Div1;Bra_napus;0;RT34_d0;Fine roots;2.6748
34;Leg+;Div1;Bra_napus;0;RT34_d0;Limb;2.9046
34;Leg+;Div1;Bra_napus;0;RT34_d0;Other leaves;2.8355
34;Leg+;Div1;Bra_napus;0;RT34_d0;Stem;2.765
34;Leg+;Div1;Bra_napus;0;RT34_d0;Taproot;2.2324
35;Leg+;Div2;Bra_napus;0;RT35_d0;Fine roots;2.0618
35;Leg+;Div2;Bra_napus;0;RT35_d0;Limb;1.8358
35;Leg+;Div2;Bra_napus;0;RT35_d0;Other leaves;2.2151
35;Leg+;Div2;Bra_napus;0;RT35_d0;Stem;2.1885
35;Leg+;Div2;Bra_napus;0;RT35_d0;Taproot;1.9422
37;Leg+;Div0;Bra_napus;0;RT37_d0;Fine roots;2.0792
37;Leg+;Div0;Bra_napus;0;RT37_d0;Limb;2.1418
37;Leg+;Div0;Bra_napus;0;RT37_d0;Other leaves;2.86
37;Leg+;Div0;Bra_napus;0;RT37_d0;Stem;2.3758
37;Leg+;Div0;Bra_napus;0;RT37_d0;Taproot;2.1753
38;Leg+;Div1;Bra_napus;0;RT38_d0;Fine roots;2.1232
38;Leg+;Div1;Bra_napus;0;RT38_d0;Limb;2.6532
38;Leg+;Div1;Bra_napus;0;RT38_d0;Stem;2.7296
38;Leg+;Div1;Bra_napus;0;RT38_d0;Taproot;2.3878
39;Leg+;Div2;Bra_napus;0;RT39_d0;Fine roots;2.3017
39;Leg+;Div2;Bra_napus;0;RT39_d0;Limb;1.8782
39;Leg+;Div2;Bra_napus;0;RT39_d0;Other leaves;2.3948
39;Leg+;Div2;Bra_napus;0;RT39_d0;Stem;2.1795
39;Leg+;Div2;Bra_napus;0;RT39_d0;Taproot;1.8136
40;Leg+;Div3;Bra_napus;0;RT40_d0;Fine roots;1.9387
40;Leg+;Div3;Bra_napus;0;RT40_d0;Limb;1.9462
40;Leg+;Div3;Bra_napus;0;RT40_d0;Other leaves;2.232
40;Leg+;Div3;Bra_napus;0;RT40_d0;Stem;3.1039
40;Leg+;Div3;Bra_napus;0;RT40_d0;Taproot;2.1991
41;Leg-;Div1;Bra_napus;0;RT41_d0;Fine roots;2.1079
41;Leg-;Div1;Bra_napus;0;RT41_d0;Limb;4.0742
41;Leg-;Div1;Bra_napus;0;RT41_d0;Other leaves;3.6947
41;Leg-;Div1;Bra_napus;0;RT41_d0;Stem;3.6594
41;Leg-;Div1;Bra_napus;0;RT41_d0;Taproot;2.6667
42;Leg+;Div2;Bra_napus;0;RT42_d0;Fine roots;2.279
42;Leg+;Div2;Bra_napus;0;RT42_d0;Limb;3.82
42;Leg+;Div2;Bra_napus;0;RT42_d0;Other leaves;4.0166
42;Leg+;Div2;Bra_napus;0;RT42_d0;Stem;3.6016
42;Leg+;Div2;Bra_napus;0;RT42_d0;Taproot;2.8536
11;Leg+;Div0;Tri_alexa;6;RT11_d+6;Fine roots;3.1136
11;Leg+;Div0;Tri_alexa;6;RT11_d+6;Leaf5;2.9212
11;Leg+;Div0;Tri_alexa;6;RT11_d+6;Other leaves;2.1351
11;Leg+;Div0;Tri_alexa;6;RT11_d+6;Stem;3.4594
13;Leg+;Div2;Tri_alexa;6;RT13_d+6;Fine roots;2.4545
13;Leg+;Div2;Tri_alexa;6;RT13_d+6;Leaf4;2.8608
13;Leg+;Div2;Tri_alexa;6;RT13_d+6;Other leaves;2.5719
13;Leg+;Div2;Tri_alexa;6;RT13_d+6;Stem;1.9171
14;Leg+;Div3;Tri_alexa;6;RT14_d+6;Other leaves;3.088
14;Leg+;Div3;Tri_alexa;6;RT14_d+6;Stem;2.2107
16;Leg+;Div1;Tri_alexa;6;RT16_d+6;Fine roots;2.4523
16;Leg+;Div1;Tri_alexa;6;RT16_d+6;Other leaves;3.4002
16;Leg+;Div1;Tri_alexa;6;RT16_d+6;Stem;1.9508
17;Leg+;Div2;Tri_alexa;6;RT17_d+6;Fine roots;2.8907
17;Leg+;Div2;Tri_alexa;6;RT17_d+6;Leaf2;2.9829
17;Leg+;Div2;Tri_alexa;6;RT17_d+6;Other leaves;2.7424
17;Leg+;Div2;Tri_alexa;6;RT17_d+6;Stem;2.582
18;Leg+;Div3;Tri_alexa;6;RT18_d+6;Fine roots;3.1043
18;Leg+;Div3;Tri_alexa;6;RT18_d+6;Other leaves;2.9407
18;Leg+;Div3;Tri_alexa;6;RT18_d+6;Stem;2.5262
19;Leg+;Div0;Tri_alexa;6;RT19_d+6;Fine roots;2.1887
19;Leg+;Div0;Tri_alexa;6;RT19_d+6;Other leaves;3.3384
19;Leg+;Div0;Tri_alexa;6;RT19_d+6;Stem;1.7411
20;Leg+;Div1;Tri_alexa;6;RT20_d+6;Other leaves;3.0788
31;Leg+;Div2;Tri_alexa;6;RT31_d+6;Fine roots;2.5498
31;Leg+;Div2;Tri_alexa;6;RT31_d+6;Limb;3.3231
31;Leg+;Div2;Tri_alexa;6;RT31_d+6;Other leaves;2.8211
31;Leg+;Div2;Tri_alexa;6;RT31_d+6;Stem;2.6848
32;Leg+;Div3;Tri_alexa;6;RT32_d+6;Fine roots;2.7336
32;Leg+;Div3;Tri_alexa;6;RT32_d+6;Other leaves;2.3414
32;Leg+;Div3;Tri_alexa;6;RT32_d+6;Stem;2.0542
