RT;leg;div;id_taxo;distance;id_loca;org;N
41;Leg-;Div1;Bra_napus;-15;RT41_d-15;Other leaves;2.7331
41;Leg-;Div1;Bra_napus;-15;RT41_d-15;Stem;2.2094
41;Leg-;Div1;Bra_napus;-15;RT41_d-15;Taproot;2.33905
42;Leg+;Div2;Bra_napus;-15;RT42_d-15;Fine roots;2.2132
42;Leg+;Div2;Bra_napus;-15;RT42_d-15;Limb;3.7336
42;Leg+;Div2;Bra_napus;-15;RT42_d-15;Other leaves;4.0151
42;Leg+;Div2;Bra_napus;-15;RT42_d-15;Stem;3.3555
42;Leg+;Div2;Bra_napus;-15;RT42_d-15;Taproot;2.8427
1;Leg-;Div0;Lol_peren;-12;RT01_d-12;Fine roots;1.1991
1;Leg-;Div0;Lol_peren;-12;RT01_d-12;Leaf3;1.158
1;Leg-;Div0;Lol_peren;-12;RT01_d-12;Other leaves;0.8835
2;Leg-;Div1;Lol_peren;-12;RT02_d-12;Fine roots;1.4015
2;Leg-;Div1;Lol_peren;-12;RT02_d-12;Leaf2;3.5573
2;Leg-;Div1;Lol_peren;-12;RT02_d-12;Other leaves;2.4439
3;Leg-;Div2;Lol_peren;-12;RT03_d-12;Fine roots;1.3922
3;Leg-;Div2;Lol_peren;-12;RT03_d-12;Leaf5;1.0159
3;Leg-;Div2;Lol_peren;-12;RT03_d-12;Other leaves;1.1177
4;Leg-;Div3;Lol_peren;-12;RT04_d-12;Fine roots;0.9797
4;Leg-;Div3;Lol_peren;-12;RT04_d-12;Leaf4;0.9652
4;Leg-;Div3;Lol_peren;-12;RT04_d-12;Other leaves;0.9752
5;Leg-;Div0;Lol_peren;-12;RT05_d-12;Fine roots;0.9045
5;Leg-;Div0;Lol_peren;-12;RT05_d-12;Leaf5;0.8338
5;Leg-;Div0;Lol_peren;-12;RT05_d-12;Other leaves;0.9106
6;Leg-;Div1;Lol_peren;-12;RT06_d-12;Fine roots;1.019
6;Leg-;Div1;Lol_peren;-12;RT06_d-12;Leaf4;0.9296
6;Leg-;Div1;Lol_peren;-12;RT06_d-12;Other leaves;0.9838
7;Leg-;Div2;Lol_peren;-12;RT07_d-12;Fine roots;0.8791
7;Leg-;Div2;Lol_peren;-12;RT07_d-12;Leaf4;0.836
7;Leg-;Div2;Lol_peren;-12;RT07_d-12;Other leaves;0.9214
8;Leg-;Div3;Lol_peren;-12;RT08_d-12;Leaf3;1.1867
8;Leg-;Div3;Lol_peren;-12;RT08_d-12;Other leaves;1.2051
9;Leg-;Div0;Lol_peren;-12;RT09_d-12;Fine roots;0.9004
9;Leg-;Div0;Lol_peren;-12;RT09_d-12;Leaf3;0.8814
9;Leg-;Div0;Lol_peren;-12;RT09_d-12;Other leaves;0.8948
10;Leg-;Div1;Lol_peren;-12;RT10_d-12;Fine roots;1.0281
10;Leg-;Div1;Lol_peren;-12;RT10_d-12;Leaf3;0.8087
10;Leg-;Div1;Lol_peren;-12;RT10_d-12;Other leaves;0.9408
11;Leg+;Div0;Lol_peren;-12;RT11_d-12;Fine roots;1.5147
11;Leg+;Div0;Lol_peren;-12;RT11_d-12;Other leaves;0.862
12;Leg+;Div1;Lol_peren;-12;RT12_d-12;Fine roots;1.1148
12;Leg+;Div1;Lol_peren;-12;RT12_d-12;Leaf3;0.8667
12;Leg+;Div1;Lol_peren;-12;RT12_d-12;Other leaves;0.7244
13;Leg+;Div2;Lol_peren;-12;RT13_d-12;Fine roots;1.0873
13;Leg+;Div2;Lol_peren;-12;RT13_d-12;Other leaves;0.8161
14;Leg+;Div3;Lol_peren;-12;RT14_d-12;Fine roots;1.4291
14;Leg+;Div3;Lol_peren;-12;RT14_d-12;Leaf3;1.1685
14;Leg+;Div3;Lol_peren;-12;RT14_d-12;Other leaves;1.0705
15;Leg+;Div0;Lol_peren;-12;RT15_d-12;Fine roots;1.058
15;Leg+;Div0;Lol_peren;-12;RT15_d-12;Leaf3;1.1458
15;Leg+;Div0;Lol_peren;-12;RT15_d-12;Other leaves;0.9603
16;Leg+;Div1;Lol_peren;-12;RT16_d-12;Other leaves;1.27
17;Leg+;Div2;Lol_peren;-12;RT17_d-12;Fine roots;1.0478
17;Leg+;Div2;Lol_peren;-12;RT17_d-12;Leaf4;1.4723
17;Leg+;Div2;Lol_peren;-12;RT17_d-12;Other leaves;1.4384
18;Leg+;Div3;Lol_peren;-12;RT18_d-12;Leaf3;1.4618
19;Leg+;Div0;Lol_peren;-12;RT19_d-12;Fine roots;1.2795
19;Leg+;Div0;Lol_peren;-12;RT19_d-12;Leaf3;0.8495
19;Leg+;Div0;Lol_peren;-12;RT19_d-12;Other leaves;0.7878
20;Leg+;Div1;Lol_peren;-12;RT20_d-12;Fine roots;1.0844
20;Leg+;Div1;Lol_peren;-12;RT20_d-12;Leaf3;0.7142
20;Leg+;Div1;Lol_peren;-12;RT20_d-12;Other leaves;0.8298
21;Leg-;Div2;Lol_peren;-12;RT21_d-12;Fine roots;1.0012
21;Leg-;Div2;Lol_peren;-12;RT21_d-12;Other leaves;0.7288
22;Leg-;Div3;Lol_peren;-12;RT22_d-12;Fine roots;0.6752
22;Leg-;Div3;Lol_peren;-12;RT22_d-12;Limb;1.4976
22;Leg-;Div3;Lol_peren;-12;RT22_d-12;Other leaves;1.5377
23;Leg-;Div0;Lol_peren;-12;RT23_d-12;Fine roots;0.8853
23;Leg-;Div0;Lol_peren;-12;RT23_d-12;Limb;0.992
23;Leg-;Div0;Lol_peren;-12;RT23_d-12;Other leaves;1.2481
24;Leg-;Div1;Lol_peren;-12;RT24_d-12;Fine roots;0.876
24;Leg-;Div1;Lol_peren;-12;RT24_d-12;Limb;0.6751
24;Leg-;Div1;Lol_peren;-12;RT24_d-12;Other leaves;0.8241
25;Leg-;Div2;Lol_peren;-12;RT25_d-12;Fine roots;1.0089
25;Leg-;Div2;Lol_peren;-12;RT25_d-12;Limb;1.2073
25;Leg-;Div2;Lol_peren;-12;RT25_d-12;Other leaves;1.3373
26;Leg-;Div3;Lol_peren;-12;RT26_d-12;Fine roots;1.1119
26;Leg-;Div3;Lol_peren;-12;RT26_d-12;Limb;2.3383
26;Leg-;Div3;Lol_peren;-12;RT26_d-12;Other leaves;1.6084
27;Leg-;Div0;Lol_peren;-12;RT27_d-12;Fine roots;0.9213
27;Leg-;Div0;Lol_peren;-12;RT27_d-12;Limb;1.1433
27;Leg-;Div0;Lol_peren;-12;RT27_d-12;Other leaves;1.2263
28;Leg-;Div1;Lol_peren;-12;RT28_d-12;Fine roots;0.9169
28;Leg-;Div1;Lol_peren;-12;RT28_d-12;Limb;1.2848
28;Leg-;Div1;Lol_peren;-12;RT28_d-12;Other leaves;1.2421
29;Leg-;Div2;Lol_peren;-12;RT29_d-12;Fine roots;0.7743
29;Leg-;Div2;Lol_peren;-12;RT29_d-12;Limb;1.0241
29;Leg-;Div2;Lol_peren;-12;RT29_d-12;Other leaves;0.7881
30;Leg-;Div3;Lol_peren;-12;RT30_d-12;Fine roots;0.9409
30;Leg-;Div3;Lol_peren;-12;RT30_d-12;Limb;3.0746
30;Leg-;Div3;Lol_peren;-12;RT30_d-12;Other leaves;2.4366
31;Leg+;Div2;Lol_peren;-12;RT31_d-12;Fine roots;0.8068
31;Leg+;Div2;Lol_peren;-12;RT31_d-12;Limb;0.9403
31;Leg+;Div2;Lol_peren;-12;RT31_d-12;Other leaves;0.8975
32;Leg+;Div3;Lol_peren;-12;RT32_d-12;Fine roots;0.718
32;Leg+;Div3;Lol_peren;-12;RT32_d-12;Limb;1.195
32;Leg+;Div3;Lol_peren;-12;RT32_d-12;Other leaves;1.2291
33;Leg+;Div0;Lol_peren;-12;RT33_d-12;Fine roots;0.9146
33;Leg+;Div0;Lol_peren;-12;RT33_d-12;Limb;1.0564
33;Leg+;Div0;Lol_peren;-12;RT33_d-12;Other leaves;1.0667
34;Leg+;Div1;Lol_peren;-12;RT34_d-12;Fine roots;0.8152
34;Leg+;Div1;Lol_peren;-12;RT34_d-12;Limb;0.9885
34;Leg+;Div1;Lol_peren;-12;RT34_d-12;Other leaves;1.0394
35;Leg+;Div2;Lol_peren;-12;RT35_d-12;Fine roots;0.8802
35;Leg+;Div2;Lol_peren;-12;RT35_d-12;Limb;1.5961
35;Leg+;Div2;Lol_peren;-12;RT35_d-12;Other leaves;1.6983
36;Leg+;Div3;Lol_peren;-12;RT36_d-12;Fine roots;1.07895
36;Leg+;Div3;Lol_peren;-12;RT36_d-12;Limb;1.7753
36;Leg+;Div3;Lol_peren;-12;RT36_d-12;Other leaves;1.881
37;Leg+;Div0;Lol_peren;-12;RT37_d-12;Fine roots;1.2378
37;Leg+;Div0;Lol_peren;-12;RT37_d-12;Limb;1.0285
37;Leg+;Div0;Lol_peren;-12;RT37_d-12;Other leaves;1.1611
38;Leg+;Div1;Lol_peren;-12;RT38_d-12;Fine roots;1.1295
38;Leg+;Div1;Lol_peren;-12;RT38_d-12;Limb;1.5226
38;Leg+;Div1;Lol_peren;-12;RT38_d-12;Other leaves;1.4322
39;Leg+;Div2;Lol_peren;-12;RT39_d-12;Fine roots;1.11605
39;Leg+;Div2;Lol_peren;-12;RT39_d-12;Limb;1.2398
39;Leg+;Div2;Lol_peren;-12;RT39_d-12;Other leaves;1.1628
40;Leg+;Div3;Lol_peren;-12;RT40_d-12;Fine roots;0.9501
40;Leg+;Div3;Lol_peren;-12;RT40_d-12;Limb;1.6802
40;Leg+;Div3;Lol_peren;-12;RT40_d-12;Other leaves;1.6143
41;Leg-;Div1;Lol_peren;-12;RT41_d-12;Fine roots;1.3307
41;Leg-;Div1;Lol_peren;-12;RT41_d-12;Limb;2.6577
41;Leg-;Div1;Lol_peren;-12;RT41_d-12;Other leaves;2.1351
42;Leg+;Div2;Lol_peren;-12;RT42_d-12;Fine roots;0.8012
42;Leg+;Div2;Lol_peren;-12;RT42_d-12;Limb;1.5584
42;Leg+;Div2;Lol_peren;-12;RT42_d-12;Other leaves;1.7962
11;Leg+;Div0;Tri_alexa;-9;RT11_d-9;Fine roots;2.9349
11;Leg+;Div0;Tri_alexa;-9;RT11_d-9;Leaf5;3.0531
11;Leg+;Div0;Tri_alexa;-9;RT11_d-9;Other leaves;2.3877
11;Leg+;Div0;Tri_alexa;-9;RT11_d-9;Stem;2.4812
12;Leg+;Div1;Tri_alexa;-9;RT12_d-9;Fine roots;2.7294
12;Leg+;Div1;Tri_alexa;-9;RT12_d-9;Other leaves;2.1364
12;Leg+;Div1;Tri_alexa;-9;RT12_d-9;Stem;1.9238
13;Leg+;Div2;Tri_alexa;-9;RT13_d-9;Fine roots;2.2975
13;Leg+;Div2;Tri_alexa;-9;RT13_d-9;Leaf4;1.9986
13;Leg+;Div2;Tri_alexa;-9;RT13_d-9;Other leaves;1.7163
13;Leg+;Div2;Tri_alexa;-9;RT13_d-9;Stem;1.8236
14;Leg+;Div3;Tri_alexa;-9;RT14_d-9;Fine roots;3.1824
14;Leg+;Div3;Tri_alexa;-9;RT14_d-9;Leaf4;2.9793
14;Leg+;Div3;Tri_alexa;-9;RT14_d-9;Other leaves;3.1112
14;Leg+;Div3;Tri_alexa;-9;RT14_d-9;Stem;2.1921
15;Leg+;Div0;Tri_alexa;-9;RT15_d-9;Other leaves;2.6344
15;Leg+;Div0;Tri_alexa;-9;RT15_d-9;Stem;2.092
17;Leg+;Div2;Tri_alexa;-9;RT17_d-9;Fine roots;2.2743
17;Leg+;Div2;Tri_alexa;-9;RT17_d-9;Other leaves;2.4521
17;Leg+;Div2;Tri_alexa;-9;RT17_d-9;Stem;1.8356
19;Leg+;Div0;Tri_alexa;-9;RT19_d-9;Fine roots;2.834
19;Leg+;Div0;Tri_alexa;-9;RT19_d-9;Other leaves;2.5194
19;Leg+;Div0;Tri_alexa;-9;RT19_d-9;Stem;2.379
20;Leg+;Div1;Tri_alexa;-9;RT20_d-9;Leaf4;1.2187
20;Leg+;Div1;Tri_alexa;-9;RT20_d-9;Other leaves;1.5172
31;Leg+;Div2;Tri_alexa;-9;RT31_d-9;Limb;2.4055
31;Leg+;Div2;Tri_alexa;-9;RT31_d-9;Other leaves;2.2984
31;Leg+;Div2;Tri_alexa;-9;RT31_d-9;Stem;2.7283
32;Leg+;Div3;Tri_alexa;-9;RT32_d-9;Fine roots;2.5601
32;Leg+;Div3;Tri_alexa;-9;RT32_d-9;Limb;3.2003
32;Leg+;Div3;Tri_alexa;-9;RT32_d-9;Other leaves;3.2628
32;Leg+;Div3;Tri_alexa;-9;RT32_d-9;Stem;2.3358
33;Leg+;Div0;Tri_alexa;-9;RT33_d-9;Other leaves;1.9794
33;Leg+;Div0;Tri_alexa;-9;RT33_d-9;Stem;2.0471
34;Leg+;Div1;Tri_alexa;-9;RT34_d-9;Fine roots;2.7739
34;Leg+;Div1;Tri_alexa;-9;RT34_d-9;Other leaves;2.3872
34;Leg+;Div1;Tri_alexa;-9;RT34_d-9;Stem;2.83
35;Leg+;Div2;Tri_alexa;-9;RT35_d-9;Fine roots;2.3225
35;Leg+;Div2;Tri_alexa;-9;RT35_d-9;Limb;1.9666
35;Leg+;Div2;Tri_alexa;-9;RT35_d-9;Other leaves;2.2256
