Nom;Code analyse N;id_taxo;distance;org;RT;leg;div;Pcont;Ncont;DM
183A;183_A_T BN;Bra_napus;15;Stem;21;Leg-;Div2;2.11778493506494;1.9537;82.5
2002B;2002_B_R LP;Lol_peren;-12;Fine roots;3;Leg-;Div2;1.95839345454545;1.3922;105.7
160A;160_A_R LP;Lol_peren;-12;Fine roots;6;Leg-;Div1;-0.0756051948051949;1.019;18.4
2011B;2011_B_R LP;Lol_peren;-12;Fine roots;10;Leg-;Div1;1.6279409300377;1.0281;45.9
2059B;2059_B_R LP;Lol_peren;-12;Fine roots;17;Leg+;Div2;0.893722943722944;1.0478;79.5
2083B;2083_B_R LP;Lol_peren;-12;Fine roots;23;Leg-;Div0;2.68946828122176;0.8853;105.6
2155B;2155_B_R LP;Lol_peren;-12;Fine roots;29;Leg-;Div2;1.26477787818543;0.7743;50.4
2145B;2145_B_R LP;Lol_peren;-12;Fine roots;32;Leg+;Div3;1.34978956372968;0.718;69.9
2127B;2127_B_R LP;Lol_peren;-12;Fine roots;35;Leg+;Div2;2.04852796397151;0.8802;98.3
2136B;2136_B_R LP;Lol_peren;-12;Fine roots;38;Leg+;Div1;2.64052655961273;1.1295;86
561A;561_A_R BN;Bra_napus;-15;Taproot;41;Leg-;Div1;1.93851046912271;1.3307;43.6
2298B;2298_B_R BN;Bra_napus;-15;Taproot;3;Leg-;Div2;2.23674410096945;1.576;128.2
2304B;2304_B_R BN;Bra_napus;-15;Taproot;8;Leg-;Div3;1.90689824231993;2.0935;114.8
51C;51_C_PA BN0;Bra_napus;0;Leaves;39;Leg+;Div2;2.18146839132811;2.3948;567.4
1987B;1987_B_R LP;Lol_peren;-12;Fine roots;4;Leg-;Div3;1.46186040254566;0.9797;145.8
2030B;2030_B_R LP;Lol_peren;-12;Fine roots;7;Leg-;Div2;0.855777974025974;0.8791;55.6
2016B;2016_B_R LP;Lol_peren;-12;Fine roots;14;Leg+;Div3;2.03160851196996;1.4291;173.5
2070B;2070_B_R LP;Lol_peren;-12;Fine roots;20;Leg+;Div1;0.951936727272727;1.0844;86.5
2115B;2115_B_R LP;Lol_peren;-12;Fine roots;24;Leg-;Div1;1.29593401759531;0.876;59.6
2164B;2164_B_R LP;Lol_peren;-12;Fine roots;30;Leg-;Div3;1.41267695533166;0.9409;107.3
2137B;2137_B_R LP;Lol_peren;-12;Fine roots;33;Leg+;Div0;1.83543733375059;0.9146;78.5
2157B;2157_B_R LP;Lol_peren;-12;Fine roots;36;Leg+;Div3;1.51604427508619;1.07895;335.6
2124B;2124_B_R LP;Lol_peren;-12;Fine roots;39;Leg+;Div2;1.46516320260257;1.11605;142.9
2125B;2125_B_R LP;Lol_peren;-12;Fine roots;40;Leg+;Div3;1.75452577883039;0.9501;178.2
2020A;2020_A_LM LP;Lol_peren;-12;Limb;17;Leg+;Div2;-0.0808613406795226;1.4723;23
2104A;2104_A_PA LP;Lol_peren;-12;Leaves;1;Leg-;Div0;1.57359935064935;0.8835;30.6
2116A;2116_A_PA LP;Lol_peren;-12;Leaves;5;Leg-;Div0;2.10192373363688;0.9106;163.4
2167B;2167_B_PA LP;Lol_peren;-12;Leaves;8;Leg-;Div3;1.24540405486297;1.2051;281.9
2134A;2134_A_PA LP;Lol_peren;-12;Leaves;14;Leg+;Div3;1.81264680009369;1.0705;180.1
2138A;2138_A_PA LP;Lol_peren;-12;Leaves;19;Leg+;Div0;0.160157901504436;0.7878;21.7
64B;64_B_PA LP;Lol_peren;-12;Leaves;23;Leg-;Div0;3.30765;1.2481;169.3
165A;165_A_PA LP;Lol_peren;-12;Leaves;26;Leg-;Div3;0.850505539658082;1.6084;29.77
70A;70_A_PA LP;Lol_peren;-12;Leaves;29;Leg-;Div2;1.11186442825467;0.7881;55.66
2150B;2150_B_R LP;Lol_peren;-12;Fine roots;42;Leg+;Div2;1.46984358327044;0.8012;190.1
511A;511_A_LM LP;Lol_peren;-12;Limb;36;Leg+;Div3;0.945382427628238;1.7753;43
2109A;2109_A_PA LP;Lol_peren;-12;Leaves;3;Leg-;Div2;1.80933537662338;1.1177;79.4
2118A;2118_A_PA LP;Lol_peren;-12;Leaves;6;Leg-;Div1;1.33769296740995;0.9838;32
2124A;2124_A_PA LP;Lol_peren;-12;Leaves;9;Leg-;Div0;1.28018853290998;0.8948;176.2
2135A;2135_A_PA LP;Lol_peren;-12;Leaves;15;Leg+;Div0;1.04487912087912;0.9603;28.2
2140A;2140_A_PA LP;Lol_peren;-12;Leaves;20;Leg+;Div1;1.37402545350441;0.8298;136
283A;283_A_PA LP;Lol_peren;-12;Leaves;24;Leg-;Div1;1.37171862342888;0.8241;108.49
32B;32_B_PA LP;Lol_peren;-12;Leaves;27;Leg-;Div0;2.32643016540803;1.2263;135
17B;17_B_PA LP;Lol_peren;-12;Leaves;30;Leg-;Div3;1.49357478593551;2.4366;125.3
2001A;2001_A_LM LP;Lol_peren;-12;Limb;8;Leg-;Div3;-0.0370946716834568;1.1867;18
478A;478_A_LM LP;Lol_peren;-12;Limb;40;Leg+;Div3;0.353435064935065;1.6802;27.9
2113A;2113_A_PA LP;Lol_peren;-12;Leaves;4;Leg-;Div3;1.73803114813473;0.9752;155.6
2122A;2122_A_PA LP;Lol_peren;-12;Leaves;7;Leg-;Div2;1.15394985928584;0.9214;64.6
2131A;2131_A_PA LP;Lol_peren;-12;Leaves;12;Leg+;Div1;1.44816262555179;0.7244;31.8
2137A;2137_A_PA LP;Lol_peren;-12;Leaves;17;Leg+;Div2;1.03435234104573;1.4384;116
220A;220_A_PA LP;Lol_peren;-12;Leaves;22;Leg-;Div3;1.58077614085519;1.5377;193.82
313A;313_A_PA LP;Lol_peren;-12;Leaves;25;Leg-;Div2;1.02485109065692;1.3373;41.56
92A;92_A_PA LP;Lol_peren;-12;Leaves;28;Leg-;Div1;1.91179932970256;1.2421;55.34
49A;49_A_PA LP;Lol_peren;-12;Leaves;31;Leg+;Div2;1.58043833766234;0.8975;53.46
24B;24_B_PA LP;Lol_peren;-12;Leaves;32;Leg+;Div3;1.90583290561734;1.2291;106.4
486A;486_A_PA LP;Lol_peren;-12;Leaves;35;Leg+;Div2;2.5027694429123;1.6983;55.5
247A;247_A_PA LP;Lol_peren;-12;Leaves;38;Leg+;Div1;3.81579168633277;1.4322;73.43
7B;7_B_PA LP;Lol_peren;-12;Leaves;42;Leg+;Div2;2.62169591319292;1.7962;236.2
2003B;2003_B_R LP;Lol_peren;-3;Fine roots;2;Leg-;Div1;1.04745328185328;1.5463;64.5
2017B;2017_B_R LP;Lol_peren;-3;Fine roots;7;Leg-;Div2;3.62680610406325;0.9659;35.9
2020B;2020_B_R LP;Lol_peren;-3;Fine roots;10;Leg-;Div1;1.03634485481497;0.9937;54.9
1250A;1250_A_R LP;Lol_peren;-3;Fine roots;23;Leg-;Div0;1.32239635521236;1.2052;120.9
2141B;2141_B_R LP;Lol_peren;-3;Fine roots;28;Leg-;Div1;1.08043426214511;1.015;308.6
2140B;2140_B_R LP;Lol_peren;-3;Fine roots;41;Leg-;Div1;1.27440019461971;1.1761;77.8
388A;388_A_LM LP;Lol_peren;-3;Limb;28;Leg-;Div1;-0.087084942084942;1.1563;32.69
2111A;2111_A_PA LP;Lol_peren;-3;Leaves;4;Leg-;Div3;2.17190489737858;1.2646;49.7
2120A;2120_A_PA LP;Lol_peren;-3;Leaves;7;Leg-;Div2;1.33921007182298;1.1129;35.5
29B;29_B_PA LP;Lol_peren;-12;Leaves;33;Leg+;Div0;2.3019382032635;1.0667;113
73B;73_B_PA LP;Lol_peren;-12;Leaves;36;Leg+;Div3;2.90861624710425;1.881;406.5
234A;234_A_PA LP;Lol_peren;-12;Leaves;40;Leg+;Div3;1.9080432020592;1.6143;175.85
2210B;2210_B_R BN0;Bra_napus;0;Fine roots;20;Leg+;Div1;2.22489204922071;2.1522;562.1
2009B;2009_B_R LP;Lol_peren;-3;Fine roots;4;Leg-;Div3;1.45448812355212;0.9814;79.8
2024B;2024_B_R LP;Lol_peren;-3;Fine roots;8;Leg-;Div3;1.38344462169612;0.8857;214.9
2084B;2084_B_R LP;Lol_peren;-3;Fine roots;21;Leg-;Div2;1.14920611442141;0.8433;100.1
2147B;2147_B_R LP;Lol_peren;-3;Fine roots;26;Leg-;Div3;1.23666378378378;1.1509;79.4
2159B;2159_B_R LP;Lol_peren;-3;Fine roots;29;Leg-;Div2;1.56246557206557;1.0702;69.8
2250A;2250_A_LM LP;Lol_peren;-3;Limb;6;Leg-;Div1;0.720474324324324;2.588;9.2
2105A;2105_A_PA LP;Lol_peren;-3;Leaves;1;Leg-;Div0;1.89820555984556;0.8845;37.4
2115A;2115_A_PA LP;Lol_peren;-3;Leaves;5;Leg-;Div0;1.5902300296882;1.0948;104.4
2123A;2123_A_PA LP;Lol_peren;-3;Leaves;8;Leg-;Div3;2.00627018757139;0.9014;75.1
30B;30_B_PA LP;Lol_peren;-12;Leaves;34;Leg+;Div1;2.15290106530825;1.0394;94.8
302A;302_A_PA LP;Lol_peren;-12;Leaves;37;Leg+;Div0;3.04627099099099;1.1611;78.73
2B;2_B_PA LP;Lol_peren;-12;Leaves;41;Leg-;Div1;0.932672555984556;2.1351;75.5
1996B;1996_B_R LP;Lol_peren;-3;Fine roots;1;Leg-;Div0;2.05428763963964;1.0963;78
2029B;2029_B_R LP;Lol_peren;-3;Fine roots;5;Leg-;Div0;1.75224763145245;0.9207;71.3
2015B;2015_B_R LP;Lol_peren;-3;Fine roots;9;Leg-;Div0;2.00761116021357;1.1204;41.6
2095B;2095_B_R LP;Lol_peren;-3;Fine roots;22;Leg-;Div3;0.907175060320189;1.0627;224.9
2162B;2162_B_R LP;Lol_peren;-3;Fine roots;27;Leg-;Div0;2.19126770656371;0.9732;188.6
2154B;2154_B_R LP;Lol_peren;-3;Fine roots;30;Leg-;Div3;1.59539866984178;1.2745;70.6
1986A;1986_A_LM LP;Lol_peren;-3;Limb;2;Leg-;Div1;0.0762609137709137;2.9667;25.9
2165B;2165_B_PA LP;Lol_peren;-3;Leaves;2;Leg-;Div1;1.37148450827008;2.3985;255.8
2119A;2119_A_PA LP;Lol_peren;-3;Leaves;6;Leg-;Div1;0.986375722007722;1.2378;57.5
2126A;2126_A_PA LP;Lol_peren;-3;Leaves;10;Leg-;Div1;1.7011956071868;1.0806;34.1
238A;238_A_PA LP;Lol_peren;-3;Leaves;21;Leg-;Div2;1.0832360830218;1.1153;61.6
279A;279_A_PA LP;Lol_peren;-3;Leaves;24;Leg-;Div1;0.401846702387519;1.6337;25.14
25B;25_B_PA LP;Lol_peren;-3;Leaves;28;Leg-;Div1;3.06307570095145;1.22;221.4
1B;1_B_PA LP;Lol_peren;-3;Leaves;41;Leg-;Div1;1.63604692565329;2.4108;141.1
2005B;2005_B_R LP;Lol_peren;9;Fine roots;2;Leg-;Div1;0.904914480284559;0.9752;51.8
2023B;2023_B_R LP;Lol_peren;9;Fine roots;7;Leg-;Div2;2.88211254657935;1.1975;97
2025B;2025_B_R LP;Lol_peren;9;Fine roots;10;Leg-;Div1;1.75269398830845;1.2015;170.4
2028B;2028_B_R LP;Lol_peren;9;Fine roots;13;Leg+;Div2;1.60758618037503;1.1587;231.3
2061B;2061_B_R LP;Lol_peren;9;Fine roots;16;Leg+;Div1;1.65904092972357;0.9932;227.1
2048B;2048_B_R LP;Lol_peren;9;Fine roots;19;Leg+;Div0;1.71459084126813;1.088;117.7
217A;217_A_PA LP;Lol_peren;-3;Leaves;22;Leg-;Div3;3.03508323546494;1.5615;175
34B;34_B_PA LP;Lol_peren;-3;Leaves;26;Leg-;Div3;2.68994072333203;1.384;73.8
18B;18_B_PA LP;Lol_peren;-3;Leaves;29;Leg-;Div2;1.49994821168474;1.6802;114.9
10B;10_B_PA LP;Lol_peren;9;Aerial;30;Leg-;Div3;2.34506579150579;1.466;
2000B;2000_B_R LP;Lol_peren;9;Fine roots;3;Leg-;Div2;1.31000927261168;0.8069;130.8
2013B;2013_B_R LP;Lol_peren;9;Fine roots;8;Leg-;Div3;1.49787264372807;1.2849;120.6
2019B;2019_B_R LP;Lol_peren;9;Fine roots;11;Leg+;Div0;2.53590736661114;1.4592;151.6
2027B;2027_B_R LP;Lol_peren;9;Fine roots;14;Leg+;Div3;1.46567099896677;1.0437;123.4
2032B;2032_B_R LP;Lol_peren;9;Fine roots;17;Leg+;Div2;2.11252616945603;1.3428;288.7
2075B;2075_B_R LP;Lol_peren;9;Fine roots;20;Leg+;Div1;1.45300037762313;0.9092;190.5
62B;62_B_PA LP;Lol_peren;-3;Leaves;23;Leg-;Div0;2.58016795366795;1.9753;80.3
31B;31_B_PA LP;Lol_peren;-3;Leaves;27;Leg-;Div0;2.29895152640424;1.43305;173.3
11B;11_B_PA LP;Lol_peren;-3;Leaves;30;Leg-;Div3;1.03967825993324;1.2889;100.3
2007B;2007_B_R LP;Lol_peren;9;Fine roots;1;Leg-;Div0;0.907907935674926;1.1097;32.5
2006B;2006_B_R LP;Lol_peren;9;Fine roots;4;Leg-;Div3;2.08492858298846;1.2294;128.9
2022B;2022_B_R LP;Lol_peren;9;Fine roots;9;Leg-;Div0;1.47668687335753;1.3575;307
2021B;2021_B_R LP;Lol_peren;9;Fine roots;12;Leg+;Div1;1.47513364953846;1.2061;231.1
2051B;2051_B_R LP;Lol_peren;9;Fine roots;15;Leg+;Div0;1.37192715106598;0.8848;231.8
2054B;2054_B_R LP;Lol_peren;9;Fine roots;18;Leg+;Div3;0.81639789196311;1.1034;105.3
2079B;2079_B_R LP;Lol_peren;9;Fine roots;21;Leg-;Div2;1.73408176303794;0.7996;332.3
2107B;2107_B_R LP;Lol_peren;9;Fine roots;22;Leg-;Div3;1.8991135383731;0.9102;108.7
2135B;2135_B_R LP;Lol_peren;9;Fine roots;26;Leg-;Div3;1.89111352643175;0.8551;156.1
2152B;2152_B_R LP;Lol_peren;9;Fine roots;30;Leg-;Div3;1.30797767446474;0.7896;141.8
2149B;2149_B_R LP;Lol_peren;9;Fine roots;34;Leg+;Div1;0.240896825396825;1.1715;28.5
2133B;2133_B_R LP;Lol_peren;9;Fine roots;39;Leg+;Div2;1.57661348499588;1.1168;104.4
2128B;2128_B_R LP;Lol_peren;9;Fine roots;42;Leg+;Div2;1.5314579569076;0.9467;221
1958A;1958_A_LM LP;Lol_peren;9;Limb;17;Leg+;Div2;2.08303991887438;1.4669;41.2
414A;414_A_LM LP;Lol_peren;9;Limb;29;Leg-;Div2;0.334990504888998;1.2681;23.07
2110A;2110_A_PA LP;Lol_peren;9;Leaves;3;Leg-;Div2;1.81519599890244;1.0747;83.1
2168B;2168_B_PA LP;Lol_peren;9;Leaves;8;Leg-;Div3;1.41060337107788;1.5969;229.2
2130A;2130_A_PA LP;Lol_peren;9;Leaves;11;Leg+;Div0;4.05173239254658;1.0978;63.1
2133A;2133_A_PA LP;Lol_peren;9;Leaves;14;Leg+;Div3;1.87302454847583;0.9639;162.1
2179B;2179_B_PA LP;Lol_peren;9;Leaves;17;Leg+;Div2;2.9995;1.5;520.2
2091B;2091_B_R LP;Lol_peren;9;Fine roots;23;Leg-;Div0;1.55289006833543;1.1725;216.8
??;??_R LP;Lol_peren;9;Fine roots;27;Leg-;Div0;1.53816211303607;;128.4
2148B;2148_B_R LP;Lol_peren;9;Fine roots;32;Leg+;Div3;1.94005530213494;1.2945;65.7
2134B;2134_B_R LP;Lol_peren;9;Fine roots;36;Leg+;Div3;1.49636067714042;1.056;76.7
2144B;2144_B_R LP;Lol_peren;9;Fine roots;40;Leg+;Div3;2.22492360621865;0.9659;124.4
2036B;2036_B_R LP;Lol_peren;-12;Fine roots;19;Leg+;Div0;1.44394768639777;1.2795;47.6
1966A;1966_A_LM LP;Lol_peren;9;Limb;10;Leg-;Div1;0.180223018783207;1.3267;22.2
428A;428_A_LM LP;Lol_peren;9;Limb;41;Leg-;Div1;0.147615783704786;1.4533;23.44
2112A;2112_A_PA LP;Lol_peren;9;Leaves;4;Leg-;Div3;2.62592538119718;1.1078;81.8
2172B;2172_B_PA LP;Lol_peren;9;Leaves;9;Leg-;Div0;1.55839775403727;1.2243;328.9
2174B;2174_B_PA LP;Lol_peren;9;Leaves;12;Leg+;Div1;1.18840777704873;0.93755;317.4
2176B;2176_B_PA LP;Lol_peren;9;Leaves;15;Leg+;Div0;1.6164107826087;0.9021;235.9
2180B;2180_B_PA LP;Lol_peren;9;Leaves;18;Leg+;Div3;0.898699341540223;1.2991;221.9
2119B;2119_B_R LP;Lol_peren;9;Fine roots;25;Leg-;Div2;1.37627827080745;0.7941;246.7
2151B;2151_B_R LP;Lol_peren;9;Fine roots;29;Leg-;Div2;1.30115859875776;0.7882;189.6
2161B;2161_B_R LP;Lol_peren;9;Fine roots;33;Leg+;Div0;1.4440041242236;0.8827;39.1
2132B;2132_B_R LP;Lol_peren;9;Fine roots;37;Leg+;Div0;1.73348187510154;1.0313;101.9
2160B;2160_B_R LP;Lol_peren;9;Fine roots;41;Leg-;Div1;1.14890550823818;0.8441;183.7
2013A;2013_A_LM LP;Lol_peren;9;Limb;13;Leg+;Div2;0.106991017677974;0.9344;29
509A;509_A_LM LP;Lol_peren;9;Limb;25;Leg-;Div2;0.496864069264069;0.8167;41.7
2107A;2107_A_PA LP;Lol_peren;9;Leaves;2;Leg-;Div1;0.394137813365262;0.8357;36.2
2121A;2121_A_PA LP;Lol_peren;9;Leaves;7;Leg-;Div2;1.72367726807853;0.836;62.5
2128A;2128_A_PA LP;Lol_peren;9;Leaves;10;Leg-;Div1;1.87887909150643;1.2376;161.3
2175B;2175_B_PA LP;Lol_peren;9;Leaves;13;Leg+;Div2;1.10726518899028;1.1656;255.2
2178B;2178_B_PA LP;Lol_peren;9;Leaves;16;Leg+;Div1;1.91527271552795;0.9279;163.6
2182B;2182_B_PA LP;Lol_peren;9;Leaves;20;Leg+;Div1;1.80856628074534;0.8177;302.4
63B;63_B_PA LP;Lol_peren;9;Leaves;21;Leg-;Div2;2.50791053920962;1.2146;322.9
280A;280_A_PA LP;Lol_peren;9;Leaves;24;Leg-;Div1;0.183903344481605;0.9168;24.4
33B;33_B_PA LP;Lol_peren;9;Leaves;27;Leg-;Div0;2.94797827324243;1.0549;99.1
87A;87_A_PA LP;Lol_peren;9;Leaves;32;Leg+;Div3;3.18000636508547;1.6258;31.6
323A;323_A_PA LP;Lol_peren;9;Leaves;36;Leg+;Div3;2.87550831162096;1.9524;112.63
131B;131_B_PA LP;Lol_peren;9;Leaves;39;Leg+;Div2;2.47492488213725;;110.8
8B;8_B_PA LP;Lol_peren;9;Leaves;42;Leg+;Div2;2.56439402837633;1.5245;313.2
2045B;2045_B_R TA;Tri_alexa;-9;Fine roots;14;Leg+;Div3;1.09452199103516;3.1824;93.3
2193B;2193_B_R TA;Tri_alexa;-9;Fine roots;39;Leg+;Div2;1.51414495063225;2.1827;140.6
2073A;2073_A_PA TA;Tri_alexa;-9;Leaves;11;Leg+;Div0;1.64805477167702;2.3877;73.5
216A;216_A_PA LP;Lol_peren;9;Leaves;22;Leg-;Div3;3.12658830206998;1.9083;120.63
65B;65_B_PA LP;Lol_peren;9;Leaves;25;Leg-;Div2;1.08836084711517;0.9908;294.9
28B;28_B_PA LP;Lol_peren;9;Leaves;28;Leg-;Div1;2.41775508648635;1.2952;384.8
106A;106_A_PA LP;Lol_peren;9;Leaves;33;Leg+;Div0;1.80691751255846;1.3219;48.34
301A;301_A_PA LP;Lol_peren;9;Leaves;37;Leg+;Div0;2.47342369156913;1.3956;72.12
233A;233_A_PA LP;Lol_peren;9;Leaves;40;Leg+;Div3;2.49361844052362;1.1992;148.94
2063B;2063_B_R TA;Tri_alexa;-9;Fine roots;11;Leg+;Div0;2.32877356839117;2.9349;118.1
2204B;2204_B_R TA;Tri_alexa;-9;Fine roots;36;Leg+;Div3;1.85876796596078;2.8046;41.8
2181B;2181_B_R TA;Tri_alexa;-9;Fine roots;40;Leg+;Div3;1.23519283249532;2.5147;44.1
2101A;2101_A_PA TA;Tri_alexa;-9;Leaves;20;Leg+;Div1;0.92113122825274;1.5172;26.8
60B;60_B_PA LP;Lol_peren;9;Leaves;23;Leg-;Div0;2.06274451013829;2.4721;167.8
35B;35_B_PA LP;Lol_peren;9;Leaves;26;Leg-;Div3;2.81963153291926;1.4373;133.4
13B;13_B_PA LP;Lol_peren;9;Leaves;29;Leg-;Div2;1.54087754745691;1.2979;179.9
141A;141_A_PA LP;Lol_peren;9;Leaves;34;Leg+;Div1;1.85218219948849;2.0234;28.02
246A;246_A_PA LP;Lol_peren;9;Leaves;38;Leg+;Div1;1.51739662963055;0.9355;47.2
5B;5_B_PA LP;Lol_peren;9;Leaves;41;Leg-;Div1;1.33493433436647;1.4293;238.6
2046B;2046_B_R TA;Tri_alexa;-9;Fine roots;13;Leg+;Div2;0.18261864548495;2.2975;27.9
2189B;2189_B_R TA;Tri_alexa;-9;Fine roots;37;Leg+;Div0;3.19479198238103;2.7978;40.4
2177B;2177_B_R TA;Tri_alexa;-9;Fine roots;42;Leg+;Div2;1.82341993960671;2.6626;51
297A;297_A_PA TA;Tri_alexa;-9;Leaves;37;Leg+;Div0;0.111692825453163;3.1403;22.85
196A;196_A_PA TA;Tri_alexa;-9;Leaves;39;Leg+;Div2;0.825202648054399;2.878;48.92
2067B;2067_B_R TA;Tri_alexa;-3;Fine roots;11;Leg+;Div0;2.22212148017102;2.9078;44.3
2072B;2072_B_R TA;Tri_alexa;-3;Fine roots;15;Leg+;Div0;1.03327637275006;2.937;23.4
2186B;2186_B_R TA;Tri_alexa;-3;Fine roots;35;Leg+;Div2;1.60999819548872;2.733;47.6
2171B;2171_B_R TA;Tri_alexa;-3;Fine roots;39;Leg+;Div2;-0.0392611631118613;2.655;33.4
2092A;2092_A_PA TA;Tri_alexa;-3;Leaves;17;Leg+;Div2;1.16303127819549;3.1667;84.1
2163A;2163_A_T TA;Tri_alexa;-3;Stem;17;Leg+;Div2;1.01621753127589;2.3359;33.9
2068B;2068_B_R TA;Tri_alexa;6;Fine roots;13;Leg+;Div2;1.16495842781557;2.4545;39.1
2142B;2142_B_R TA;Tri_alexa;6;Fine roots;31;Leg+;Div2;1.15348790302449;2.5498;50.7
2198B;2198_B_R TA;Tri_alexa;6;Fine roots;39;Leg+;Div2;1.21270009701674;2.5366;49.1
2072A;2072_A_PA TA;Tri_alexa;6;Leaves;11;Leg+;Div0;1.4417051647154;2.1351;72.8
77A;77_A_PA TA;Tri_alexa;6;Leaves;32;Leg+;Div3;0.001;2.3414;18.09
2144A;2144_A_T TA;Tri_alexa;6;Stem;11;Leg+;Div0;2.35067124332571;3.4594;44.5
19A;19_A_PA TA;Tri_alexa;-9;Leaves;42;Leg+;Div2;1.56113549423799;2.4271;30.82
2044B;2044_B_R TA;Tri_alexa;-3;Fine roots;12;Leg+;Div1;1.01932810286586;2.4147;42
2055B;2055_B_R TA;Tri_alexa;-3;Fine roots;17;Leg+;Div2;1.38028699002014;2.8282;110.1
2196B;2196_B_R TA;Tri_alexa;-3;Fine roots;36;Leg+;Div3;1.96397927088638;2.7368;104.3
2071A;2071_A_PA TA;Tri_alexa;-3;Leaves;11;Leg+;Div0;1.05673430150719;2.1498;29.2
2170A;2170_A_PA TA;Tri_alexa;-3;Leaves;18;Leg+;Div3;1.45991609458429;2.9348;2.8
334A;334_A_T TA;Tri_alexa;-3;Stem;36;Leg+;Div3;1.23063778230106;2.0502;27.36
2058B;2058_B_R TA;Tri_alexa;6;Fine roots;17;Leg+;Div2;0.038656542345964;2.8907;24.1
2206B;2206_B_R TA;Tri_alexa;6;Fine roots;32;Leg+;Div3;1.57298922662106;2.7336;35.6
2188B;2188_B_R TA;Tri_alexa;6;Fine roots;42;Leg+;Div2;1.97780204479453;3.3322;66.8
2084A;2084_A_PA TA;Tri_alexa;6;Leaves;14;Leg+;Div3;1.47223554838513;3.088;5.7
291A;291_A_PA TA;Tri_alexa;6;Leaves;37;Leg+;Div0;-0.115730502727407;3.4273;26.37
14A;14_A_T TA;Tri_alexa;6;Stem;42;Leg+;Div2;-0.0791263873970642;2.4587;22.37
2143A;2143_A_T TA;Tri_alexa;-9;Stem;11;Leg+;Div0;1.83799538687356;2.4812;53.3
2057B;2057_B_R TA;Tri_alexa;-3;Fine roots;13;Leg+;Div2;-0.0393819143819144;2.1153;26.4
2205B;2205_B_R TA;Tri_alexa;-3;Fine roots;33;Leg+;Div0;0.001;3.0508;25.7
2187B;2187_B_R TA;Tri_alexa;-3;Fine roots;37;Leg+;Div0;1.15115789473684;2.5978;42.5
2076A;2076_A_PA TA;Tri_alexa;-3;Leaves;12;Leg+;Div1;-0.0394707431844919;2.3818;20.2
293A;293_A_PA TA;Tri_alexa;-3;Leaves;37;Leg+;Div0;-0.0393657894736842;3.5639;20.07
2071B;2071_B_R TA;Tri_alexa;6;Fine roots;11;Leg+;Div0;2.75770186990522;3.1136;101.9
2031B;2031_B_R TA;Tri_alexa;6;Fine roots;18;Leg+;Div3;1.18288622499645;3.1043;28.8
2170B;2170_B_R TA;Tri_alexa;6;Fine roots;37;Leg+;Div0;1.56951255895249;2.8276;64.1
2032A;2032_A_LM TA;Tri_alexa;6;Limb;11;Leg+;Div0;-0.0732077836099684;2.9212;21.8
2094A;2094_A_PA TA;Tri_alexa;6;Leaves;18;Leg+;Div3;-0.0397677868139737;2.9407;18
15A;15_A_PA TA;Tri_alexa;6;Leaves;42;Leg+;Div2;1.1246604606755;2.7789;35.79
207A;207_A_PA LP;Lol_peren;-12;Leaves;39;Leg+;Div2;2.4635961160386;1.1628;144.06
2175A;2175_A_PA LP;Lol_peren;-12;Leaves;18;Leg+;Div3;1.18383718259793;;55.9
2062B;2062_B_R TA;Tri_alexa;12;Fine roots;20;Leg+;Div1;0.896712698079861;4.1988;47.9
2195B;2195_B_R TA;Tri_alexa;12;Fine roots;36;Leg+;Div3;0.843849785105334;2.2908;53.3
1271A;1271_A_R TA;Tri_alexa;12;Fine roots;40;Leg+;Div3;0.935580720092915;;66.5
299A;299_A_PA TA;Tri_alexa;12;Leaves;37;Leg+;Div0;1.00141619354509;3.3929;32.14
2074B;2074_B_R TA;Tri_alexa;12;Fine roots;11;Leg+;Div0;2.40027268170426;3.2427;44.7
2126B;2126_B_R TA;Tri_alexa;12;Fine roots;32;Leg+;Div3;1.10128769504406;2.5849;43.8
2199B;2199_B_R TA;Tri_alexa;12;Fine roots;37;Leg+;Div0;1.35637052631579;2.6246;89.7
2087A;2087_A_PA TA;Tri_alexa;12;Leaves;15;Leg+;Div0;-0.0388097744360903;2.6109;21.1
229A;229_A_PA TA;Tri_alexa;12;Leaves;40;Leg+;Div3;0.779374229223853;2.8744;48.71
2078B;2078_A_PA TA;Tri_alexa;-3;Leaves;13;Leg+;Div2;0.980574054183076;1.847;9.8
2200B;2200_B_R TA;Tri_alexa;12;Fine roots;33;Leg+;Div0;0.0783193131343208;3.1188;19.3
2166B;2166_B_R TA;Tri_alexa;12;Fine roots;39;Leg+;Div2;0.0751091671486406;2.4685;29
2102A;2102_A_PA TA;Tri_alexa;12;Leaves;20;Leg+;Div1;0.783079687169732;2.6362;34
230A;230_A_T TA;Tri_alexa;12;Stem;40;Leg+;Div3;0.001;2.4457;22.55
