Nom;Code analyse N;id_taxo;distance;org;RT;leg;div;Pcont;Ncont;DM
1954B;1954_B_PA_BN0;Bra_napus;0;Leaves;1;Leg-;Div0;1.81973854636591;1.3761;462.2
979C;979_C_PA BN0;Bra_napus;0;Leaves;4;Leg-;Div3;1.96268979060879;2.819;2184.9
971C;971_C_PA BN0;Bra_napus;0;Leaves;7;Leg-;Div2;1.77156166970533;2.748;2330.1
974C;974_C_PA BN0;Bra_napus;0;Leaves;10;Leg-;Div1;1.6630015037594;2.1744;2651.3
1032C;1032_C_PA BN0;Bra_napus;0;Leaves;13;Leg+;Div2;1.76322386483106;2.3969;1599.6
1035C;1035_C_PA BN0;Bra_napus;0;Leaves;16;Leg+;Div1;2.04210406732537;2.2954;1946.7
977C;977_C_PA BN0;Bra_napus;0;Leaves;19;Leg+;Div0;1.73290557069966;2.2114;1098.1
46B;46_B_PA BN0;Bra_napus;0;Leaves;22;Leg-;Div3;2.48424934591969;1.6738;228
42C;42_C_PA BN0;Bra_napus;0;Leaves;25;Leg-;Div2;1.87721779297338;2.9722;925
20C;20_C_PA BN0;Bra_napus;0;Leaves;28;Leg-;Div1;2.021055839599;3.262;419.5
12C;12_C_PA BN0;Bra_napus;0;Leaves;31;Leg+;Div2;2.1435544773758;3.5154;1944.3
30C;30_C_PA BN0;Bra_napus;0;Leaves;34;Leg+;Div1;2.19499949874687;2.8355;1081.1
40C;40_C_PA BN0;Bra_napus;0;Leaves;40;Leg+;Div3;1.79869593500855;2.232;933.4
976C;976_C_PA BN0;Bra_napus;0;Leaves;2;Leg-;Div1;1.7627852065293;3.7768;1131
967C;967_C_PA BN0;Bra_napus;0;Leaves;5;Leg-;Div0;1.73056153357446;2.7774;2279.8
972C;972_C_PA BN0;Bra_napus;0;Leaves;8;Leg-;Div3;1.38249944862155;2.3509;1747.3
980C;980_C_PA BN0;Bra_napus;0;Leaves;11;Leg+;Div0;1.94081705257179;2.086;2747.5
973C;973_C_PA BN0;Bra_napus;0;Leaves;14;Leg+;Div3;2.07560992481203;2.3387;1898.6
1955B;1955_B_PA BN0;Bra_napus;0;Leaves;17;Leg+;Div2;2.48925976914116;1.9509;103.5
981C;981_C_PA BN0;Bra_napus;0;Leaves;20;Leg+;Div1;1.88184786020718;2.0014;1266
59C;59_C_PA BN0;Bra_napus;0;Leaves;23;Leg-;Div0;2.8548;3.3308;744.2
34C;34_C_PA BN0;Bra_napus;0;Leaves;26;Leg-;Div3;1.95115333243288;3.5748;988
15C;15_C_PA BN0;Bra_napus;0;Leaves;29;Leg-;Div2;2.19131443065495;2.9049;942.2
26B;26_B_PA BN0;Bra_napus;0;Leaves;32;Leg+;Div3;2.4661;1.4367;249.7
56C;56_C_PA BN0;Bra_napus;0;Leaves;35;Leg+;Div2;2.32512653402891;2.2151;968
1C;1_C_PA BN0;Bra_napus;0;Leaves;41;Leg-;Div1;1.51539845630011;3.6947;848.5
975C;975_C_PA BN0;Bra_napus;0;Leaves;3;Leg-;Div2;1.90304777849196;2.7957;2106.5
970C;970_C_PA BN0;Bra_napus;0;Leaves;6;Leg-;Div1;1.89134479485286;2.6959;1562.9
1026C;1026_C_PA BN0;Bra_napus;0;Leaves;9;Leg-;Div0;2.1811947198674;2.8397;1147.2
982C;982_C_PA BN0;Bra_napus;0;Leaves;12;Leg+;Div1;1.5346748344966;2.0638;3346.2
968C;968_C_PA BN0;Bra_napus;0;Leaves;15;Leg+;Div0;1.68357570573139;2.2872;2108.5
978C;978_C_PA BN0;Bra_napus;0;Leaves;18;Leg+;Div3;1.93531238454703;2.9979;1473.2
47C;47_C_PA BN0;Bra_napus;0;Leaves;21;Leg-;Div2;1.98622749717235;2.753;1390.1
32C;32_C_PA BN0;Bra_napus;0;Leaves;24;Leg-;Div1;2.27910135338346;3.4335;2094.8
23C;23_C_PA BN0;Bra_napus;0;Leaves;27;Leg-;Div0;1.89327627686451;3.0101;1146.7
7C;7_C_PA BN0;Bra_napus;0;Leaves;30;Leg-;Div3;1.93826482373599;2.8279;562.4
22C;22_C_PA BN0;Bra_napus;0;Leaves;33;Leg+;Div0;1.80747127819549;1.5817;893.5
44C;44_C_PA BN0;Bra_napus;0;Leaves;37;Leg+;Div0;2.14711729622266;2.86;1269.6
4C;4_C_PA BN0;Bra_napus;0;Leaves;42;Leg+;Div2;2.29444151460816;4.0166;425.9
1951B;1951_B_LM BN0;Bra_napus;0;Limb;1;Leg-;Div0;1.46564626898525;1.1757;192.6
952C;952_C_LM BN0;Bra_napus;0;Limb;4;Leg-;Div3;1.39385243475921;2.3866;503.5
955C;955_C_LM BN0;Bra_napus;0;Limb;8;Leg-;Div3;1.1660277923992;2.124;481.7
963C;963_C_LM BN0;Bra_napus;0;Limb;18;Leg+;Div3;1.42591546999736;2.7806;274
956C;956_C_LM BN0;Bra_napus;0;Limb;9;Leg-;Div0;1.65178307592873;2.8017;343
959C;959_C_LM BN0;Bra_napus;0;Limb;13;Leg+;Div2;1.33474252780606;2.413;461.3
958C;958_C_LM BN0;Bra_napus;0;Limb;12;Leg+;Div1;1.38409088394707;2.2573;665.3
1019C;1019_C_R BN0;Bra_napus;0;Fine roots;3;Leg-;Div2;1.86720360473946;1.8064;786.2
1004C;1004_C_R BN0;Bra_napus;0;Fine roots;6;Leg-;Div1;2.10707022745038;1.9254;980
1986B;1986_B_R BN0;Bra_napus;0;Fine roots;9;Leg-;Div0;1.98068503266118;2.0121;470.7
1012C;1012_C_R BN0;Bra_napus;0;Fine roots;12;Leg+;Div1;2.07031377811488;1.9079;1338.6
1007C;1007_C_R BN0;Bra_napus;0;Fine roots;15;Leg+;Div0;2.18823049678215;2.0259;1060
1000C;1000_C_R BN0;Bra_napus;0;Fine roots;18;Leg+;Div3;1.65544900630499;1.7657;773.7
950C;950_C_LM BN0;Bra_napus;0;Limb;2;Leg-;Div1;1.41057803127245;3.3412;262.4
953C;953_C_LM BN0;Bra_napus;0;Limb;5;Leg-;Div0;1.19912925537559;2.3894;389.6
960C;960_C_LM BN0;Bra_napus;0;Limb;14;Leg+;Div3;1.65177195858992;2.2719;481.7
964C;964_C_LM BN0;Bra_napus;0;Limb;20;Leg+;Div1;1.76532437369645;2.4384;427
1953B;1953_B_LM BN0;Bra_napus;0;Limb;10;Leg-;Div1;1.30921254868934;;352.40495
962C;962_C_LM BN0;Bra_napus;0;Limb;16;Leg+;Div1;1.28142500419534;1.7877;484.1
1980B;1980_B_R BN0;Bra_napus;0;Fine roots;1;Leg-;Div0;2.1839192440031;1.9857;127.6
1016C;1016_C_R BN0;Bra_napus;0;Fine roots;4;Leg-;Div3;2.12342028750643;2.0696;1149.1
1010C;1010_C_R BN0;Bra_napus;0;Fine roots;7;Leg-;Div2;2.26155605472738;2.025;1180.8
1006C;1006_C_R BN0;Bra_napus;0;Fine roots;10;Leg-;Div1;2.51909052627549;2.2778;1051.3
1008C;1008_C_R BN0;Bra_napus;0;Fine roots;13;Leg+;Div2;1.81206816911902;1.7702;754
1003C;1003_C_R BN0;Bra_napus;0;Fine roots;16;Leg+;Div1;2.32154059208004;2.2555;1017.7
1988B;1988_B_R BN0;Bra_napus;0;Fine roots;19;Leg+;Div0;1.879695943946;2.0018;467.7
951C;951_C_LM BN0;Bra_napus;0;Limb;3;Leg-;Div2;1.22658268980042;2.1763;315.2
954C;954_C_LM BN0;Bra_napus;0;Limb;7;Leg-;Div2;1.19971882987788;2.2225;366.3
961C;961_C_LM BN0;Bra_napus;0;Limb;15;Leg+;Div0;1.34425505394215;1.7583;319.8
965C;965_C_LM BN0;Bra_napus;0;Limb;6;Leg-;Div1;1.12577714381608;1.6009;450.3
957C;957_C_LM BN0;Bra_napus;0;Limb;11;Leg+;Div0;1.70491314213408;2.1392;580.9
1952B;1952_B_LM BN0;Bra_napus;0;Limb;17;Leg+;Div2;2.8624666380605;2.3605;47
1017C;1017_C_R BN0;Bra_napus;0;Fine roots;2;Leg-;Div1;1.92514320933304;2.0647;596.6
1013C;1013_C_R BN0;Bra_napus;0;Fine roots;5;Leg-;Div0;2.1847853735628;1.9573;1177.6
1005C;1005_C_R BN0;Bra_napus;0;Fine roots;8;Leg-;Div3;1.84933607171682;2.0229;702.5
1011C;1011_C_R BN0;Bra_napus;0;Fine roots;11;Leg+;Div0;2.30244606501712;1.9925;1218
1009C;1009_C_R BN0;Bra_napus;0;Fine roots;14;Leg+;Div3;2.35585254380561;2.034;1087.2
1951A;1951_A_R BN0;Bra_napus;0;Fine roots;17;Leg+;Div2;2.99124468441254;2.8051;41.5
276B;276_B_R BN0;Bra_napus;0;Fine roots;21;Leg-;Div2;2.30470186924939;1.9774;652
2041B;2041_B_R BN0;Bra_napus;0;Fine roots;22;Leg-;Div3;3.14327349152542;2.0191;64.6
81B;81_B_R BN0;Bra_napus;0;Fine roots;25;Leg-;Div2;2.23577847237508;2.1865;505.1
2105B;2105_B_R BN0;Bra_napus;0;Fine roots;28;Leg-;Div1;2.35443860672715;2.1472;115.3
1030C;1030_C_R BN0;Bra_napus;0;Fine roots;31;Leg+;Div2;2.18163484144341;2.0925;937.4
1038C;1038_C_R BN0;Bra_napus;0;Fine roots;33;Leg+;Div0;2.73314035772866;2.1063;540.3
1024C;1024_C_R BN0;Bra_napus;0;Fine roots;37;Leg+;Div0;2.27652564474066;2.0792;632
2090B;2090_B_R BN0;Bra_napus;0;Fine roots;41;Leg-;Div1;2.16458889657558;2.1079;302.5
1982B;1982_B_R BN0;Bra_napus;0;Taproot;1;Leg-;Div0;3.01226828475353;1.7775;73.6
1014C;1014_C_R BN0;Bra_napus;0;Taproot;3;Leg-;Div2;1.86053830393856;2.045;354.2
1999B;1999_B_R BN0;Bra_napus;0;Taproot;6;Leg-;Div1;1.74676474342423;1.8985;283.2
254B;254_B_R BN0;Bra_napus;0;Fine roots;23;Leg-;Div0;2.85405816039447;2.2588;244.8
255B;255_B_R BN0;Bra_napus;0;Fine roots;26;Leg-;Div3;2.17048781794886;2.1866;430.7
1023C;1023_C_R BN0;Bra_napus;0;Fine roots;29;Leg-;Div2;2.35710086213951;1.9392;503.8
2101B;2101_B_R BN0;Bra_napus;0;Fine roots;32;Leg+;Div3;3.0243388053402;2.21766;82.4
1039C;1039_C_R BN0;Bra_napus;0;Fine roots;34;Leg+;Div1;2.51623572848623;2.6748;429.9
1022C;1022_C_R BN0;Bra_napus;0;Fine roots;38;Leg+;Div1;2.09705;2.1232;659.2
2081B;2081_B_R BN0;Bra_napus;0;Fine roots;42;Leg+;Div2;2.36131010031131;2.279;169.7
1989B;1989_B_R BN0;Bra_napus;0;Taproot;2;Leg-;Div1;1.84127539804828;2.6094;122.9
1018C;1018_C_R BN0;Bra_napus;0;Taproot;4;Leg-;Div3;1.92801437288136;1.9374;309.9
1993B;1993_B_R BN0;Bra_napus;0;Taproot;7;Leg-;Div2;1.75045278450363;2.0618;333.3
1027C;1027_C_R BN0;Bra_napus;0;Fine roots;24;Leg-;Div1;2.2368307959135;2.0122;1083.1
216B;216_B_R BN0;Bra_napus;0;Fine roots;27;Leg-;Div0;2.18046492955102;2.0923;332.8
2098B;2098_B_R BN0;Bra_napus;0;Fine roots;30;Leg-;Div3;2.44697495383926;2.4885;241.3
2102B;2102_B_R BN0;Bra_napus;0;Fine roots;32;Leg+;Div3;2.81603717246179;1.8585;23.6
1033C;1033_C_R BN0;Bra_napus;0;Fine roots;35;Leg+;Div2;2.31326108710374;2.0618;469.2
2087B;2087_B_R BN0;Bra_napus;0;Fine roots;40;Leg+;Div3;2.39548038644645;1.9387;238.7
2100B;2100_B_R BN0;Bra_napus;0;Fine roots;42;Leg+;Div2;2.45355483001545;2.279;169.7
106B;106_B_R BN0;Bra_napus;0;Fine roots;39;Leg+;Div2;2.55932348570844;2.3017;314
1015C;1015_C_R BN0;Bra_napus;0;Taproot;5;Leg-;Div0;2.17263633130502;1.9971;385.9
1994B;1994_B_R BN0;Bra_napus;0;Taproot;8;Leg-;Div3;2.01441601577755;1.9185;238.6
1990B;1990_B_R BN0;Bra_napus;0;Taproot;9;Leg-;Div0;2.07057850707851;2.3238;192.4
2333B;2333_B_R BN0;Bra_napus;0;Taproot;12;Leg+;Div1;1.56032868352223;1.8607;318.3
1992B;1992_B_R BN0;Bra_napus;0;Taproot;15;Leg+;Div0;1.77409741215319;1.8371;332
1984B;1984_B_R BN0;Bra_napus;0;Taproot;19;Leg+;Div0;1.86622328320937;2.0233;101.1
2053B;2053_B_R BN0;Bra_napus;0;Taproot;22;Leg-;Div3;-0.281550650925651;1.6888;29.5
2114B;2114_B_R BN0;Bra_napus;0;Taproot;25;Leg-;Div2;1.57018372261937;1.9684;76.7
2106B;2106_B_R BN0;Bra_napus;0;Taproot;28;Leg-;Div1;2.10434590126898;2.7149;78.9
226B;226_B_R BN0;Bra_napus;0;Taproot;31;Leg+;Div2;1.9706;2.3793;363
256B;256_B_R BN0;Bra_napus;0;Taproot;37;Leg+;Div0;2.16574421812745;2.1753;230.1
2089B;2089_B_R BN0;Bra_napus;0;Taproot;40;Leg+;Div3;2.26365803861004;2.1991;135.4
471A;471_A_LM BN0;Bra_napus;0;Limb;22;Leg-;Div3;1.38040466002791;1.4566;99.7
104B;104_B_LM BN0;Bra_napus;0;Limb;25;Leg-;Div2;1.20667519109624;2.3661;173.7
145B;145_B_LM BN0;Bra_napus;0;Limb;28;Leg-;Div1;1.11976695534464;2.9084;125.3
2334B;2334_B_R BN0;Bra_napus;0;Taproot;10;Leg-;Div1;2.52089006779558;2.19615;321.4
1997B;1997_B_R BN0;Bra_napus;0;Taproot;13;Leg+;Div2;1.55335580114528;2.0282;242.8
1985B;1985_B_R BN0;Bra_napus;0;Taproot;16;Leg+;Div1;1.84716256370656;1.8852;330.7
1983B;1983_B_R BN0;Bra_napus;0;Taproot;20;Leg+;Div1;2.06735472811127;1.6648;121.6
2121B;2121_B_R BN0;Bra_napus;0;Taproot;23;Leg-;Div0;3.9962;2.4965;94.7
279B;279_B_R BN0;Bra_napus;0;Taproot;26;Leg-;Div3;2.29319837766053;2.8991;158.8
2111B;2111_B_R BN0;Bra_napus;0;Taproot;29;Leg-;Div2;2.11157415825964;2.207;137.9
2109B;2109_B_R BN0;Bra_napus;0;Taproot;34;Leg+;Div1;1.54740191688695;2.2324;191.2
2086B;2086_B_R BN0;Bra_napus;0;Taproot;38;Leg+;Div1;1.94370968339768;2.3878;259.1
2092B;2092_B_R BN0;Bra_napus;0;Taproot;41;Leg-;Div1;1.77485042127147;2.6667;101.2
67B;67_B_LM BN0;Bra_napus;0;Limb;23;Leg-;Div0;2.08651925411357;2.5251;417.793541
121B;121_B_LM BN0;Bra_napus;0;Limb;26;Leg-;Div3;1.10914807765512;3.6333;327.4
125B;125_B_LM BN0;Bra_napus;0;Limb;29;Leg-;Div2;1.27995027027027;2.681;259.3
2330B;2330_B_R BN0;Bra_napus;0;Taproot;11;Leg+;Div0;2.07102609567818;1.7135;342.8
1998B;1998_B_R BN0;Bra_napus;0;Taproot;14;Leg+;Div3;2.26992006263577;1.9987;276.1
1981B;1981_B_R BN0;Bra_napus;0;Taproot;18;Leg+;Div3;2.10228193291666;2.3466;145.5
287B;287_B_R BN0;Bra_napus;0;Taproot;21;Leg-;Div2;1.81058781378781;2.0502;307.2
292B;292_B_R BN0;Bra_napus;0;Taproot;24;Leg-;Div1;1.8825145813423;2.4589;316.6
2118B;2118_B_R BN0;Bra_napus;0;Taproot;27;Leg-;Div0;2.12134282854283;2.3702;218
2103B;2103_B_R BN0;Bra_napus;0;Taproot;30;Leg-;Div3;1.72129412770057;2.3471;94.4
2112B;2112_B_R BN0;Bra_napus;0;Taproot;35;Leg+;Div2;2.03123268775688;1.9422;127.7
2093B;2093_B_R BN0;Bra_napus;0;Taproot;39;Leg+;Div2;2.10730476118777;1.8136;53.2
68B;68_B_LM BN0;Bra_napus;0;Limb;21;Leg-;Div2;1.01824601882433;1.9196;224.1
80B;80_B_LM BN0;Bra_napus;0;Limb;24;Leg-;Div1;1.34511153406928;3.1876;203.628491
122B;122_B_LM BN0;Bra_napus;0;Limb;27;Leg-;Div0;1.41167241184041;2.8749;340.2
127B;127_B_LM BN0;Bra_napus;0;Limb;30;Leg-;Div3;1.4964174582746;3.0323;259.6
150B;150_B_LM BN0;Bra_napus;0;Limb;31;Leg+;Div2;1.38918021370927;3.2538;379.6
133B;133_B_LM BN0;Bra_napus;0;Limb;34;Leg+;Div1;1.57882379362857;2.9046;345.302738
110B;110_B_LM BN0;Bra_napus;0;Limb;38;Leg+;Div1;1.39636144144144;2.6532;347.4
158B;158_B_LM BN0;Bra_napus;0;Limb;41;Leg-;Div1;1.12211827669253;4.0742;199.5
1969B;1969_B_T BN0;Bra_napus;0;Stem;2;Leg-;Div1;1.78339552555121;3.296;142.1
1956B;1956_B_T BN0;Bra_napus;0;Stem;5;Leg-;Div0;1.97624685763608;2.4936;228.5
1961B;1961_B_T BN0;Bra_napus;0;Stem;8;Leg-;Div3;1.5751638036668;2.1897;201.6
1972B;1972_B_T BN0;Bra_napus;0;Stem;11;Leg+;Div0;2.18576676014905;1.5109;232.6
1962B;1962_B_T BN0;Bra_napus;0;Stem;14;Leg+;Div3;2.03104495700069;2.1595;210
1975B;1975_B_T BN0;Bra_napus;0;Stem;18;Leg+;Div3;1.77529652199532;2.7274;336.3
395A;395_A_LM BN0;Bra_napus;0;Limb;32;Leg+;Div3;1.58081989945463;1.4013;98.86
113B;113_B_LM BN0;Bra_napus;0;Limb;35;Leg+;Div2;1.58560502339074;1.8358;252.7
77B;77_B_LM BN0;Bra_napus;0;Limb;39;Leg+;Div2;1.23489676908515;1.8782;140.1
138B;138_B_LM BN0;Bra_napus;0;Limb;42;Leg+;Div2;1.27747913845709;3.82;117.9
1965B;1965_B_T BN0;Bra_napus;0;Stem;3;Leg-;Div2;2.00647995955139;2.8721;157
1959B;1959_B_T BN0;Bra_napus;0;Stem;6;Leg-;Div1;1.85413083996217;2.1928;158.5
1963B;1963_B_T BN0;Bra_napus;0;Stem;9;Leg-;Div0;2.37105923823996;2.6766;130.8
1958B;1958_B_T BN0;Bra_napus;0;Stem;12;Leg+;Div1;1.54996935711221;2.1654;331.1
1957B;1957_B_T BN0;Bra_napus;0;Stem;15;Leg+;Div0;1.64888339145597;2.2028;191.8
1973B;1973_B_T BN0;Bra_napus;0;Stem;19;Leg+;Div0;2.55285256685257;2.2981;163.3
144B;144_B_LM BN0;Bra_napus;0;Limb;33;Leg+;Div0;1.2244265010352;1.6412;361.1
75B;75_B_LM BN0;Bra_napus;0;Limb;37;Leg+;Div0;1.10014754880094;2.1418;267
91B;91_B_LM BN0;Bra_napus;0;Limb;40;Leg+;Div3;1.20168573768574;1.9462;165
1966B;1966_B_T BN0;Bra_napus;0;Stem;1;Leg-;Div0;2.45474131274131;1.4123;58
1970B;1970_B_T BN0;Bra_napus;0;Stem;4;Leg-;Div3;1.81836554404475;2.6024;237
1968B;1968_B_T BN0;Bra_napus;0;Stem;7;Leg-;Div2;1.68157439071725;2.8241;231.5
1964B;1964_B_T BN0;Bra_napus;0;Stem;10;Leg-;Div1;2.07771454260077;2.4673;267.4
1960B;1960_B_T BN0;Bra_napus;0;Stem;13;Leg+;Div2;1.74880016029717;2.3776;184.3
2184B;2184_B_T BN0;Bra_napus;0;Stem;16;Leg+;Div1;1.78713427371595;2.2155;176.1
1974B;1974_B_T BN0;Bra_napus;0;Stem;20;Leg+;Div1;1.98524535577125;2.2637;150.6
49B;49_B_T BN0;Bra_napus;0;Stem;21;Leg-;Div2;2.26634205273663;2.4624;144
42B;42_B_T BN0;Bra_napus;0;Stem;24;Leg-;Div1;2.40615179515053;3.2264;266
164A;164_A_T BN0;Bra_napus;0;Stem;27;Leg-;Div0;2.58232694832319;2.9318;82.78
35A;35_A_T BN0;Bra_napus;0;Stem;30;Leg-;Div3;2.28339035087719;3.1273;49.77
126A;126_A_T BN0;Bra_napus;0;Stem;33;Leg+;Div0;3.1117005995875;2.1889;80.51
45B;45_B_T BN0;Bra_napus;0;Stem;37;Leg+;Div0;2.41157178517436;2.3758;135.7
21B;21_B_T BN0;Bra_napus;0;Stem;40;Leg+;Div3;2.61506199762354;3.1039;120.2
1028C;1028_C_PA BN;Bra_napus;15;Leaves;7;Leg-;Div2;1.74619823104856;0.9091;423.3
53C;53_C_PA BN;Bra_napus;15;Leaves;36;Leg+;Div3;2.10809122203098;3.5135;1567.2
50C;50_C_PA BN;Bra_napus;15;Leaves;39;Leg+;Div2;2.35866399465598;3.3844;920.1
2237B;2237_B_PA BN;Bra_napus;15;Leaves;2;Leg-;Div1;3.33085104327083;2.3036;601.4
2220A;2220_A_PA BN;Bra_napus;15;Leaves;5;Leg-;Div0;2.28510842844162;1.3877;160.6
1040C;1040_C_PA BN;Bra_napus;15;Leaves;16;Leg+;Div1;1.81945838439156;2.3534;1486.7
128A;128_A_T BN;Bra_napus;-15;Stem;33;Leg+;Div0;0.110485905357453;2.7485;85.42
23B;23_B_T BN0;Bra_napus;0;Stem;25;Leg-;Div2;1.96614691036208;2.4379;96.7
107A;107_A_T BN0;Bra_napus;0;Stem;28;Leg-;Div1;0.148339046144774;2.4543;39.25
12B;12_B_T BN0;Bra_napus;0;Stem;31;Leg+;Div2;2.41289085617269;3.4433;142.8
144A;144_A_T BN0;Bra_napus;0;Stem;34;Leg+;Div1;0.322543438034338;2.765;125.13
177A;177_A_T BN0;Bra_napus;0;Stem;38;Leg+;Div1;2.49064375798935;2.7296;126.1
1A;1_A_T BN0;Bra_napus;0;Stem;41;Leg-;Div1;2.24734003007519;3.6594;75.63
2221A;2221_A_PA BN;Bra_napus;15;Leaves;6;Leg-;Div1;2.13620202291443;1.3394;67.1
35C;35_C_PA BN;Bra_napus;15;Leaves;37;Leg+;Div0;1.96447051291595;2.9402;761.4
41C;41_C_PA BN;Bra_napus;15;Leaves;40;Leg+;Div3;2.24475707160546;3.0564;1458.2
2239B;2239_B_PA BN;Bra_napus;15;Leaves;3;Leg-;Div2;1.54856911818625;2.35785;405.1
2244B;2244_B_PA BN;Bra_napus;15;Leaves;14;Leg+;Div3;2.08417755231452;1.86225;842.4
2247B;2247_B_PA BN;Bra_napus;15;Leaves;18;Leg+;Div3;1.95246293023395;1.556;742.5
57B;57_B_T BN0;Bra_napus;0;Stem;23;Leg-;Div0;3.16337386466165;2.7339;87.3
175A;175_A_T BN0;Bra_napus;0;Stem;26;Leg-;Div3;2.66872241455566;3.2339;121.56
74A;74_A_T BN0;Bra_napus;0;Stem;29;Leg-;Div2;3.18149381374228;3.5307;74.22
99A;99_A_T BN0;Bra_napus;0;Stem;32;Leg+;Div3;0.302168775900146;1.3552;24.81
55B;55_B_T BN0;Bra_napus;0;Stem;35;Leg+;Div2;3.08921298245614;2.1885;111.7
184A;184_A_T BN0;Bra_napus;0;Stem;39;Leg+;Div2;3.7986232412715;2.1795;59.62
20A;20_A_T BN0;Bra_napus;0;Stem;42;Leg+;Div2;0.218722218166776;3.6016;39.03
57C;57_C_PA BN;Bra_napus;15;Leaves;35;Leg+;Div2;2.08998741894419;3.2157;1232.1
37C;37_C_PA BN;Bra_napus;15;Leaves;38;Leg+;Div1;1.72113568214772;3.0755;1734.3
1020C;1020_C_PA BN;Bra_napus;15;Leaves;1;Leg-;Div0;1.86223984811729;2.2514;1738.2
2240B;2240_B_PA BN;Bra_napus;15;Leaves;4;Leg-;Div3;1.57115664913787;0.897;188.5
2294B;2294_B_PA BN;Bra_napus;15;Leaves;15;Leg+;Div0;2.67938230424546;2.1241;
1042C;1042_C_PA BN;Bra_napus;15;Leaves;19;Leg+;Div0;2.05253997268621;2.194;995.1
2249B;2249_B_PA BN;Bra_napus;15;Leaves;20;Leg+;Div1;2.77883955905701;2.2181;511
43C;43_C_PA BN;Bra_napus;15;Leaves;25;Leg-;Div2;2.27599808998302;4.0843;557.4
21C;21_C_PA BN;Bra_napus;15;Leaves;28;Leg-;Div1;2.11688733834586;2.9948;792.7
10C;10_C_PA BN;Bra_napus;15;Leaves;31;Leg+;Div2;1.7648860952381;2.5215;706.7
29C;29_C_PA BN;Bra_napus;15;Leaves;34;Leg+;Div1;2.00869002526196;2.3902;761.8
1034C;1034_C_PA BN;Bra_napus;15;Leaves;10;Leg-;Div1;1.65835459389958;2.0007;1386.3
49C;49_C_PA BN;Bra_napus;15;Leaves;21;Leg-;Div2;2.1952606666968;2.626;637.6
2296B;2296_B_R BN;Bra_napus;15;Fine roots;2;Leg-;Div1;2.40441344879164;2.3165;327.5
2232A;2232_A_R BN;Bra_napus;15;Fine roots;5;Leg-;Div0;3.29621566865371;2.34145;75.6
1077C;1077_C_R BN;Bra_napus;15;Fine roots;16;Leg+;Div1;2.39910642874652;1.8449;680.6
58C;58_C_PA BN;Bra_napus;15;Leaves;23;Leg+;Div0;2.09056381472644;3.6218;624.3
36C;36_C_PA BN;Bra_napus;15;Leaves;26;Leg-;Div3;2.47140898245614;3.3353;393.7
14C;14_C_PA BN;Bra_napus;15;Leaves;29;Leg-;Div2;2.35654554713477;3.2574;526.3
17C;17_C_PA BN;Bra_napus;15;Leaves;32;Leg+;Div3;2.0844504900422;2.5309;661.1
2C;2_C_PA BN;Bra_napus;15;Leaves;41;Leg-;Div1;2.03586181316746;3.9641;741.5
2243B;2243_B_PA BN;Bra_napus;15;Leaves;11;Leg+;Div0;2.20432314385965;1.81615;636.3
1037C;1037_C_PA BN;Bra_napus;15;Leaves;13;Leg+;Div2;1.58417557922863;1.5223;932.1
2299B;2299_B_R BN;Bra_napus;15;Fine roots;3;Leg-;Div2;2.19337232189384;2.2076;213.5
1075C;1075_C_R BN;Bra_napus;15;Fine roots;14;Leg+;Div3;2.3324601423719;1.8468;429.1
2319B;2319_B_R BN;Bra_napus;15;Fine roots;18;Leg+;Div3;2.84921497129598;2.474;194.30518388
40B;40_B_PA BN;Bra_napus;15;Leaves;24;Leg-;Div1;1.79444755028725;2.1992;326.7
25C;25_C_PA BN;Bra_napus;15;Leaves;27;Leg-;Div0;1.88401051142708;2.3434;1478.7
9C;9_C_PA BN;Bra_napus;15;Leaves;30;Leg-;Div3;2.16746713702746;3.532;1108.3
26C;26_C_PA BN;Bra_napus;15;Leaves;33;Leg+;Div3;1.70820383624392;2.6648;780.8
5C;5_C_PA BN;Bra_napus;15;Leaves;42;Leg+;Div2;2.31627851629073;4.3699;671.4
2225A;2225_A_PA BN;Bra_napus;15;Leaves;12;Leg+;Div1;2.73384991536959;1.36;105
1070C;1070_C_R BN;Bra_napus;15;Fine roots;1;Leg-;Div0;2.3270002918944;2.0251;800.3
2301B;2301_B_R BN;Bra_napus;15;Fine roots;4;Leg-;Div3;3.35297272180451;1.8558;81.5
1076C;1076_C_R BN;Bra_napus;15;Fine roots;15;Leg+;Div0;2.58675686215539;2.0111;439.4
2322B;2322_B_R BN;Bra_napus;15;Fine roots;19;Leg+;Div0;2.30023795488722;1.9482;425.8
2325B;2325_B_R BN;Bra_napus;15;Fine roots;20;Leg+;Div1;2.36254163593994;2.196;252.6
1050C;1050_C_R BN;Bra_napus;15;Fine roots;25;Leg-;Div2;2.76713769458128;2.1409;393.5
1052C;1052_C_R BN;Bra_napus;15;Fine roots;28;Leg-;Div1;2.47475762760194;2.0707;339.8
1057C;1057_C_R BN;Bra_napus;15;Fine roots;32;Leg+;Div3;2.75921412476223;2.3576;273.3
1061C;1061_C_R BN;Bra_napus;15;Fine roots;35;Leg+;Div2;1.99242855176347;2.0298;696.4
1074C;1074_C_R BN;Bra_napus;15;Fine roots;10;Leg-;Div1;2.77256046624575;2.246;567
2242A;2242_A_R BN;Bra_napus;15;Fine roots;12;Leg+;Div1;2.63566293628034;2.0341;70.3
2236A;2236_A_R BN;Bra_napus;15;Fine roots;7;Leg-;Div2;2.40103482897106;2.0919;54.1
