RT;div;leg;id_loca;distance;id_jour;id_taxo;organe;strata;DW;FW
22;Div3;Leg-;RT22_d-6;-6;43;Ver_persi;Fine roots;1;;201.2
22;Div3;Leg-;RT22_d-6;-6;43;Ver_persi;Fine roots;2;2.5;
22;Div3;Leg-;RT22_d-6;-6;43;Ver_persi;Fine roots;2;;21.3
22;Div3;Leg-;RT22_d-9;-9;43;Ger_disse;Aerial;0;8.3;
22;Div3;Leg-;RT22_d-9;-9;43;Ger_disse;Fine roots;1;0.2;
22;Div3;Leg-;RT22_d-9;-9;43;Ger_disse;Fine roots;1;;8
23;Div0;Leg-;RT23_d+12;12;43;Ger_disse;Aerial;0;8.46;
23;Div0;Leg-;RT23_d+12;12;43;Ger_disse;Fine roots;1;1.9;
23;Div0;Leg-;RT23_d+12;12;43;Ger_disse;Fine roots;1;;12.9
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;1;9.8;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;1;;84.2
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;2;56.5;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;2;;471.3
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;3;163.1;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;3;;1360.4
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;4;57.3;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Fine roots;4;;767.8
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Limb;0;149.9;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Limb;0;;921
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Other leaves;0;624.3;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Stem;0;74.57;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;1;58.3;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;1;;445.7
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;2;15.6;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;2;;123.2
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;3;9.4;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;3;;51.2
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;4;11.4;
23;Div0;Leg-;RT23_d+15;15;43;Bra_napus;Taproot;4;;135.7
23;Div0;Leg-;RT23_d+18;18;43;Ver_persi;Aerial;0;33.59;
23;Div0;Leg-;RT23_d+18;18;43;Ver_persi;Fine roots;1;12.5;
23;Div0;Leg-;RT23_d+18;18;43;Ver_persi;Fine roots;1;;89.4
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;1;79.5;
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;1;;515.6
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;2;98.3;
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;2;;857.9
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;3;89.4;
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;3;;870.7
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;4;21.9;
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Fine roots;4;;175.2
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Limb;0;26.9;
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Limb;0;;100.2
23;Div0;Leg-;RT23_d+21;21;43;Lol_peren;Other leaves;0;492.3;
23;Div0;Leg-;RT23_d+24;24;43;Ger_disse;Aerial;0;25;
23;Div0;Leg-;RT23_d+24;24;43;Ger_disse;Fine roots;1;11.7;
23;Div0;Leg-;RT23_d+24;24;43;Ger_disse;Fine roots;1;;62.4
23;Div0;Leg-;RT23_d+24;24;43;Ger_disse;Fine roots;2;7.4;
23;Div0;Leg-;RT23_d+24;24;43;Ger_disse;Fine roots;2;;60.6
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Aerial;0;33.79;
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;1;5.8;
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;1;;38.8
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;2;16.3;
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;2;;180.4
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;3;13.2;
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;3;;138.4
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;4;0.2;
23;Div0;Leg-;RT23_d+3;3;43;Ger_disse;Fine roots;4;;5.2
23;Div0;Leg-;RT23_d+6;6;43;Ver_persi;Aerial;0;9.02;
23;Div0;Leg-;RT23_d+6;6;43;Ver_persi;Fine roots;1;9.7;
23;Div0;Leg-;RT23_d+6;6;43;Ver_persi;Fine roots;1;;66.2
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;1;56.7;
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;1;;332.7
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;2;65.5;
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;2;;607
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;3;88.8;
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;3;;812.7
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;4;5.8;
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Fine roots;4;;63.3
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Limb;0;16.6;
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Limb;0;;83.5
23;Div0;Leg-;RT23_d+9;9;43;Lol_peren;Other leaves;0;167.8;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;1;2.9;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;1;;25.7
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;2;28.3;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;2;;255.5
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;3;77.5;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;3;;826
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;4;136.1;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Fine roots;4;;1818.3
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Limb;0;417.793541;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Limb;0;;2311.7
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Other leaves;0;744.2;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Stem;0;87.3;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;1;77.1;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;1;;626.4
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;3;7.1;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;3;;56.4
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;4;10.5;
23;Div0;Leg-;RT23_d0;0;43;Bra_napus;Taproot;4;;137
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;1;37.2;
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;1;;271.5
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;2;52.5;
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;2;;271.5
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;3;15.1;
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;3;;145.3
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;4;0.8;
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Fine roots;4;;12.1
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Limb;0;16.9;
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Limb;0;;63.5
23;Div0;Leg-;RT23_d-12;-12;43;Lol_peren;Other leaves;0;169.3;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Fine roots;1;2.2;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Fine roots;1;;20.3
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Limb;0;5;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Limb;0;;18.7
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Other leaves;0;9.78;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Stem;0;1.31;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Taproot;1;1.6;
23;Div0;Leg-;RT23_d-15;-15;43;Bra_napus;Taproot;1;;13.1
23;Div0;Leg-;RT23_d-18;-18;43;Ver_persi;Aerial;0;24.8;
23;Div0;Leg-;RT23_d-18;-18;43;Ver_persi;Fine roots;1;19.2;
23;Div0;Leg-;RT23_d-18;-18;43;Ver_persi;Fine roots;1;;205.8
23;Div0;Leg-;RT23_d-18;-18;43;Ver_persi;Fine roots;2;4.8;
23;Div0;Leg-;RT23_d-18;-18;43;Ver_persi;Fine roots;2;;62.2
23;Div0;Leg-;RT23_d-21;-21;43;Ger_disse;Aerial;0;15.42;
23;Div0;Leg-;RT23_d-21;-21;43;Ger_disse;Fine roots;1;2;
23;Div0;Leg-;RT23_d-21;-21;43;Ger_disse;Fine roots;1;;26
23;Div0;Leg-;RT23_d-21;-21;43;Ger_disse;Fine roots;2;0.3;
23;Div0;Leg-;RT23_d-21;-21;43;Ger_disse;Fine roots;2;;8.8
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;1;24.8;
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;1;;209.5
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;2;38.1;
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;2;;379.3
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;3;31.5;
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;3;;285.9
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;4;18;
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Fine roots;4;;192.6
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Limb;0;17.3;
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Limb;0;;84.7
23;Div0;Leg-;RT23_d-24;-24;43;Lol_peren;Other leaves;0;88.8;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;1;25.3;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;1;;150.3
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;2;51.1;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;2;;424.3
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;3;42.8;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;3;;536.7
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;4;1.7;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Fine roots;4;;24.4
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Limb;0;15.5;
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Limb;0;;69
23;Div0;Leg-;RT23_d-3;-3;43;Lol_peren;Other leaves;0;80.3;
23;Div0;Leg-;RT23_d-6;-6;43;Ver_persi;Aerial;0;19.2;
23;Div0;Leg-;RT23_d-6;-6;43;Ver_persi;Fine roots;1;14.8;
23;Div0;Leg-;RT23_d-6;-6;43;Ver_persi;Fine roots;1;;123.3
23;Div0;Leg-;RT23_d-6;-6;43;Ver_persi;Fine roots;2;0.5;
23;Div0;Leg-;RT23_d-6;-6;43;Ver_persi;Fine roots;2;;3.9
23;Div0;Leg-;RT23_d-9;-9;43;Ger_disse;Aerial;0;6.03;
23;Div0;Leg-;RT23_d-9;-9;43;Ger_disse;Fine roots;1;1.3;
23;Div0;Leg-;RT23_d-9;-9;43;Ger_disse;Fine roots;1;;5.1
24;Div1;Leg-;RT24_d+12;12;43;Ger_disse;Aerial;0;11.08;
24;Div1;Leg-;RT24_d+12;12;43;Ger_disse;Fine roots;1;4.6;
24;Div1;Leg-;RT24_d+12;12;43;Ger_disse;Fine roots;1;;31
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;1;7.2;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;1;;58.9
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;2;71.4;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;2;;546
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;3;53.5;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;3;;410.3
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;4;14.2;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Fine roots;4;;136.4
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Limb;0;61.1;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Limb;0;;284.3
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Other leaves;0;326.7;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Stem;0;53.6;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;1;27.7;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;1;;173.7
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;2;12.4;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;2;;76.9
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;3;5.9;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;3;;40.8
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;4;8;
24;Div1;Leg-;RT24_d+15;15;43;Bra_napus;Taproot;4;;89.6
24;Div1;Leg-;RT24_d+18;18;43;Ver_persi;Aerial;0;9.04;
24;Div1;Leg-;RT24_d+18;18;43;Ver_persi;Fine roots;1;3.8;
24;Div1;Leg-;RT24_d+18;18;43;Ver_persi;Fine roots;1;;54.4
24;Div1;Leg-;RT24_d+18;18;43;Ver_persi;Fine roots;2;0.3;
24;Div1;Leg-;RT24_d+18;18;43;Ver_persi;Fine roots;2;;3.7
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;1;46.2;
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;1;;327.8
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;2;19.7;
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;2;;191.1
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;3;17.2;
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;3;;166.9
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;4;8.9;
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Fine roots;4;;109.6
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Limb;0;16.9;
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Limb;0;;65.6
24;Div1;Leg-;RT24_d+21;21;43;Lol_peren;Other leaves;0;145.49;
24;Div1;Leg-;RT24_d+3;3;43;Ger_disse;Aerial;0;12.99;
24;Div1;Leg-;RT24_d+3;3;43;Ger_disse;Fine roots;1;5.21;
24;Div1;Leg-;RT24_d+3;3;43;Ger_disse;Fine roots;1;;47.6
24;Div1;Leg-;RT24_d+3;3;43;Ger_disse;Fine roots;2;7.4;
24;Div1;Leg-;RT24_d+3;3;43;Ger_disse;Fine roots;2;;42.2
24;Div1;Leg-;RT24_d+6;6;43;Ver_persi;Aerial;0;14.8;
24;Div1;Leg-;RT24_d+6;6;43;Ver_persi;Fine roots;1;11.8;
24;Div1;Leg-;RT24_d+6;6;43;Ver_persi;Fine roots;1;;101.4
24;Div1;Leg-;RT24_d+6;6;43;Ver_persi;Fine roots;2;5;
24;Div1;Leg-;RT24_d+6;6;43;Ver_persi;Fine roots;2;;42
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Fine roots;1;24;
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Fine roots;1;;168.5
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Fine roots;2;4.4;
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Fine roots;2;;32
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Limb;0;5.3;
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Limb;0;;25.8
24;Div1;Leg-;RT24_d+9;9;43;Lol_peren;Other leaves;0;24.4;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;1;76.6;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;1;;516.4
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;2;370.7;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;2;;3628.302127
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;3;322;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;3;;3046.3
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;4;313.8;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Fine roots;4;;3071.38173
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Limb;0;203.628491;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Limb;0;;1126.7
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Other leaves;0;2094.8;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Stem;0;266;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;1;251.5;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;1;;1383
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;2;42.5;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;2;;286
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;3;11.3;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;3;;86.6
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;4;11.3;
24;Div1;Leg-;RT24_d0;0;43;Bra_napus;Taproot;4;;87.4
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Fine roots;1;56.4;
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Fine roots;1;;428.7
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Fine roots;2;3.2;
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Fine roots;2;;26.9
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Limb;0;25.6;
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Limb;0;;90.2
24;Div1;Leg-;RT24_d-12;-12;43;Lol_peren;Other leaves;0;108.49;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;1;9.2;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;1;;63.7
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;2;57.5;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;2;;467.7
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;3;21.7;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;3;;170.1
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;4;7.1;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Fine roots;4;;70.8
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Limb;0;100.9;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Limb;0;;352.9
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Other leaves;0;226.4;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Stem;0;46.01;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;1;26.5;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;1;;159.3
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;2;8.9;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;2;;42.8
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;3;9.1;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;3;;50.2
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;4;8.4;
24;Div1;Leg-;RT24_d-15;-15;43;Bra_napus;Taproot;4;;95.6
24;Div1;Leg-;RT24_d-18;-18;43;Ver_persi;Aerial;0;5.07;
24;Div1;Leg-;RT24_d-18;-18;43;Ver_persi;Fine roots;1;5.9;
24;Div1;Leg-;RT24_d-18;-18;43;Ver_persi;Fine roots;1;;46
24;Div1;Leg-;RT24_d-21;-21;43;Ger_disse;Aerial;0;10.07;
24;Div1;Leg-;RT24_d-21;-21;43;Ger_disse;Fine roots;1;3.8;
24;Div1;Leg-;RT24_d-21;-21;43;Ger_disse;Fine roots;1;;28.9
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;1;45.8;
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;1;;291.6
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;2;35.8;
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;2;;221.4
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;3;5.8;
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Fine roots;3;;44
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Limb;0;18.3;
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Limb;0;;81.1
24;Div1;Leg-;RT24_d-24;-24;43;Lol_peren;Other leaves;0;76.21;
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Fine roots;1;22.9;
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Fine roots;1;;155.1
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Fine roots;2;7.1;
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Fine roots;2;;59
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Limb;0;4.6;
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Limb;0;;32.2
24;Div1;Leg-;RT24_d-3;-3;43;Lol_peren;Other leaves;0;25.14;
24;Div1;Leg-;RT24_d-6;-6;43;Ver_persi;Aerial;0;19.42;
24;Div1;Leg-;RT24_d-6;-6;43;Ver_persi;Fine roots;1;21.9;
24;Div1;Leg-;RT24_d-6;-6;43;Ver_persi;Fine roots;1;;229.7
24;Div1;Leg-;RT24_d-9;-9;43;Ger_disse;Aerial;0;22.7;
24;Div1;Leg-;RT24_d-9;-9;43;Ger_disse;Fine roots;1;8.7;
24;Div1;Leg-;RT24_d-9;-9;43;Ger_disse;Fine roots;1;;67.4
24;Div1;Leg-;RT24_d-9;-9;43;Ger_disse;Fine roots;2;1.3;
24;Div1;Leg-;RT24_d-9;-9;43;Ger_disse;Fine roots;2;;7.7
25;Div2;Leg-;RT25_d+12;12;43;Ger_disse;Aerial;0;8.15;
25;Div2;Leg-;RT25_d+12;12;43;Ger_disse;Fine roots;1;4.2;
25;Div2;Leg-;RT25_d+12;12;43;Ger_disse;Fine roots;1;;34.3
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;1;30.7;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;1;;268.9
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;2;110.4;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;2;;803.9
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;3;204.2;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;3;;1770.1
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;4;48.2;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Fine roots;4;;717.5
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Limb;0;125.2;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Limb;0;;974.7
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Other leaves;0;557.4;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Stem;0;66.9;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;1;78.4;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;1;;767.3560473
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;2;32.7;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;2;;242.7
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;3;12.6;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;3;;83
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;4;41;
25;Div2;Leg-;RT25_d+15;15;43;Bra_napus;Taproot;4;;250.4
25;Div2;Leg-;RT25_d+18;18;43;Ver_persi;Aerial;0;11.09;
25;Div2;Leg-;RT25_d+18;18;43;Ver_persi;Fine roots;1;12.5;
25;Div2;Leg-;RT25_d+18;18;43;Ver_persi;Fine roots;1;;112
25;Div2;Leg-;RT25_d+18;18;43;Ver_persi;Fine roots;2;1.5;
25;Div2;Leg-;RT25_d+18;18;43;Ver_persi;Fine roots;2;;15.7
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;1;73.4;
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;1;;390.7
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;2;109.4;
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;2;;845.4
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;3;93.3;
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;3;;522.5
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;4;3.9;
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Fine roots;4;;46.9
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Limb;0;34.7;
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Limb;0;;128.1
25;Div2;Leg-;RT25_d+21;21;43;Lol_peren;Other leaves;0;354.6;
25;Div2;Leg-;RT25_d+24;24;43;Ger_disse;Aerial;0;1.68;
25;Div2;Leg-;RT25_d+24;24;43;Ger_disse;Fine roots;1;0.6;
25;Div2;Leg-;RT25_d+24;24;43;Ger_disse;Fine roots;1;;5.7
25;Div2;Leg-;RT25_d+3;3;43;Ger_disse;Aerial;0;1.14;
25;Div2;Leg-;RT25_d+3;3;43;Ger_disse;Fine roots;1;1.3;
25;Div2;Leg-;RT25_d+3;3;43;Ger_disse;Fine roots;1;;4.8
25;Div2;Leg-;RT25_d+6;6;43;Ver_persi;Aerial;0;1.11;
