RT;div;leg;id_loca;distance;id_jour;id_taxo;organe;strata;DW;FW
1;Div0;Leg-;RT01_d+12;12;44;Ger_disse;Aerial;0;0.1;
1;Div0;Leg-;RT01_d+12;12;44;Ger_disse;Fine roots;1;0.3;
1;Div0;Leg-;RT01_d+12;12;44;Ger_disse;Fine roots;1;;1
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;1;32.3;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;1;;265.1
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;2;103.7;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;2;;748.2
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;3;197.2;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;3;;1471.9
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;4;467.1;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Fine roots;4;;5208.5
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Leaf2;0;306.5;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Leaf2;0;;1533.6
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Other leaves;0;1738.2;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Stem;0;171.5;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;1;208.1;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;1;;1207.7
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;2;59.3;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;2;;380.2
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;3;14.4;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;3;;82.7
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;4;16.7;
1;Div0;Leg-;RT01_d+15;15;44;Bra_napus;Taproot;4;;129.3
1;Div0;Leg-;RT01_d+18;18;44;Ver_persi;Aerial;0;2.9;
1;Div0;Leg-;RT01_d+18;18;44;Ver_persi;Fine roots;1;1.5;
1;Div0;Leg-;RT01_d+18;18;44;Ver_persi;Fine roots;1;;13
1;Div0;Leg-;RT01_d+21;21;44;Lol_peren;Fine roots;1;6.8;
1;Div0;Leg-;RT01_d+21;21;44;Lol_peren;Fine roots;1;;41.1
1;Div0;Leg-;RT01_d+21;21;44;Lol_peren;Fine roots;2;2.1;
1;Div0;Leg-;RT01_d+21;21;44;Lol_peren;Fine roots;2;;14.8
1;Div0;Leg-;RT01_d+21;21;44;Lol_peren;Other leaves;0;4.3;
1;Div0;Leg-;RT01_d+3;3;44;Ger_disse;Aerial;0;6.1;
1;Div0;Leg-;RT01_d+3;3;44;Ger_disse;Fine roots;1;1.5;
1;Div0;Leg-;RT01_d+3;3;44;Ger_disse;Fine roots;1;;12.7
1;Div0;Leg-;RT01_d+3;3;44;Ger_disse;Fine roots;2;0.4;
1;Div0;Leg-;RT01_d+3;3;44;Ger_disse;Fine roots;2;;2.3
1;Div0;Leg-;RT01_d+6;6;44;Ver_persi;Aerial;0;4.9;
1;Div0;Leg-;RT01_d+6;6;44;Ver_persi;Fine roots;1;6.1;
1;Div0;Leg-;RT01_d+6;6;44;Ver_persi;Fine roots;1;;65.1
1;Div0;Leg-;RT01_d+6;6;44;Ver_persi;Fine roots;2;3;
1;Div0;Leg-;RT01_d+6;6;44;Ver_persi;Fine roots;2;;31.1
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;1;9.9;
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;1;;75.9
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;2;21.9;
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;2;;187
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;3;0.7;
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Fine roots;3;;5.6
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Leaf3;0;6.2;
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Leaf3;0;;23
1;Div0;Leg-;RT01_d+9;9;44;Lol_peren;Other leaves;0;15.8;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;1;4.3;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;1;;38.4
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;2;33.2;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;2;;294.2
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;3;57;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;3;;526.1
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;4;33.1;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Fine roots;4;;394.5
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Leaf3;0;192.6;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Leaf3;0;;723.7
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Other leaves;0;462.2;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Stem;0;58;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;1;51.6;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;1;;314.3
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;2;18;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;2;;112.5
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;3;2.8;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;3;;18.9
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;4;1.2;
1;Div0;Leg-;RT01_d0;0;44;Bra_napus;Taproot;4;;13.4
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;1;27.3;
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;1;;223.3
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;2;6.9;
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;2;;59.8
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;3;1;
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Fine roots;3;;11.5
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Leaf3;0;4.4;
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Leaf3;0;;27.3
1;Div0;Leg-;RT01_d-12;-12;44;Lol_peren;Other leaves;0;30.6;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;1;51;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;1;;298.8
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;2;111.4;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;2;;752.6
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;3;238.6;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;3;;1710.9
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;4;348.9;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Fine roots;4;;3872.1
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Leaf3;0;369.8;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Leaf3;0;;1835.2
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Other leaves;0;1168.3;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Stem;0;153.5;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;1;141.8;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;1;;768.2
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;2;30.4;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;2;;151.8
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;3;12.9;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;3;;57.6
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;4;19.9;
1;Div0;Leg-;RT01_d-15;-15;44;Bra_napus;Taproot;4;;129.2
1;Div0;Leg-;RT01_d-18;-18;44;Ver_persi;Aerial;0;0.6;
1;Div0;Leg-;RT01_d-18;-18;44;Ver_persi;Fine roots;1;0.9;
1;Div0;Leg-;RT01_d-18;-18;44;Ver_persi;Fine roots;1;;7.4
1;Div0;Leg-;RT01_d-18;-18;44;Ver_persi;Fine roots;2;0.1;
1;Div0;Leg-;RT01_d-18;-18;44;Ver_persi;Fine roots;2;;1.1
1;Div0;Leg-;RT01_d-21;-21;44;Ger_disse;Aerial;0;3.5;
1;Div0;Leg-;RT01_d-21;-21;44;Ger_disse;Fine roots;1;0.9;
1;Div0;Leg-;RT01_d-21;-21;44;Ger_disse;Fine roots;1;;14.4
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Fine roots;1;57.6;
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Fine roots;1;;462.3
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Fine roots;2;39.4;
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Fine roots;2;;298.7
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Leaf3;0;20.7;
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Leaf3;0;;76.7
1;Div0;Leg-;RT01_d-24;-24;44;Lol_peren;Other leaves;0;81.2;
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;1;38.4;
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;1;;308.8
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;2;37.8;
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;2;;309.3
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;3;1.8;
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Fine roots;3;;14.5
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Leaf3;0;12.4;
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Leaf3;0;;48.4
1;Div0;Leg-;RT01_d-3;-3;44;Lol_peren;Other leaves;0;37.4;
1;Div0;Leg-;RT01_d-6;-6;44;Ver_persi;Aerial;0;2.1;
1;Div0;Leg-;RT01_d-6;-6;44;Ver_persi;Fine roots;1;1.1;
1;Div0;Leg-;RT01_d-6;-6;44;Ver_persi;Fine roots;1;;10.1
1;Div0;Leg-;RT01_d-6;-6;44;Ver_persi;Fine roots;2;0.5;
1;Div0;Leg-;RT01_d-6;-6;44;Ver_persi;Fine roots;2;;3.6
1;Div0;Leg-;RT01_d-9;-9;44;Ger_disse;Aerial;0;1.6;
1;Div0;Leg-;RT01_d-9;-9;44;Ger_disse;Fine roots;1;0.5;
1;Div0;Leg-;RT01_d-9;-9;44;Ger_disse;Fine roots;1;;4.8
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;1;30.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;1;;229.5
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;2;83.5;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;2;;710.1
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;3;99.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;3;;1118.6
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;4;112.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Fine roots;4;;1434.8
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Leaf3;0;172.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Leaf3;0;;847
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Other leaves;0;601.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Stem;0;76.4;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Taproot;1;33.7;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Taproot;1;;176.4
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Taproot;2;5.8;
2;Div1;Leg-;RT02_d+15;15;43;Bra_napus;Taproot;2;;25.4
2;Div1;Leg-;RT02_d+18;18;43;Ver_persi;Fine roots;1;1;
2;Div1;Leg-;RT02_d+18;18;43;Ver_persi;Fine roots;1;;12.2
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Fine roots;1;10.8;
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Fine roots;1;;87.3
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Fine roots;2;0.5;
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Fine roots;2;;4.3
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Leaf2;0;4.1;
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Leaf2;0;;18.8
2;Div1;Leg-;RT02_d+21;21;43;Lol_peren;Other leaves;0;9.2;
2;Div1;Leg-;RT02_d+6;6;43;Ver_persi;Aerial;0;5;
2;Div1;Leg-;RT02_d+6;6;43;Ver_persi;Fine roots;1;4.2;
2;Div1;Leg-;RT02_d+6;6;43;Ver_persi;Fine roots;1;;47.7
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;1;26.4;
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;1;;193
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;2;23.5;
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;2;;177.5
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;3;1.9;
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Fine roots;3;;22.8
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Leaf3;0;10.9;
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Leaf3;0;;42.41245136
2;Div1;Leg-;RT02_d+9;9;43;Lol_peren;Other leaves;0;36.2;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;1;47;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;1;;364.3
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;2;273.4;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;2;;2080.4
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;3;191;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;3;;1861.8
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;4;85.2;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Fine roots;4;;1336.8
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Leaf3;0;262.4;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Leaf3;0;;1588.2
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Other leaves;0;1131;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Stem;0;142.1;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;1;83.3;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;1;;503.9
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;2;26.1;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;2;;151.5
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;3;13.5;
2;Div1;Leg-;RT02_d0;0;43;Bra_napus;Taproot;3;;87.5
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Fine roots;1;9.9;
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Fine roots;1;;61
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Fine roots;2;3.6;
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Fine roots;2;;30.1
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Leaf2;0;6.7;
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Leaf2;0;;31.5
2;Div1;Leg-;RT02_d-12;-12;43;Lol_peren;Other leaves;0;17;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Fine roots;1;24.6;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Fine roots;1;;171.1
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Fine roots;2;0.9;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Fine roots;2;;2.8
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Leaf3;0;34.9;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Leaf3;0;;198.6
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Other leaves;0;87.6;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Taproot;1;6.8;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Taproot;1;;26.3
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Taproot;2;8.4;
2;Div1;Leg-;RT02_d-15;-15;43;Bra_napus;Taproot;2;;82.21671936
2;Div1;Leg-;RT02_d-18;-18;43;Ver_persi;Aerial;0;12.9;
2;Div1;Leg-;RT02_d-18;-18;43;Ver_persi;Fine roots;1;5.4;
2;Div1;Leg-;RT02_d-18;-18;43;Ver_persi;Fine roots;1;;61.4
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;1;38.7;
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;1;;315.7
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;2;39.3;
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;2;;455.8
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;3;1.6;
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Fine roots;3;;14.8
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Leaf4;0;9.8;
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Leaf4;0;;51
2;Div1;Leg-;RT02_d-24;-24;43;Lol_peren;Other leaves;0;91.1;
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Fine roots;1;56.5;
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Fine roots;1;;428.2
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Fine roots;2;8;
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Fine roots;2;;52.4
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Leaf4;0;25.9;
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Leaf4;0;;136.6
2;Div1;Leg-;RT02_d-3;-3;43;Lol_peren;Other leaves;0;255.8;
2;Div1;Leg-;RT02_d-6;-6;43;Ver_persi;Aerial;0;2.3;
2;Div1;Leg-;RT02_d-6;-6;43;Ver_persi;Fine roots;1;0.4;
2;Div1;Leg-;RT02_d-6;-6;43;Ver_persi;Fine roots;1;;6.8
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;1;9.3;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;1;;59.3
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;2;66.9;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;2;;432.6
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;3;70.5;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;3;;458
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;4;66.8;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Fine roots;4;;783.4
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Leaf3;0;99.6;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Leaf3;0;;532.6
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Other leaves;0;405.1;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Stem;0;65.3;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;1;36.2;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;1;;175.3
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;2;19.2;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;2;;99.8
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;3;13.2;
3;Div2;Leg-;RT03_d+15;15;43;Bra_napus;Taproot;3;;51.6
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;1;31.7;
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;1;;239.4
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;2;21.1;
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;2;;78
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;3;1.6;
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Fine roots;3;;8.4
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Leaf3;0;10.1;
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Leaf3;0;;37.7
3;Div2;Leg-;RT03_d+21;21;43;Lol_peren;Other leaves;0;50.2;
3;Div2;Leg-;RT03_d+6;6;43;Ver_persi;Aerial;0;0.8;
3;Div2;Leg-;RT03_d+6;6;43;Ver_persi;Fine roots;1;1.2;
3;Div2;Leg-;RT03_d+6;6;43;Ver_persi;Fine roots;1;;19.2
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;1;58.7;
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;1;;410.3
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;2;46.6;
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;2;;354
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;3;22.1;
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;3;;195.7
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;4;3.4;
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Fine roots;4;;32.9
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Leaf4;0;14.8;
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Leaf4;0;;62.8
3;Div2;Leg-;RT03_d+9;9;43;Lol_peren;Other leaves;0;83.1;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;1;79.7;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;1;;612.8
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;2;157.1;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;2;;1178
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;3;235.4;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;3;;1793.3
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;4;314;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Fine roots;4;;3053.2
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Leaf3;0;315.2;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Leaf3;0;;1779.7
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Other leaves;0;2106.5;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Stem;0;157;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;1;240.1;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;1;;1418.8
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;2;74.8;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;2;;492.3
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;3;29.8;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;3;;163.9
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;4;9.5;
3;Div2;Leg-;RT03_d0;0;43;Bra_napus;Taproot;4;;39.9
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Fine roots;1;65.5;
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Fine roots;1;;551.4
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Fine roots;2;40.2;
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Fine roots;2;;344.9
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Leaf5;0;18.9;
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Leaf5;0;;75.5
3;Div2;Leg-;RT03_d-12;-12;43;Lol_peren;Other leaves;0;79.4;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;1;20.2;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;1;;138.1
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;2;115.2;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;2;;919.5
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;3;132.9;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;3;;1247.5
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;4;132.8;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Fine roots;4;;1203.5
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Leaf2;0;223.1;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Leaf2;0;;1096.3
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Other leaves;0;815.8;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Stem;0;113.4;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;1;99;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;1;;443
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;2;20.8;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;2;;92.6
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;3;8.4;
3;Div2;Leg-;RT03_d-15;-15;43;Bra_napus;Taproot;3;;83.6
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Aerial;0;7;
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Fine roots;1;17.5;
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Fine roots;1;;206
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Fine roots;2;0.9;
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Fine roots;2;;12
3;Div2;Leg-;RT03_d-18;-18;43;Ver_persi;Limb;0;;15.8
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;1;20.6;
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;1;;183.5
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;2;21.7;
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;2;;172.9
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;3;1.2;
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Fine roots;3;;11.1
3;Div2;Leg-;RT03_d-24;-24;43;Lol_peren;Leaf4;0;14.2;
