"","RT","leg","div","id_taxo","distance","serie","position","PAR","numPL","Leaves","Limb","Stem","Fine roots","Taproot","Aerial"
"204",35,"Leg+","Div2","Lol_peren",-12,"s2","6",553.333333333333,"5",2.5027694429123,NA,NA,2.04852796397151,NA,NA
"205",35,"Leg+","Div2","Tri_alexa",-3,"s2","6",553.333333333333,"8",NA,NA,NA,1.60999819548872,NA,NA
"206",36,"Leg+","Div3","Bra_napus",15,"s2","5",584.666666666667,"14",2.10809122203098,1.315,2.15268087093992,2.50610852187251,2.20750295376608,NA
"207",36,"Leg+","Div3","Lol_peren",-12,"s2","5",584.666666666667,"5",2.90861624710425,0.945382427628238,NA,1.51604427508619,NA,NA
"208",36,"Leg+","Div3","Bra_napus",-15,"s2","5",584.666666666667,"4",2.66806877653001,1.26702914220987,1.36841998240803,2.42715,1.24907314371856,NA
"209",36,"Leg+","Div3","Lol_peren",9,"s2","5",584.666666666667,"12",2.87550831162096,NA,NA,1.49636067714042,NA,NA
"210",36,"Leg+","Div3","Tri_alexa",-9,"s2","5",584.666666666667,"6",NA,NA,NA,1.85876796596078,NA,NA
"211",36,"Leg+","Div3","Tri_alexa",-3,"s2","5",584.666666666667,"8",NA,NA,1.23063778230106,1.96397927088638,NA,NA
"212",36,"Leg+","Div3","Tri_alexa",12,"s2","5",584.666666666667,"13",NA,NA,NA,0.843849785105334,NA,NA
"213",37,"Leg+","Div0","Bra_napus",15,"s2","4",551,"14",1.96447051291595,1.23193682413204,1.8698042309108,2.53645926792281,2.36610517951268,NA
"214",37,"Leg+","Div0","Bra_napus",0,"s2","4",551,"9",2.14711729622266,1.10014754880094,2.41157178517436,2.27652564474066,2.16574421812745,NA
"215",37,"Leg+","Div0","Bra_napus",-15,"s2","4",551,"4",2.3388216400806,1.99263185616127,NA,NA,NA,NA
"216",37,"Leg+","Div0","Lol_peren",-12,"s2","4",551,"5",3.04627099099099,NA,NA,2.8921,NA,NA
"217",37,"Leg+","Div0","Lol_peren",9,"s2","4",551,"12",2.47342369156913,NA,NA,1.73348187510154,NA,NA
"218",37,"Leg+","Div0","Tri_alexa",-9,"s2","4",551,"6",0.111692825453163,NA,NA,3.19479198238103,NA,NA
"219",37,"Leg+","Div0","Tri_alexa",6,"s2","4",551,"11",-0.115730502727407,NA,NA,1.56951255895249,NA,NA
"220",37,"Leg+","Div0","Tri_alexa",-3,"s2","4",551,"8",-0.0393657894736842,NA,NA,1.15115789473684,NA,NA
"221",37,"Leg+","Div0","Tri_alexa",12,"s2","4",551,"13",1.00141619354509,NA,NA,1.35637052631579,NA,NA
"222",38,"Leg+","Div1","Bra_napus",-15,"s2","3",564,"4",2.0010765676213,1.71811251182335,2.38794780652419,2.04152465977137,2.47061443075729,NA
"223",38,"Leg+","Div1","Lol_peren",-12,"s2","3",564,"5",3.81579168633277,NA,NA,2.64052655961273,NA,NA
"224",38,"Leg+","Div1","Bra_napus",0,"s2","3",564,"9",NA,1.39636144144144,2.49064375798935,2.09705,1.94370968339768,NA
"225",38,"Leg+","Div1","Bra_napus",15,"s2","3",564,"14",1.72113568214772,0.9792,1.75719470740103,2.33649514313411,1.84851169657026,NA
"226",38,"Leg+","Div1","Lol_peren",9,"s2","3",564,"12",1.51739662963055,NA,NA,NA,NA,NA
"227",39,"Leg+","Div2","Bra_napus",-15,"s2","2",544,"4",2.17072931106666,1.83901118226867,2.22960167272727,2.17598456074863,2.44781807792208,NA
"228",39,"Leg+","Div2","Bra_napus",0,"s2","2",544,"9",2.18146839132811,1.23489676908515,3.7986232412715,2.55932348570844,2.10730476118777,NA
"229",39,"Leg+","Div2","Bra_napus",15,"s2","2",544,"14",2.35866399465598,1.32083167338792,2.266491,2.71047786189268,2.36409651192352,NA
"230",39,"Leg+","Div2","Lol_peren",9,"s2","2",544,"12",2.47492488213725,NA,NA,1.57661348499588,NA,NA
"231",39,"Leg+","Div2","Lol_peren",-12,"s2","2",544,"5",2.4635961160386,NA,NA,1.46516320260257,NA,NA
"232",39,"Leg+","Div2","Tri_alexa",-9,"s2","2",544,"6",0.825202648054399,NA,NA,1.51414495063225,NA,NA
"233",39,"Leg+","Div2","Tri_alexa",-3,"s2","2",544,"8",NA,NA,NA,-0.0392611631118613,NA,NA
"234",39,"Leg+","Div2","Tri_alexa",6,"s2","2",544,"11",NA,NA,NA,1.21270009701674,NA,NA
"235",39,"Leg+","Div2","Tri_alexa",12,"s2","2",544,"13",NA,NA,NA,0.0751091671486406,NA,NA
"236",40,"Leg+","Div3","Bra_napus",15,"s2","1",488.79,"14",2.24475707160546,1.11907609945387,1.97702472605809,2.50846248922104,2.29229144432944,NA
"237",40,"Leg+","Div3","Bra_napus",-15,"s2","1",488.79,"4",2.2599010723305,1.45904732542007,2.0750119604946,2.19002774025974,2.40748739036515,NA
"238",40,"Leg+","Div3","Tri_alexa",12,"s2","1",488.79,"13",0.779374229223853,NA,0.001,0.935580720092915,NA,NA
"239",40,"Leg+","Div3","Bra_napus",0,"s2","1",488.79,"9",1.79869593500855,1.20168573768574,2.61506199762354,2.39548038644645,2.26365803861004,NA
"240",40,"Leg+","Div3","Lol_peren",9,"s2","1",488.79,"12",2.49361844052362,NA,NA,2.22492360621865,NA,NA
"241",40,"Leg+","Div3","Lol_peren",-12,"s2","1",488.79,"5",1.9080432020592,0.353435064935065,NA,1.75452577883039,NA,NA
"242",40,"Leg+","Div3","Tri_alexa",-9,"s2","1",488.79,"6",NA,NA,NA,1.23519283249532,NA,NA
"243",41,"Leg-","Div1","Bra_napus",0,"s2","11",507.333333333333,"9",1.51539845630011,1.12211827669253,2.24734003007519,2.16458889657558,1.77485042127147,NA
"244",41,"Leg-","Div1","Lol_peren",9,"s2","11",507.333333333333,"6",1.33493433436647,0.147615783704786,NA,1.14890550823818,NA,NA
"245",41,"Leg-","Div1","Bra_napus",15,"s2","11",507.333333333333,"4",2.03586181316746,1.54804701601756,2.00392696617725,2.12099595498418,1.84528055874194,NA
"246",41,"Leg-","Div1","Lol_peren",-12,"s2","11",507.333333333333,"13",0.932672555984556,NA,NA,NA,NA,NA
"247",41,"Leg-","Div1","Bra_napus",-15,"s2","11",507.333333333333,"14",1.88801836224591,1.36546710622711,1.08511896835559,1.81221555838951,1.93851046912271,NA
"248",41,"Leg-","Div1","Lol_peren",-3,"s2","11",507.333333333333,"10",1.63604692565329,NA,NA,1.27440019461971,NA,NA
"249",42,"Leg+","Div2","Bra_napus",0,"s2","11",523.333333333333,"9",2.29444151460816,1.27747913845709,0.218722218166776,2.40743246516338,NA,NA
"250",42,"Leg+","Div2","Bra_napus",15,"s2","11",523.333333333333,"14",2.31627851629073,0.442861047997728,2.25991031632653,2.62402051070273,1.32756899359409,NA
"251",42,"Leg+","Div2","Bra_napus",-15,"s2","11",523.333333333333,"4",2.46979457617231,1.74648356962472,2.25904308141658,2.06336857142857,2.45204261606657,NA
"252",42,"Leg+","Div2","Lol_peren",-12,"s2","11",523.333333333333,"5",2.62169591319292,NA,NA,1.46984358327044,NA,NA
"253",42,"Leg+","Div2","Lol_peren",9,"s2","11",523.333333333333,"12",2.56439402837633,NA,NA,1.5314579569076,NA,NA
"254",42,"Leg+","Div2","Tri_alexa",-9,"s2","11",523.333333333333,"6",1.56113549423799,NA,NA,1.82341993960671,NA,NA
"255",42,"Leg+","Div2","Tri_alexa",6,"s2","11",523.333333333333,"11",1.1246604606755,NA,-0.0791263873970642,1.97780204479453,NA,NA
