"","RT","div","leg","id_loca","id_taxo","distance","strata","DW","FW","serie","position","PAR","numPL"
"100",3,"Div2","Leg-","RT03_d+6","Ver_persi",6,0,0.8,0,"s1","3",564,"11"
"101",3,"Div2","Leg-","RT03_d+6","Ver_persi",6,1,1.2,19.2,"s1","3",564,"11"
"102",3,"Div2","Leg-","RT03_d+9","Lol_peren",9,0,97.9,62.8,"s1","3",564,"12"
"103",3,"Div2","Leg-","RT03_d+9","Lol_peren",9,1,58.7,410.3,"s1","3",564,"12"
"104",3,"Div2","Leg-","RT03_d+9","Lol_peren",9,2,46.6,354,"s1","3",564,"12"
"105",3,"Div2","Leg-","RT03_d+9","Lol_peren",9,3,22.1,195.7,"s1","3",564,"12"
"106",3,"Div2","Leg-","RT03_d+9","Lol_peren",9,4,3.4,32.9,"s1","3",564,"12"
"107",3,"Div2","Leg-","RT03_d-12","Lol_peren",-12,0,98.3,75.5,"s1","3",564,"5"
"108",3,"Div2","Leg-","RT03_d-12","Lol_peren",-12,1,65.5,551.4,"s1","3",564,"5"
"109",3,"Div2","Leg-","RT03_d-12","Lol_peren",-12,2,40.2,344.9,"s1","3",564,"5"
"110",3,"Div2","Leg-","RT03_d-15","Bra_napus",-15,0,1152.3,1096.3,"s1","3",564,"4"
"111",3,"Div2","Leg-","RT03_d-15","Bra_napus",-15,1,119.2,581.1,"s1","3",564,"4"
"112",3,"Div2","Leg-","RT03_d-15","Bra_napus",-15,2,136,1012.1,"s1","3",564,"4"
"113",3,"Div2","Leg-","RT03_d-15","Bra_napus",-15,3,141.3,1331.1,"s1","3",564,"4"
"114",3,"Div2","Leg-","RT03_d-15","Bra_napus",-15,4,132.8,1203.5,"s1","3",564,"4"
"115",3,"Div2","Leg-","RT03_d-18","Ver_persi",-18,0,7,15.8,"s1","3",564,"3"
"116",3,"Div2","Leg-","RT03_d-18","Ver_persi",-18,1,17.5,206,"s1","3",564,"3"
"117",3,"Div2","Leg-","RT03_d-18","Ver_persi",-18,2,0.9,12,"s1","3",564,"3"
"118",3,"Div2","Leg-","RT03_d-24","Lol_peren",-24,0,95.2,48.7,"s1","3",564,"1"
"119",3,"Div2","Leg-","RT03_d-24","Lol_peren",-24,1,20.6,183.5,"s1","3",564,"1"
"120",3,"Div2","Leg-","RT03_d-24","Lol_peren",-24,2,21.7,172.9,"s1","3",564,"1"
"121",3,"Div2","Leg-","RT03_d-24","Lol_peren",-24,3,1.2,11.1,"s1","3",564,"1"
"122",3,"Div2","Leg-","RT03_d-3","Lol_peren",-3,0,11,9.9,"s1","3",564,"8"
"123",3,"Div2","Leg-","RT03_d-3","Lol_peren",-3,1,3.9,46.9,"s1","3",564,"8"
"124",3,"Div2","Leg-","RT03_d-3","Lol_peren",-3,2,0.1,1.2,"s1","3",564,"8"
"125",3,"Div2","Leg-","RT03_d0","Bra_napus",0,0,2578.7,1779.7,"s1","3",564,"9"
"126",3,"Div2","Leg-","RT03_d0","Bra_napus",0,1,319.8,2031.6,"s1","3",564,"9"
"127",3,"Div2","Leg-","RT03_d0","Bra_napus",0,2,231.9,1670.3,"s1","3",564,"9"
"128",3,"Div2","Leg-","RT03_d0","Bra_napus",0,3,265.2,1957.2,"s1","3",564,"9"
"129",3,"Div2","Leg-","RT03_d0","Bra_napus",0,4,323.5,3093.1,"s1","3",564,"9"
"130",4,"Div3","Leg-","RT04_d+12","Ger_disse",12,0,3.8,0,"s1","4",551,"13"
"131",4,"Div3","Leg-","RT04_d+12","Ger_disse",12,1,0.7,11.3,"s1","4",551,"13"
"132",4,"Div3","Leg-","RT04_d+15","Bra_napus",15,0,291.3,295.4,"s1","4",551,"14"
"133",4,"Div3","Leg-","RT04_d+15","Bra_napus",15,1,40.7,383.9,"s1","4",551,"14"
"134",4,"Div3","Leg-","RT04_d+15","Bra_napus",15,2,23.6,142.4,"s1","4",551,"14"
"135",4,"Div3","Leg-","RT04_d+15","Bra_napus",15,3,25.6,256.1,"s1","4",551,"14"
"136",4,"Div3","Leg-","RT04_d+15","Bra_napus",15,4,8.2,132.1,"s1","4",551,"14"
"137",4,"Div3","Leg-","RT04_d+18","Ver_persi",18,0,0.2,0,"s1","4",551,"15"
"138",4,"Div3","Leg-","RT04_d+18","Ver_persi",18,1,0.2,1.5,"s1","4",551,"15"
"139",4,"Div3","Leg-","RT04_d+21","Lol_peren",21,0,155.4,79.9,"s1","4",551,"16"
"140",4,"Div3","Leg-","RT04_d+21","Lol_peren",21,1,66.5,514.4,"s1","4",551,"16"
"141",4,"Div3","Leg-","RT04_d+21","Lol_peren",21,2,62,530,"s1","4",551,"16"
"142",4,"Div3","Leg-","RT04_d+21","Lol_peren",21,3,4.9,37.2,"s1","4",551,"16"
"143",4,"Div3","Leg-","RT04_d+24","Ger_disse",24,0,1.3,0,"s1","4",551,"17"
"144",4,"Div3","Leg-","RT04_d+24","Ger_disse",24,1,0.1,0.6,"s1","4",551,"17"
"145",4,"Div3","Leg-","RT04_d+3","Ger_disse",3,0,2.2,0,"s1","4",551,"10"
"146",4,"Div3","Leg-","RT04_d+3","Ger_disse",3,1,0.8,8.1,"s1","4",551,"10"
"147",4,"Div3","Leg-","RT04_d+6","Ver_persi",6,0,0,0,"s1","4",551,"11"
"148",4,"Div3","Leg-","RT04_d+6","Ver_persi",6,1,5.8,63.9,"s1","4",551,"11"
"149",4,"Div3","Leg-","RT04_d+9","Lol_peren",9,0,93.8,53.2,"s1","4",551,"12"
"150",4,"Div3","Leg-","RT04_d+9","Lol_peren",9,1,60.7,745.1,"s1","4",551,"12"
"151",4,"Div3","Leg-","RT04_d+9","Lol_peren",9,2,62.2,537.9,"s1","4",551,"12"
"152",4,"Div3","Leg-","RT04_d+9","Lol_peren",9,3,0.2,3.8,"s1","4",551,"12"
"153",4,"Div3","Leg-","RT04_d-12","Lol_peren",-12,0,177.9,81.1,"s1","4",551,"5"
"154",4,"Div3","Leg-","RT04_d-12","Lol_peren",-12,1,46.2,356.7,"s1","4",551,"5"
"155",4,"Div3","Leg-","RT04_d-12","Lol_peren",-12,2,75.4,339.5,"s1","4",551,"5"
"156",4,"Div3","Leg-","RT04_d-12","Lol_peren",-12,3,18.3,165.2,"s1","4",551,"5"
"157",4,"Div3","Leg-","RT04_d-12","Lol_peren",-12,4,5.9,53.7,"s1","4",551,"5"
"158",4,"Div3","Leg-","RT04_d-15","Bra_napus",-15,0,239.2,315,"s1","4",551,"4"
"159",4,"Div3","Leg-","RT04_d-15","Bra_napus",-15,1,17.2,109.2,"s1","4",551,"4"
"160",4,"Div3","Leg-","RT04_d-15","Bra_napus",-15,2,48,289.76,"s1","4",551,"4"
"161",4,"Div3","Leg-","RT04_d-15","Bra_napus",-15,3,6.2,60.68376905,"s1","4",551,"4"
"162",4,"Div3","Leg-","RT04_d-15","Bra_napus",-15,4,2.4,23.8,"s1","4",551,"4"
"163",4,"Div3","Leg-","RT04_d-18","Ver_persi",-18,0,2.8,0,"s1","4",551,"3"
"164",4,"Div3","Leg-","RT04_d-18","Ver_persi",-18,1,6.1,63.9,"s1","4",551,"3"
"165",4,"Div3","Leg-","RT04_d-18","Ver_persi",-18,2,0.5,2.4,"s1","4",551,"3"
"166",4,"Div3","Leg-","RT04_d-21","Ger_disse",-21,0,14.4,0,"s1","4",551,"2"
"167",4,"Div3","Leg-","RT04_d-21","Ger_disse",-21,1,3,26.6,"s1","4",551,"2"
"168",4,"Div3","Leg-","RT04_d-24","Lol_peren",-24,0,466.7,157.6,"s1","4",551,"1"
"169",4,"Div3","Leg-","RT04_d-24","Lol_peren",-24,1,76.4,513,"s1","4",551,"1"
"170",4,"Div3","Leg-","RT04_d-24","Lol_peren",-24,2,123.4,1086.6,"s1","4",551,"1"
"171",4,"Div3","Leg-","RT04_d-24","Lol_peren",-24,3,49.5,412.3,"s1","4",551,"1"
"172",4,"Div3","Leg-","RT04_d-24","Lol_peren",-24,4,17.7,232.2,"s1","4",551,"1"
"173",4,"Div3","Leg-","RT04_d-3","Lol_peren",-3,0,58.5,51.3,"s1","4",551,"8"
"174",4,"Div3","Leg-","RT04_d-3","Lol_peren",-3,1,30.9,212.9,"s1","4",551,"8"
"175",4,"Div3","Leg-","RT04_d-3","Lol_peren",-3,2,30.2,221.3,"s1","4",551,"8"
"176",4,"Div3","Leg-","RT04_d-3","Lol_peren",-3,3,13.6,113.5,"s1","4",551,"8"
"177",4,"Div3","Leg-","RT04_d-3","Lol_peren",-3,4,5.1,51.9,"s1","4",551,"8"
"178",4,"Div3","Leg-","RT04_d-6","Ver_persi",-6,0,2.3,0,"s1","4",551,"7"
"179",4,"Div3","Leg-","RT04_d-6","Ver_persi",-6,1,1.1,14.9,"s1","4",551,"7"
"180",4,"Div3","Leg-","RT04_d-9","Ger_disse",-9,0,9.4,0,"s1","4",551,"6"
"181",4,"Div3","Leg-","RT04_d-9","Ger_disse",-9,1,2.9,24.8,"s1","4",551,"6"
"182",4,"Div3","Leg-","RT04_d-9","Ger_disse",-9,2,0.8,8.6,"s1","4",551,"6"
"183",4,"Div3","Leg-","RT04_d0","Bra_napus",0,0,2925.4,2837.3,"s1","4",551,"9"
"184",4,"Div3","Leg-","RT04_d0","Bra_napus",0,1,266,1630,"s1","4",551,"9"
"185",4,"Div3","Leg-","RT04_d0","Bra_napus",0,2,196.9,1502.1,"s1","4",551,"9"
"186",4,"Div3","Leg-","RT04_d0","Bra_napus",0,3,389.2,3309.9,"s1","4",551,"9"
"187",4,"Div3","Leg-","RT04_d0","Bra_napus",0,4,606.9,6639.2,"s1","4",551,"9"
"188",5,"Div0","Leg-","RT05_d+15","Bra_napus",15,0,258.5,350.9,"s1","5",584.666666666667,"14"
"189",5,"Div0","Leg-","RT05_d+15","Bra_napus",15,1,27.3,172.8,"s1","5",584.666666666667,"14"
"190",5,"Div0","Leg-","RT05_d+15","Bra_napus",15,2,54.6,546.6,"s1","5",584.666666666667,"14"
"191",5,"Div0","Leg-","RT05_d+15","Bra_napus",15,3,2.8,19.2,"s1","5",584.666666666667,"14"
"192",5,"Div0","Leg-","RT05_d+18","Ver_persi",18,0,5.4,0,"s1","5",584.666666666667,"15"
"193",5,"Div0","Leg-","RT05_d+18","Ver_persi",18,1,5.8,62.3,"s1","5",584.666666666667,"15"
"194",5,"Div0","Leg-","RT05_d+21","Lol_peren",21,0,28.7,34.4,"s1","5",584.666666666667,"16"
"195",5,"Div0","Leg-","RT05_d+21","Lol_peren",21,1,23.6,112.6,"s1","5",584.666666666667,"16"
"196",5,"Div0","Leg-","RT05_d+21","Lol_peren",21,2,2.8,26.8,"s1","5",584.666666666667,"16"
"197",5,"Div0","Leg-","RT05_d+3","Ger_disse",3,0,8.8,0,"s1","5",584.666666666667,"10"
"198",5,"Div0","Leg-","RT05_d+3","Ger_disse",3,1,2.2,26.5,"s1","5",584.666666666667,"10"
"199",5,"Div0","Leg-","RT05_d+3","Ger_disse",3,2,0.1,3.3,"s1","5",584.666666666667,"10"
"200",5,"Div0","Leg-","RT05_d+6","Ver_persi",6,0,4.6,0,"s1","5",584.666666666667,"11"
"201",5,"Div0","Leg-","RT05_d+6","Ver_persi",6,1,2.3,24.9,"s1","5",584.666666666667,"11"
"202",5,"Div0","Leg-","RT05_d+9","Lol_peren",9,0,11,11.6,"s1","5",584.666666666667,"12"
"203",5,"Div0","Leg-","RT05_d+9","Lol_peren",9,1,8.1,54,"s1","5",584.666666666667,"12"
"204",5,"Div0","Leg-","RT05_d+9","Lol_peren",9,2,6,43.9,"s1","5",584.666666666667,"12"
"205",5,"Div0","Leg-","RT05_d+9","Lol_peren",9,3,0.8,5.9,"s1","5",584.666666666667,"12"
"206",5,"Div0","Leg-","RT05_d-12","Lol_peren",-12,0,185.9,93.95,"s1","5",584.666666666667,"5"
"207",5,"Div0","Leg-","RT05_d-12","Lol_peren",-12,1,81,645.4,"s1","5",584.666666666667,"5"
"208",5,"Div0","Leg-","RT05_d-12","Lol_peren",-12,2,105.9,811.1,"s1","5",584.666666666667,"5"
"209",5,"Div0","Leg-","RT05_d-12","Lol_peren",-12,3,1.9,17.1,"s1","5",584.666666666667,"5"
"210",5,"Div0","Leg-","RT05_d-18","Ver_persi",-18,0,4.1,0,"s1","5",584.666666666667,"3"
"211",5,"Div0","Leg-","RT05_d-18","Ver_persi",-18,1,3.2,42.6,"s1","5",584.666666666667,"3"
"212",5,"Div0","Leg-","RT05_d-21","Ger_disse",-21,1,0.6,6.1,"s1","5",584.666666666667,"2"
"213",5,"Div0","Leg-","RT05_d-24","Lol_peren",-24,0,186.5,81.1,"s1","5",584.666666666667,"1"
"214",5,"Div0","Leg-","RT05_d-24","Lol_peren",-24,1,66.2,538.9,"s1","5",584.666666666667,"1"
"215",5,"Div0","Leg-","RT05_d-24","Lol_peren",-24,2,64.4,638.8,"s1","5",584.666666666667,"1"
"216",5,"Div0","Leg-","RT05_d-24","Lol_peren",-24,3,13.7,133.8,"s1","5",584.666666666667,"1"
"217",5,"Div0","Leg-","RT05_d-3","Lol_peren",-3,0,123.9,81.4,"s1","5",584.666666666667,"8"
"218",5,"Div0","Leg-","RT05_d-3","Lol_peren",-3,1,62.2,465.2,"s1","5",584.666666666667,"8"
"219",5,"Div0","Leg-","RT05_d-3","Lol_peren",-3,2,9.1,85.8,"s1","5",584.666666666667,"8"
"220",5,"Div0","Leg-","RT05_d-6","Ver_persi",-6,0,4.1,0,"s1","5",584.666666666667,"7"
"221",5,"Div0","Leg-","RT05_d-6","Ver_persi",-6,1,4.2,49.9,"s1","5",584.666666666667,"7"
"222",5,"Div0","Leg-","RT05_d-9","Ger_disse",-9,0,3.6,0,"s1","5",584.666666666667,"6"
"223",5,"Div0","Leg-","RT05_d-9","Ger_disse",-9,1,1.4,17.8,"s1","5",584.666666666667,"6"
"224",5,"Div0","Leg-","RT05_d0","Bra_napus",0,0,2897.9,2457.1,"s1","5",584.666666666667,"9"
"225",5,"Div0","Leg-","RT05_d0","Bra_napus",0,1,345,2241.1,"s1","5",584.666666666667,"9"
"226",5,"Div0","Leg-","RT05_d0","Bra_napus",0,2,247,1728.6,"s1","5",584.666666666667,"9"
"227",5,"Div0","Leg-","RT05_d0","Bra_napus",0,3,469.7,4932.6,"s1","5",584.666666666667,"9"
"228",5,"Div0","Leg-","RT05_d0","Bra_napus",0,4,501.8,6300.4,"s1","5",584.666666666667,"9"
"229",6,"Div1","Leg-","RT06_d+15","Bra_napus",15,0,75.2,0,"s1","6",553.333333333333,"14"
"230",6,"Div1","Leg-","RT06_d+15","Bra_napus",15,1,11.3,114.8,"s1","6",553.333333333333,"14"
"231",6,"Div1","Leg-","RT06_d+15","Bra_napus",15,2,2.4,28.7,"s1","6",553.333333333333,"14"
"232",6,"Div1","Leg-","RT06_d+18","Ver_persi",18,0,6,0,"s1","6",553.333333333333,"15"
"233",6,"Div1","Leg-","RT06_d+18","Ver_persi",18,1,1.8,22.7,"s1","6",553.333333333333,"15"
"234",6,"Div1","Leg-","RT06_d+21","Lol_peren",21,0,19.1,22.17898833,"s1","6",553.333333333333,"16"
"235",6,"Div1","Leg-","RT06_d+21","Lol_peren",21,1,17,114.2,"s1","6",553.333333333333,"16"
"236",6,"Div1","Leg-","RT06_d+21","Lol_peren",21,2,2,10.8,"s1","6",553.333333333333,"16"
"237",6,"Div1","Leg-","RT06_d+3","Ger_disse",3,0,1.8,0,"s1","6",553.333333333333,"10"
"238",6,"Div1","Leg-","RT06_d+3","Ger_disse",3,1,0.3,5.9,"s1","6",553.333333333333,"10"
"239",6,"Div1","Leg-","RT06_d+9","Lol_peren",9,0,8.7,13,"s1","6",553.333333333333,"12"
"240",6,"Div1","Leg-","RT06_d+9","Lol_peren",9,1,8.4,65.5,"s1","6",553.333333333333,"12"
"241",6,"Div1","Leg-","RT06_d-12","Lol_peren",-12,0,40.4,36.6,"s1","6",553.333333333333,"5"
"242",6,"Div1","Leg-","RT06_d-12","Lol_peren",-12,1,18.4,127.4,"s1","6",553.333333333333,"5"
"243",6,"Div1","Leg-","RT06_d-15","Bra_napus",-15,0,1836,1675.5,"s1","6",553.333333333333,"4"
"244",6,"Div1","Leg-","RT06_d-15","Bra_napus",-15,1,205.4,1240.8,"s1","6",553.333333333333,"4"
"245",6,"Div1","Leg-","RT06_d-15","Bra_napus",-15,2,239.2,1771.9,"s1","6",553.333333333333,"4"
"246",6,"Div1","Leg-","RT06_d-15","Bra_napus",-15,3,381.4,3638.3,"s1","6",553.333333333333,"4"
"247",6,"Div1","Leg-","RT06_d-15","Bra_napus",-15,4,146,2213.6,"s1","6",553.333333333333,"4"
"248",6,"Div1","Leg-","RT06_d-18","Ver_persi",-18,0,1.4,0,"s1","6",553.333333333333,"3"
"249",6,"Div1","Leg-","RT06_d-18","Ver_persi",-18,1,1,10.6,"s1","6",553.333333333333,"3"
