"","RT","div","leg","id_loca","id_taxo","distance","strata","DW","FW","serie","position","PAR","numPL"
"564",13,"Div2","Leg+","RT13_d+15","Bra_napus",15,4,18.9,260,"s1","8",508.333333333333,"4"
"565",13,"Div2","Leg+","RT13_d+18","Ver_persi",18,0,11.3,0,"s1","8",508.333333333333,"3"
"566",13,"Div2","Leg+","RT13_d+18","Ver_persi",18,1,11.6,101.5,"s1","8",508.333333333333,"3"
"567",13,"Div2","Leg+","RT13_d+21","Tri_alexa",21,0,46.2,28.4,"s1","8",508.333333333333,"2"
"568",13,"Div2","Leg+","RT13_d+21","Tri_alexa",21,1,21.4,187.5,"s1","8",508.333333333333,"2"
"569",13,"Div2","Leg+","RT13_d+21","Tri_alexa",21,2,8.6,74.4,"s1","8",508.333333333333,"2"
"570",13,"Div2","Leg+","RT13_d+21","Tri_alexa",21,3,1.2,10.3,"s1","8",508.333333333333,"2"
"571",13,"Div2","Leg+","RT13_d+6","Tri_alexa",6,0,30.1,26.4,"s1","8",508.333333333333,"7"
"572",13,"Div2","Leg+","RT13_d+6","Tri_alexa",6,1,18.1,146.2,"s1","8",508.333333333333,"7"
"573",13,"Div2","Leg+","RT13_d+6","Tri_alexa",6,2,20.5,138.4,"s1","8",508.333333333333,"7"
"574",13,"Div2","Leg+","RT13_d+6","Tri_alexa",6,3,0.5,2.6,"s1","8",508.333333333333,"7"
"575",13,"Div2","Leg+","RT13_d+9","Lol_peren",9,0,284.2,103.7,"s1","8",508.333333333333,"6"
"576",13,"Div2","Leg+","RT13_d+9","Lol_peren",9,1,139.4,1338.7,"s1","8",508.333333333333,"6"
"577",13,"Div2","Leg+","RT13_d+9","Lol_peren",9,2,62.1,483.6,"s1","8",508.333333333333,"6"
"578",13,"Div2","Leg+","RT13_d+9","Lol_peren",9,3,27.7,215.9,"s1","8",508.333333333333,"6"
"579",13,"Div2","Leg+","RT13_d+9","Lol_peren",9,4,2.1,20,"s1","8",508.333333333333,"6"
"580",13,"Div2","Leg+","RT13_d-12","Lol_peren",-12,0,24,23.3,"s1","8",508.333333333333,"13"
"581",13,"Div2","Leg+","RT13_d-12","Lol_peren",-12,1,16.6,127.6,"s1","8",508.333333333333,"13"
"582",13,"Div2","Leg+","RT13_d-12","Lol_peren",-12,2,2.5,31.2,"s1","8",508.333333333333,"13"
"583",13,"Div2","Leg+","RT13_d-15","Bra_napus",-15,0,1876.1,859,"s1","8",508.333333333333,"14"
"584",13,"Div2","Leg+","RT13_d-15","Bra_napus",-15,1,180.6,1384.7,"s1","8",508.333333333333,"14"
"585",13,"Div2","Leg+","RT13_d-15","Bra_napus",-15,2,89.5,790.8,"s1","8",508.333333333333,"14"
"586",13,"Div2","Leg+","RT13_d-15","Bra_napus",-15,3,110.2,850.6,"s1","8",508.333333333333,"14"
"587",13,"Div2","Leg+","RT13_d-15","Bra_napus",-15,4,121.5,1440.2,"s1","8",508.333333333333,"14"
"588",13,"Div2","Leg+","RT13_d-18","Tri_alexa",-18,0,9.4,10.3,"s1","8",508.333333333333,"15"
"589",13,"Div2","Leg+","RT13_d-18","Tri_alexa",-18,1,5.9,62.6,"s1","8",508.333333333333,"15"
"590",13,"Div2","Leg+","RT13_d-18","Tri_alexa",-18,2,2,23.9,"s1","8",508.333333333333,"15"
"591",13,"Div2","Leg+","RT13_d-21","Ger_disse",-21,0,4.9,0,"s1","8",508.333333333333,"16"
"592",13,"Div2","Leg+","RT13_d-24","Tri_alexa",-24,0,8.1,9.8,"s1","8",508.333333333333,"17"
"593",13,"Div2","Leg+","RT13_d-24","Tri_alexa",-24,1,3.9,24.7,"s1","8",508.333333333333,"17"
"594",13,"Div2","Leg+","RT13_d-24","Tri_alexa",-24,2,1,3.6,"s1","8",508.333333333333,"17"
"595",13,"Div2","Leg+","RT13_d-3","Tri_alexa",-3,0,20,16.4,"s1","8",508.333333333333,"10"
"596",13,"Div2","Leg+","RT13_d-3","Tri_alexa",-3,1,7.5,50.9,"s1","8",508.333333333333,"10"
"597",13,"Div2","Leg+","RT13_d-3","Tri_alexa",-3,2,14.7,143.7,"s1","8",508.333333333333,"10"
"598",13,"Div2","Leg+","RT13_d-3","Tri_alexa",-3,3,3.9,39,"s1","8",508.333333333333,"10"
"599",13,"Div2","Leg+","RT13_d-3","Tri_alexa",-3,4,0.3,3.9,"s1","8",508.333333333333,"10"
"600",13,"Div2","Leg+","RT13_d-6","Ver_persi",-6,0,3.1,0,"s1","8",508.333333333333,"11"
"601",13,"Div2","Leg+","RT13_d-6","Ver_persi",-6,1,2,16.9,"s1","8",508.333333333333,"11"
"602",13,"Div2","Leg+","RT13_d-9","Tri_alexa",-9,0,29.1,19.2,"s1","8",508.333333333333,"12"
"603",13,"Div2","Leg+","RT13_d-9","Tri_alexa",-9,1,26.3,242.2,"s1","8",508.333333333333,"12"
"604",13,"Div2","Leg+","RT13_d-9","Tri_alexa",-9,2,1.6,16,"s1","8",508.333333333333,"12"
"605",13,"Div2","Leg+","RT13_d0","Bra_napus",0,0,2245.2,2230.4,"s1","8",508.333333333333,"9"
"606",13,"Div2","Leg+","RT13_d0","Bra_napus",0,1,227.2,1645.9,"s1","8",508.333333333333,"9"
"607",13,"Div2","Leg+","RT13_d0","Bra_napus",0,2,193.1,1787.3,"s1","8",508.333333333333,"9"
"608",13,"Div2","Leg+","RT13_d0","Bra_napus",0,3,418,3705.3,"s1","8",508.333333333333,"9"
"609",13,"Div2","Leg+","RT13_d0","Bra_napus",0,4,158.5,1692.8,"s1","8",508.333333333333,"9"
"610",14,"Div3","Leg+","RT14_d+12","Tri_alexa",12,0,12.3,12.2,"s1","7",521.333333333333,"5"
"611",14,"Div3","Leg+","RT14_d+12","Tri_alexa",12,1,7.4,66.4,"s1","7",521.333333333333,"5"
"612",14,"Div3","Leg+","RT14_d+12","Tri_alexa",12,2,0.7,7.4,"s1","7",521.333333333333,"5"
"613",14,"Div3","Leg+","RT14_d+15","Bra_napus",15,0,1211.3,1104.7,"s1","7",521.333333333333,"4"
"614",14,"Div3","Leg+","RT14_d+15","Bra_napus",15,1,114.4,723.2,"s1","7",521.333333333333,"4"
"615",14,"Div3","Leg+","RT14_d+15","Bra_napus",15,2,116.2,976.96253952,"s1","7",521.333333333333,"4"
"616",14,"Div3","Leg+","RT14_d+15","Bra_napus",15,3,201.3,1818,"s1","7",521.333333333333,"4"
"617",14,"Div3","Leg+","RT14_d+15","Bra_napus",15,4,99.8,1383.2,"s1","7",521.333333333333,"4"
"618",14,"Div3","Leg+","RT14_d+18","Ver_persi",18,0,3.4,0,"s1","7",521.333333333333,"3"
"619",14,"Div3","Leg+","RT14_d+18","Ver_persi",18,1,1.8,27.3,"s1","7",521.333333333333,"3"
"620",14,"Div3","Leg+","RT14_d+24","Ger_disse",24,0,8.2,0,"s1","7",521.333333333333,"1"
"621",14,"Div3","Leg+","RT14_d+24","Ger_disse",24,1,2.3,20,"s1","7",521.333333333333,"1"
"622",14,"Div3","Leg+","RT14_d+24","Ger_disse",24,2,0.7,9.1,"s1","7",521.333333333333,"1"
"623",14,"Div3","Leg+","RT14_d+6","Tri_alexa",6,0,16.2,11.7,"s1","7",521.333333333333,"7"
"624",14,"Div3","Leg+","RT14_d+6","Tri_alexa",6,1,8.5,161.4,"s1","7",521.333333333333,"7"
"625",14,"Div3","Leg+","RT14_d+6","Tri_alexa",6,2,2.6,24.58,"s1","7",521.333333333333,"7"
"626",14,"Div3","Leg+","RT14_d+9","Lol_peren",9,0,170.7,51.1,"s1","7",521.333333333333,"6"
"627",14,"Div3","Leg+","RT14_d+9","Lol_peren",9,1,72.2,542.3,"s1","7",521.333333333333,"6"
"628",14,"Div3","Leg+","RT14_d+9","Lol_peren",9,2,48,368,"s1","7",521.333333333333,"6"
"629",14,"Div3","Leg+","RT14_d+9","Lol_peren",9,3,3.2,23,"s1","7",521.333333333333,"6"
"630",14,"Div3","Leg+","RT14_d-12","Lol_peren",-12,0,197.2,74,"s1","7",521.333333333333,"13"
"631",14,"Div3","Leg+","RT14_d-12","Lol_peren",-12,1,68,556.6,"s1","7",521.333333333333,"13"
"632",14,"Div3","Leg+","RT14_d-12","Lol_peren",-12,2,93.2,866.2,"s1","7",521.333333333333,"13"
"633",14,"Div3","Leg+","RT14_d-12","Lol_peren",-12,3,12.3,124.9,"s1","7",521.333333333333,"13"
"634",14,"Div3","Leg+","RT14_d-15","Bra_napus",-15,0,223.6,334.9,"s1","7",521.333333333333,"14"
"635",14,"Div3","Leg+","RT14_d-15","Bra_napus",-15,1,22.9,147.4,"s1","7",521.333333333333,"14"
"636",14,"Div3","Leg+","RT14_d-15","Bra_napus",-15,2,41,356.3,"s1","7",521.333333333333,"14"
"637",14,"Div3","Leg+","RT14_d-15","Bra_napus",-15,3,23.9,241.5,"s1","7",521.333333333333,"14"
"638",14,"Div3","Leg+","RT14_d-15","Bra_napus",-15,4,10.3395028,101.2,"s1","7",521.333333333333,"14"
"639",14,"Div3","Leg+","RT14_d-3","Tri_alexa",-3,0,15.3,11.7,"s1","7",521.333333333333,"10"
"640",14,"Div3","Leg+","RT14_d-3","Tri_alexa",-3,1,14.8,161.4,"s1","7",521.333333333333,"10"
"641",14,"Div3","Leg+","RT14_d-3","Tri_alexa",-3,2,7.4,76.6,"s1","7",521.333333333333,"10"
"642",14,"Div3","Leg+","RT14_d-6","Ver_persi",-6,0,3.8,0,"s1","7",521.333333333333,"11"
"643",14,"Div3","Leg+","RT14_d-6","Ver_persi",-6,1,3.4,49.9,"s1","7",521.333333333333,"11"
"644",14,"Div3","Leg+","RT14_d-9","Tri_alexa",-9,0,64.7,61.9,"s1","7",521.333333333333,"12"
"645",14,"Div3","Leg+","RT14_d-9","Tri_alexa",-9,1,18.7,119.9,"s1","7",521.333333333333,"12"
"646",14,"Div3","Leg+","RT14_d-9","Tri_alexa",-9,2,37,340.8,"s1","7",521.333333333333,"12"
"647",14,"Div3","Leg+","RT14_d-9","Tri_alexa",-9,3,28.5,348.2,"s1","7",521.333333333333,"12"
"648",14,"Div3","Leg+","RT14_d-9","Tri_alexa",-9,4,9.1,129,"s1","7",521.333333333333,"12"
"649",14,"Div3","Leg+","RT14_d0","Bra_napus",0,0,2590.3,2262.2,"s1","7",521.333333333333,"9"
"650",14,"Div3","Leg+","RT14_d0","Bra_napus",0,1,266.8,1816.2,"s1","7",521.333333333333,"9"
"651",14,"Div3","Leg+","RT14_d0","Bra_napus",0,2,172.3,1565.493738,"s1","7",521.333333333333,"9"
"652",14,"Div3","Leg+","RT14_d0","Bra_napus",0,3,472.4,4504.6,"s1","7",521.333333333333,"9"
"653",14,"Div3","Leg+","RT14_d0","Bra_napus",0,4,451.8,3358.780581,"s1","7",521.333333333333,"9"
"654",15,"Div0","Leg+","RT15_d+12","Tri_alexa",12,0,43.7,37.1,"s1","6",549.666666666667,"5"
"655",15,"Div0","Leg+","RT15_d+12","Tri_alexa",12,1,18.7,166.3,"s1","6",549.666666666667,"5"
"656",15,"Div0","Leg+","RT15_d+12","Tri_alexa",12,2,16.7,191.7,"s1","6",549.666666666667,"5"
"657",15,"Div0","Leg+","RT15_d+12","Tri_alexa",12,3,9.5,121.9,"s1","6",549.666666666667,"5"
"658",15,"Div0","Leg+","RT15_d+12","Tri_alexa",12,4,4.3,74,"s1","6",549.666666666667,"5"
"659",15,"Div0","Leg+","RT15_d+15","Bra_napus",15,0,283.1,1079.5,"s1","6",549.666666666667,"4"
"660",15,"Div0","Leg+","RT15_d+15","Bra_napus",15,1,123.7,769.5,"s1","6",549.666666666667,"4"
"661",15,"Div0","Leg+","RT15_d+15","Bra_napus",15,2,110.8,805.1,"s1","6",549.666666666667,"4"
"662",15,"Div0","Leg+","RT15_d+15","Bra_napus",15,3,196.7,2251.2,"s1","6",549.666666666667,"4"
"663",15,"Div0","Leg+","RT15_d+15","Bra_napus",15,4,119.4,1673.8,"s1","6",549.666666666667,"4"
"664",15,"Div0","Leg+","RT15_d+18","Ver_persi",18,0,6.4,0,"s1","6",549.666666666667,"3"
"665",15,"Div0","Leg+","RT15_d+18","Ver_persi",18,1,5.7,65.8,"s1","6",549.666666666667,"3"
"666",15,"Div0","Leg+","RT15_d+18","Ver_persi",18,2,0.2,7,"s1","6",549.666666666667,"3"
"667",15,"Div0","Leg+","RT15_d+21","Tri_alexa",21,0,87.4,63.5,"s1","6",549.666666666667,"2"
"668",15,"Div0","Leg+","RT15_d+21","Tri_alexa",21,1,36.5,263.3,"s1","6",549.666666666667,"2"
"669",15,"Div0","Leg+","RT15_d+21","Tri_alexa",21,2,52.5,546.9,"s1","6",549.666666666667,"2"
"670",15,"Div0","Leg+","RT15_d+21","Tri_alexa",21,3,26.1,299.9,"s1","6",549.666666666667,"2"
"671",15,"Div0","Leg+","RT15_d+21","Tri_alexa",21,4,8.4,145.1,"s1","6",549.666666666667,"2"
"672",15,"Div0","Leg+","RT15_d+3","Ger_disse",3,0,1.8,0,"s1","6",549.666666666667,"8"
"673",15,"Div0","Leg+","RT15_d+3","Ger_disse",3,1,0.6,5.3,"s1","6",549.666666666667,"8"
"674",15,"Div0","Leg+","RT15_d+9","Lol_peren",9,0,256.7,82.9,"s1","6",549.666666666667,"6"
"675",15,"Div0","Leg+","RT15_d+9","Lol_peren",9,1,85.5,730.6,"s1","6",549.666666666667,"6"
"676",15,"Div0","Leg+","RT15_d+9","Lol_peren",9,2,99.8,912.6,"s1","6",549.666666666667,"6"
"677",15,"Div0","Leg+","RT15_d+9","Lol_peren",9,3,46.5,435.9,"s1","6",549.666666666667,"6"
"678",15,"Div0","Leg+","RT15_d-12","Lol_peren",-12,0,35,33.4,"s1","6",549.666666666667,"13"
"679",15,"Div0","Leg+","RT15_d-12","Lol_peren",-12,1,24.9,221.9,"s1","6",549.666666666667,"13"
"680",15,"Div0","Leg+","RT15_d-12","Lol_peren",-12,2,10.2,103.9,"s1","6",549.666666666667,"13"
"681",15,"Div0","Leg+","RT15_d-15","Bra_napus",-15,0,426.1,442.9,"s1","6",549.666666666667,"14"
"682",15,"Div0","Leg+","RT15_d-15","Bra_napus",-15,1,55.5,449.1,"s1","6",549.666666666667,"14"
"683",15,"Div0","Leg+","RT15_d-15","Bra_napus",-15,2,19.9,283.9,"s1","6",549.666666666667,"14"
"684",15,"Div0","Leg+","RT15_d-18","Tri_alexa",-18,0,8.6,0,"s1","6",549.666666666667,"15"
"685",15,"Div0","Leg+","RT15_d-18","Tri_alexa",-18,1,11.2,109.6,"s1","6",549.666666666667,"15"
"686",15,"Div0","Leg+","RT15_d-24","Tri_alexa",-24,0,23.6,14.5,"s1","6",549.666666666667,"17"
"687",15,"Div0","Leg+","RT15_d-24","Tri_alexa",-24,1,11.8,100.4,"s1","6",549.666666666667,"17"
"688",15,"Div0","Leg+","RT15_d-3","Tri_alexa",-3,0,21.2,16.35514019,"s1","6",549.666666666667,"10"
"689",15,"Div0","Leg+","RT15_d-3","Tri_alexa",-3,1,15.4,146.1,"s1","6",549.666666666667,"10"
"690",15,"Div0","Leg+","RT15_d-3","Tri_alexa",-3,2,7.1,86.8,"s1","6",549.666666666667,"10"
"691",15,"Div0","Leg+","RT15_d-3","Tri_alexa",-3,3,0.9,15.2,"s1","6",549.666666666667,"10"
"692",15,"Div0","Leg+","RT15_d-6","Ver_persi",-6,0,31.2,0,"s1","6",549.666666666667,"11"
"693",15,"Div0","Leg+","RT15_d-6","Ver_persi",-6,1,28.6,319.7,"s1","6",549.666666666667,"11"
"694",15,"Div0","Leg+","RT15_d-6","Ver_persi",-6,2,2.7,26.4,"s1","6",549.666666666667,"11"
"695",15,"Div0","Leg+","RT15_d-9","Tri_alexa",-9,0,4.6,0,"s1","6",549.666666666667,"12"
"696",15,"Div0","Leg+","RT15_d-9","Tri_alexa",-9,1,1.9,17.97,"s1","6",549.666666666667,"12"
"697",15,"Div0","Leg+","RT15_d-9","Tri_alexa",-9,2,4,26.2,"s1","6",549.666666666667,"12"
"698",15,"Div0","Leg+","RT15_d0","Bra_napus",0,0,2620.1,1810.5,"s1","6",549.666666666667,"9"
"699",15,"Div0","Leg+","RT15_d0","Bra_napus",0,1,311.1,1902.6,"s1","6",549.666666666667,"9"
"700",15,"Div0","Leg+","RT15_d0","Bra_napus",0,2,214,1785,"s1","6",549.666666666667,"9"
"701",15,"Div0","Leg+","RT15_d0","Bra_napus",0,3,332.4,2799.6,"s1","6",549.666666666667,"9"
"702",15,"Div0","Leg+","RT15_d0","Bra_napus",0,4,534.5,6786.8,"s1","6",549.666666666667,"9"
"703",16,"Div1","Leg+","RT16_d+12","Tri_alexa",12,0,29.6,23.2,"s1","5",553,"5"
"704",16,"Div1","Leg+","RT16_d+12","Tri_alexa",12,1,15,120.2,"s1","5",553,"5"
"705",16,"Div1","Leg+","RT16_d+12","Tri_alexa",12,2,12.1,114.3,"s1","5",553,"5"
"706",16,"Div1","Leg+","RT16_d+12","Tri_alexa",12,3,0.9,11,"s1","5",553,"5"
"707",16,"Div1","Leg+","RT16_d+15","Bra_napus",15,0,2020.7,1564,"s1","5",553,"4"
"708",16,"Div1","Leg+","RT16_d+15","Bra_napus",15,1,254.4,1513.7,"s1","5",553,"4"
"709",16,"Div1","Leg+","RT16_d+15","Bra_napus",15,2,235.7,2406.9149096,"s1","5",553,"4"
"710",16,"Div1","Leg+","RT16_d+15","Bra_napus",15,3,268.2,2237.7,"s1","5",553,"4"
"711",16,"Div1","Leg+","RT16_d+15","Bra_napus",15,4,190.2,2581.8,"s1","5",553,"4"
"712",16,"Div1","Leg+","RT16_d+18","Ver_persi",18,0,5.8,0,"s1","5",553,"3"
"713",16,"Div1","Leg+","RT16_d+18","Ver_persi",18,1,0.1,0.6,"s1","5",553,"3"
"714",16,"Div1","Leg+","RT16_d+21","Tri_alexa",21,0,8.1,5.4,"s1","5",553,"2"
"715",16,"Div1","Leg+","RT16_d+21","Tri_alexa",21,1,5.9,60.9,"s1","5",553,"2"
"716",16,"Div1","Leg+","RT16_d+24","Ger_disse",24,0,3.1,0,"s1","5",553,"1"
"717",16,"Div1","Leg+","RT16_d+24","Ger_disse",24,1,0.6,5.8,"s1","5",553,"1"
"718",16,"Div1","Leg+","RT16_d+3","Ger_disse",3,0,4.7,0,"s1","5",553,"8"
"719",16,"Div1","Leg+","RT16_d+3","Ger_disse",3,1,2.3,26.3,"s1","5",553,"8"
"720",16,"Div1","Leg+","RT16_d+3","Ger_disse",3,2,0.2,3.8,"s1","5",553,"8"
"721",16,"Div1","Leg+","RT16_d+6","Tri_alexa",6,0,15.3,16.4,"s1","5",553,"7"
"722",16,"Div1","Leg+","RT16_d+6","Tri_alexa",6,1,10.7,117.2,"s1","5",553,"7"
"723",16,"Div1","Leg+","RT16_d+6","Tri_alexa",6,2,4.1,49.5,"s1","5",553,"7"
"724",16,"Div1","Leg+","RT16_d+9","Lol_peren",9,0,180.6,60.5,"s1","5",553,"6"
"725",16,"Div1","Leg+","RT16_d+9","Lol_peren",9,1,91.6,823.5,"s1","5",553,"6"
"726",16,"Div1","Leg+","RT16_d+9","Lol_peren",9,2,88.9,839.3,"s1","5",553,"6"
"727",16,"Div1","Leg+","RT16_d+9","Lol_peren",9,3,33.5,357.4,"s1","5",553,"6"
"728",16,"Div1","Leg+","RT16_d+9","Lol_peren",9,4,13.1,93.6,"s1","5",553,"6"
"729",16,"Div1","Leg+","RT16_d-12","Lol_peren",-12,0,11.5,16.8,"s1","5",553,"13"
"730",16,"Div1","Leg+","RT16_d-12","Lol_peren",-12,1,4.8,31.8,"s1","5",553,"13"
"731",16,"Div1","Leg+","RT16_d-12","Lol_peren",-12,2,0.9,8.3,"s1","5",553,"13"
"732",16,"Div1","Leg+","RT16_d-18","Tri_alexa",-18,0,16.3,13.6,"s1","5",553,"15"
"733",16,"Div1","Leg+","RT16_d-18","Tri_alexa",-18,1,14.2,146.6,"s1","5",553,"15"
"734",16,"Div1","Leg+","RT16_d-18","Tri_alexa",-18,2,1.1,12.8,"s1","5",553,"15"
"735",16,"Div1","Leg+","RT16_d-24","Tri_alexa",-24,0,8.9,9.4,"s1","5",553,"17"
"736",16,"Div1","Leg+","RT16_d-24","Tri_alexa",-24,1,4.1,33,"s1","5",553,"17"
"737",16,"Div1","Leg+","RT16_d-24","Tri_alexa",-24,2,16.2,187.8,"s1","5",553,"17"
"738",16,"Div1","Leg+","RT16_d-6","Ver_persi",-6,0,2.4,0,"s1","5",553,"11"
"739",16,"Div1","Leg+","RT16_d-6","Ver_persi",-6,1,2.3,28.3,"s1","5",553,"11"
"740",16,"Div1","Leg+","RT16_d0","Bra_napus",0,0,2606.9,2163.3,"s1","5",553,"9"
"741",16,"Div1","Leg+","RT16_d0","Bra_napus",0,1,269.7,1728.8,"s1","5",553,"9"
"742",16,"Div1","Leg+","RT16_d0","Bra_napus",0,2,300.2,2466.7,"s1","5",553,"9"
"743",16,"Div1","Leg+","RT16_d0","Bra_napus",0,3,346.4,3369.8,"s1","5",553,"9"
"744",16,"Div1","Leg+","RT16_d0","Bra_napus",0,4,432.1,4890.6,"s1","5",553,"9"
"745",17,"Div2","Leg+","RT17_d+21","Tri_alexa",21,0,65.6,53.8,"s1","4",556,"2"
"746",17,"Div2","Leg+","RT17_d+21","Tri_alexa",21,1,27.3,286,"s1","4",556,"2"
"747",17,"Div2","Leg+","RT17_d+21","Tri_alexa",21,2,23,299.7,"s1","4",556,"2"
"748",17,"Div2","Leg+","RT17_d+21","Tri_alexa",21,3,1.5,14.18,"s1","4",556,"2"
"749",17,"Div2","Leg+","RT17_d+24","Ger_disse",24,0,23.5,0,"s1","4",556,"1"
"750",17,"Div2","Leg+","RT17_d+24","Ger_disse",24,1,5,59.5,"s1","4",556,"1"
"751",17,"Div2","Leg+","RT17_d+24","Ger_disse",24,2,5.2,87.6,"s1","4",556,"1"
"752",17,"Div2","Leg+","RT17_d+24","Ger_disse",24,3,0.3,4.6,"s1","4",556,"1"
"753",17,"Div2","Leg+","RT17_d+3","Ger_disse",3,1,1,9.3,"s1","4",556,"8"
"754",17,"Div2","Leg+","RT17_d+6","Tri_alexa",6,0,24.2,32.1,"s1","4",556,"7"
"755",17,"Div2","Leg+","RT17_d+6","Tri_alexa",6,1,18.3,180.5,"s1","4",556,"7"
"756",17,"Div2","Leg+","RT17_d+6","Tri_alexa",6,2,5.8,79.4,"s1","4",556,"7"
"757",17,"Div2","Leg+","RT17_d+9","Lol_peren",9,0,561.4,172.03,"s1","4",556,"6"
"758",17,"Div2","Leg+","RT17_d+9","Lol_peren",9,1,94.6,765.5579833,"s1","4",556,"6"
"759",17,"Div2","Leg+","RT17_d+9","Lol_peren",9,2,165.3,1337.703326,"s1","4",556,"6"
"760",17,"Div2","Leg+","RT17_d+9","Lol_peren",9,3,28.5,379.2,"s1","4",556,"6"
"761",17,"Div2","Leg+","RT17_d+9","Lol_peren",9,4,0.3,2.427773731,"s1","4",556,"6"
"762",17,"Div2","Leg+","RT17_d-12","Lol_peren",-12,0,139,91.1,"s1","4",556,"13"
"763",17,"Div2","Leg+","RT17_d-12","Lol_peren",-12,1,30.2,209.7,"s1","4",556,"13"
"764",17,"Div2","Leg+","RT17_d-12","Lol_peren",-12,2,30.5,272.5,"s1","4",556,"13"
"765",17,"Div2","Leg+","RT17_d-12","Lol_peren",-12,3,14.6,150.4,"s1","4",556,"13"
"766",17,"Div2","Leg+","RT17_d-12","Lol_peren",-12,4,4.2,45.4,"s1","4",556,"13"
"767",17,"Div2","Leg+","RT17_d-15","Bra_napus",-15,0,2829.9,2655,"s1","4",556,"14"
"768",17,"Div2","Leg+","RT17_d-15","Bra_napus",-15,1,284.3,1712.1,"s1","4",556,"14"
"769",17,"Div2","Leg+","RT17_d-15","Bra_napus",-15,2,291.4,2227.8,"s1","4",556,"14"
"770",17,"Div2","Leg+","RT17_d-15","Bra_napus",-15,3,381,3462.2,"s1","4",556,"14"
"771",17,"Div2","Leg+","RT17_d-15","Bra_napus",-15,4,238.7,3129.49,"s1","4",556,"14"
"772",17,"Div2","Leg+","RT17_d-18","Tri_alexa",-18,0,11.8,13.86138614,"s1","4",556,"15"
"773",17,"Div2","Leg+","RT17_d-18","Tri_alexa",-18,1,7.3,64.7,"s1","4",556,"15"
"774",17,"Div2","Leg+","RT17_d-18","Tri_alexa",-18,2,1.7,21.1,"s1","4",556,"15"
"775",17,"Div2","Leg+","RT17_d-24","Tri_alexa",-24,0,10.9,15,"s1","4",556,"17"
"776",17,"Div2","Leg+","RT17_d-24","Tri_alexa",-24,1,6,54.3,"s1","4",556,"17"
"777",17,"Div2","Leg+","RT17_d-24","Tri_alexa",-24,2,2.8,20.6,"s1","4",556,"17"
"778",17,"Div2","Leg+","RT17_d-3","Tri_alexa",-3,0,142.3,123.9,"s1","4",556,"10"
"779",17,"Div2","Leg+","RT17_d-3","Tri_alexa",-3,1,43.7,307.7,"s1","4",556,"10"
"780",17,"Div2","Leg+","RT17_d-3","Tri_alexa",-3,2,54.6,597.3,"s1","4",556,"10"
"781",17,"Div2","Leg+","RT17_d-3","Tri_alexa",-3,3,8.3,101.2,"s1","4",556,"10"
"782",17,"Div2","Leg+","RT17_d-3","Tri_alexa",-3,4,3.5,33.09,"s1","4",556,"10"
"783",17,"Div2","Leg+","RT17_d-6","Ver_persi",-6,0,5.2,0,"s1","4",556,"11"
"784",17,"Div2","Leg+","RT17_d-6","Ver_persi",-6,1,3.7,41.9,"s1","4",556,"11"
"785",17,"Div2","Leg+","RT17_d-9","Tri_alexa",-9,0,14.8,14.5,"s1","4",556,"12"
"786",17,"Div2","Leg+","RT17_d-9","Tri_alexa",-9,1,5.3,50.9,"s1","4",556,"12"
"787",17,"Div2","Leg+","RT17_d-9","Tri_alexa",-9,2,11,129.6,"s1","4",556,"12"
"788",17,"Div2","Leg+","RT17_d-9","Tri_alexa",-9,3,1.8,29.7,"s1","4",556,"12"
"789",17,"Div2","Leg+","RT17_d0","Bra_napus",0,0,174,199,"s1","4",556,"9"
"790",17,"Div2","Leg+","RT17_d0","Bra_napus",0,1,33.4,326.9,"s1","4",556,"9"
"791",17,"Div2","Leg+","RT17_d0","Bra_napus",0,2,8.1,54.3,"s1","4",556,"9"
"792",18,"Div3","Leg+","RT18_d+12","Tri_alexa",12,0,11.1,6.8,"s1","3",541,"5"
"793",18,"Div3","Leg+","RT18_d+12","Tri_alexa",12,1,7.7,71.2,"s1","3",541,"5"
"794",18,"Div3","Leg+","RT18_d+15","Bra_napus",15,0,1037.4,904.4,"s1","3",541,"4"
"795",18,"Div3","Leg+","RT18_d+15","Bra_napus",15,1,128.4,1316.2,"s1","3",541,"4"
"796",18,"Div3","Leg+","RT18_d+15","Bra_napus",15,2,100.4,998.8,"s1","3",541,"4"
"797",18,"Div3","Leg+","RT18_d+15","Bra_napus",15,3,2.50518388,24.52,"s1","3",541,"4"
"798",18,"Div3","Leg+","RT18_d+21","Tri_alexa",21,0,19.5,20,"s1","3",541,"2"
"799",18,"Div3","Leg+","RT18_d+21","Tri_alexa",21,1,6.1235619,57.9,"s1","3",541,"2"
"800",18,"Div3","Leg+","RT18_d+24","Ger_disse",24,0,1.5,0,"s1","3",541,"1"
"801",18,"Div3","Leg+","RT18_d+24","Ger_disse",24,1,0.2,5.3,"s1","3",541,"1"
"802",18,"Div3","Leg+","RT18_d+3","Ger_disse",3,0,7.4,0,"s1","3",541,"8"
"803",18,"Div3","Leg+","RT18_d+3","Ger_disse",3,1,1.8,11.3,"s1","3",541,"8"
"804",18,"Div3","Leg+","RT18_d+6","Tri_alexa",6,0,34.6,22.6,"s1","3",541,"7"
"805",18,"Div3","Leg+","RT18_d+6","Tri_alexa",6,1,9.8,78.2,"s1","3",541,"7"
"806",18,"Div3","Leg+","RT18_d+6","Tri_alexa",6,2,6.1,103.1,"s1","3",541,"7"
