id_loca;id_div;id_leg;division;strata;id_taxo;DW;FW;RDMC;id_RT
RT09_d0;Div0;Leg-;Taproot;3;Bra_napus;18.4;107.3;171.4818267;9
RT09_d0;Div0;Leg-;Fine roots;4;Bra_napus;238.4;2260;105.4867257;9
RT09_d0;Div0;Leg-;Taproot;4;Bra_napus;4.7;24.9;188.7550201;9
RT09_d-12;Div0;Leg-;Fine roots;1;Lol_peren;83.6;469.5;178.0617678;9
RT09_d-12;Div0;Leg-;Fine roots;2;Lol_peren;36.6;233.7;156.6110398;9
RT09_d-12;Div0;Leg-;Fine roots;3;Lol_peren;20.6;134.2;153.5022355;9
RT09_d-12;Div0;Leg-;Fine roots;4;Lol_peren;10.2;94.8;107.5949367;9
RT09_d-15;Div0;Leg-;Fine roots;1;Bra_napus;3.1;15.1;205.2980132;9
RT09_d-15;Div0;Leg-;Taproot;1;Bra_napus;130.1;849.3;153.1849759;9
RT09_d-15;Div0;Leg-;Fine roots;2;Bra_napus;89.3;414.8;215.2844744;9
RT09_d-15;Div0;Leg-;Taproot;2;Bra_napus;44.2;294.6;150.0339443;9
RT09_d-15;Div0;Leg-;Fine roots;3;Bra_napus;147.5;757;194.8480845;9
RT09_d-15;Div0;Leg-;Taproot;3;Bra_napus;12.4;72.6;170.7988981;9
RT09_d-15;Div0;Leg-;Fine roots;4;Bra_napus;184.1;1110.3;165.8110421;9
RT09_d-18;Div0;Leg-;Fine roots;1;Ver_persi;0.8;8.9;89.88764045;9
RT09_d-24;Div0;Leg-;Fine roots;1;Lol_peren;25.2;141.7;177.8405081;9
RT09_d-24;Div0;Leg-;Fine roots;2;Lol_peren;14.2;73.9;192.1515562;9
RT09_d-24;Div0;Leg-;Fine roots;3;Lol_peren;7.8;49.8;156.626506;9
RT09_d-3;Div0;Leg-;Fine roots;1;Lol_peren;13.7;94;145.7446809;9
RT09_d-3;Div0;Leg-;Fine roots;2;Lol_peren;10.6;76;139.4736842;9
RT09_d-3;Div0;Leg-;Fine roots;3;Lol_peren;12.3;99.5;123.6180905;9
RT09_d-3;Div0;Leg-;Fine roots;4;Lol_peren;5;50.7;98.61932939;9
RT09_d-6;Div0;Leg-;Fine roots;1;Ver_persi;1.6;14.6;109.5890411;9
RT10_d+12;Div1;Leg-;Fine roots;1;Ger_disse;2.2;19;115.7894737;10
RT10_d+15;Div1;Leg-;Fine roots;1;Bra_napus;18;141.9;126.8498943;10
RT10_d+15;Div1;Leg-;Taproot;1;Bra_napus;154.6;971;159.2173018;10
RT10_d+15;Div1;Leg-;Fine roots;2;Bra_napus;132.4;973.2;136.0460337;10
RT10_d+15;Div1;Leg-;Taproot;2;Bra_napus;48.6;330.6;147.0054446;10
RT10_d+15;Div1;Leg-;Fine roots;3;Bra_napus;170.8;1356;125.9587021;10
RT10_d+15;Div1;Leg-;Taproot;3;Bra_napus;21.7;128;169.53125;10
RT10_d+15;Div1;Leg-;Fine roots;4;Bra_napus;245.8;2073.3;118.5549607;10
RT10_d+15;Div1;Leg-;Taproot;4;Bra_napus;21;131.5;159.6958175;10
RT10_d+21;Div1;Leg-;Fine roots;1;Lol_peren;18.5;103.5;178.7439614;10
RT10_d+3;Div1;Leg-;Fine roots;1;Ger_disse;0.6;3.2;187.5;10
RT10_d+6;Div1;Leg-;Fine roots;1;Ver_persi;19.9;178.4;111.5470852;10
RT10_d+6;Div1;Leg-;Fine roots;2;Ver_persi;12.8;112.2;114.0819964;10
RT10_d+9;Div1;Leg-;Fine roots;1;Lol_peren;97.7;550.3;177.5395239;10
RT10_d+9;Div1;Leg-;Fine roots;2;Lol_peren;67.8;480.9;140.9856519;10
RT10_d+9;Div1;Leg-;Fine roots;3;Lol_peren;4.9;49.5;98.98989899;10
RT10_d0;Div1;Leg-;Fine roots;1;Bra_napus;86.7;701.2;123.6451797;10
RT10_d0;Div1;Leg-;Taproot;1;Bra_napus;257.4;1481.4;173.7545565;10
RT10_d0;Div1;Leg-;Fine roots;2;Bra_napus;205.7;1807.6;113.7973003;10
RT10_d0;Div1;Leg-;Taproot;2;Bra_napus;29.9;255.2;117.1630094;10
RT10_d0;Div1;Leg-;Fine roots;3;Bra_napus;291;2058.6;141.3582046;10
RT10_d0;Div1;Leg-;Taproot;3;Bra_napus;20;109.4;182.8153565;10
RT10_d0;Div1;Leg-;Fine roots;4;Bra_napus;467.9;5457;85.74308228;10
RT10_d0;Div1;Leg-;Taproot;4;Bra_napus;14.1;81.1;173.8594328;10
RT10_d-12;Div1;Leg-;Fine roots;1;Lol_peren;20.5;60.3;339.9668325;10
RT10_d-12;Div1;Leg-;Fine roots;2;Lol_peren;15.2;123.0072024;123.57;10
RT10_d-12;Div1;Leg-;Fine roots;3;Lol_peren;7.3;30.9;236.2459547;10
RT10_d-12;Div1;Leg-;Fine roots;4;Lol_peren;2.9;17.3;167.6300578;10
RT10_d-15;Div1;Leg-;Fine roots;1;Bra_napus;33.3;325.930566;102.169;10
RT10_d-15;Div1;Leg-;Taproot;1;Bra_napus;21.7;109.1;198.9000917;10
RT10_d-15;Div1;Leg-;Fine roots;2;Bra_napus;91.9;899.49;102.1690069;10
RT10_d-18;Div1;Leg-;Fine roots;1;Ver_persi;1.4;15;93.33333333;10
RT10_d-24;Div1;Leg-;Fine roots;1;Lol_peren;16.1;60.3;266.9983416;10
RT10_d-24;Div1;Leg-;Fine roots;2;Lol_peren;0.5;1.5;333.3333333;10
RT10_d-3;Div1;Leg-;Fine roots;1;Lol_peren;24.5;145.6;168.2692308;10
RT10_d-3;Div1;Leg-;Fine roots;2;Lol_peren;23.1;91.6;252.1834061;10
RT10_d-3;Div1;Leg-;Fine roots;3;Lol_peren;7.3;30.9;236.2459547;10
RT10_d-6;Div1;Leg-;Fine roots;1;Ver_persi;4.1;36.8;111.4130435;10
RT10_d-9;Div1;Leg-;Fine roots;1;Ger_disse;2.4;22.8;105.2631579;10
RT10_d-9;Div1;Leg-;Fine roots;2;Ger_disse;0.5;4.3;116.2790698;10
RT11_d+12;Div0;Leg+;Fine roots;1;Tri_alexa;25.9;259.8;99.69207082;11
RT11_d+12;Div0;Leg+;Fine roots;2;Tri_alexa;18.5;249.1;74.26736251;11
RT11_d+12;Div0;Leg+;Fine roots;3;Tri_alexa;0.3;2.7;111.1111111;11
RT11_d+15;Div0;Leg+;Fine roots;1;Bra_napus;3.4;15.5;219.3548387;11
RT11_d+15;Div0;Leg+;Taproot;1;Bra_napus;47.6;315;151.1111111;11
RT11_d+15;Div0;Leg+;Fine roots;2;Bra_napus;35.5;125.5;282.8685259;11
RT11_d+15;Div0;Leg+;Taproot;2;Bra_napus;14.8;89;166.2921348;11
RT11_d+15;Div0;Leg+;Fine roots;3;Bra_napus;69.9;412.2;169.5778748;11
RT11_d+15;Div0;Leg+;Taproot;3;Bra_napus;6.7;34.5;194.2028986;11
RT11_d+15;Div0;Leg+;Fine roots;4;Bra_napus;31.7;253.2;125.1974724;11
RT11_d+15;Div0;Leg+;Taproot;4;Bra_napus;4.7;26.9;174.7211896;11
RT11_d+18;Div0;Leg+;Fine roots;1;Ver_persi;0.5;3.4;147.0588235;11
RT11_d+21;Div0;Leg+;Fine roots;1;Tri_alexa;71.1;540.2;131.6179193;11
RT11_d+21;Div0;Leg+;Fine roots;2;Tri_alexa;40.8;372.8;109.4420601;11
RT11_d+21;Div0;Leg+;Fine roots;3;Tri_alexa;23;238.8;96.31490787;11
RT11_d+21;Div0;Leg+;Fine roots;4;Tri_alexa;15.2;198.3;76.65153807;11
RT11_d+24;Div0;Leg+;Fine roots;1;Ger_disse;4.4;17.7;248.5875706;11
RT11_d+3;Div0;Leg+;Fine roots;1;Ger_disse;0.6;2.8;214.2857143;11
RT11_d+6;Div0;Leg+;Fine roots;1;Tri_alexa;53.4;502.6;106.2475129;11
RT11_d+6;Div0;Leg+;Fine roots;2;Tri_alexa;41.6;506.5;82.13228036;11
RT11_d+6;Div0;Leg+;Fine roots;3;Tri_alexa;4.7;31.5;149.2063492;11
RT11_d+6;Div0;Leg+;Fine roots;4;Tri_alexa;2.2;25.1;87.64940239;11
RT11_d+9;Div0;Leg+;Fine roots;1;Lol_peren;52.4;300.5;174.3760399;11
RT11_d+9;Div0;Leg+;Fine roots;2;Lol_peren;78.3;493.4;158.694771;11
RT11_d+9;Div0;Leg+;Fine roots;3;Lol_peren;20.9;145;144.137931;11
RT11_d0;Div0;Leg+;Fine roots;1;Bra_napus;42;256.4;163.8065523;11
RT11_d0;Div0;Leg+;Taproot;1;Bra_napus;246.6;1574.1;156.6609491;11
RT11_d0;Div0;Leg+;Fine roots;2;Bra_napus;96.8;484.1;199.9586862;11
RT11_d0;Div0;Leg+;Taproot;2;Bra_napus;75.7;540.8;139.9778107;11
RT11_d0;Div0;Leg+;Fine roots;3;Bra_napus;369.5;2698;136.9532987;11
RT11_d0;Div0;Leg+;Taproot;3;Bra_napus;17.6;103.1;170.7080504;11
RT11_d0;Div0;Leg+;Fine roots;4;Bra_napus;709.7;8317.3;85.3281714;11
RT11_d0;Div0;Leg+;Taproot;4;Bra_napus;2.9;15.9;182.3899371;11
RT11_d-12;Div0;Leg+;Fine roots;1;Lol_peren;4;18.7;213.9037433;11
RT11_d-12;Div0;Leg+;Fine roots;2;Lol_peren;8.3;64.4;128.8819876;11
RT11_d-12;Div0;Leg+;Fine roots;3;Lol_peren;0.2;3.9;51.28205128;11
RT11_d-15;Div0;Leg+;Fine roots;1;Bra_napus;10.6;58.4;181.5068493;11
RT11_d-15;Div0;Leg+;Fine roots;2;Bra_napus;4;29;137.9310345;11
RT11_d-15;Div0;Leg+;Fine roots;3;Bra_napus;0.5;4.4;113.6363636;11
RT11_d-21;Div0;Leg+;Fine roots;1;Ger_disse;4;44.8;89.28571429;11
RT11_d-21;Div0;Leg+;Fine roots;2;Ger_disse;0.8;2.5;320;11
RT11_d-24;Div0;Leg+;Fine roots;1;Tri_alexa;8.5;91.5;92.89617486;11
RT11_d-24;Div0;Leg+;Fine roots;2;Tri_alexa;13.3;196.5;67.68447837;11
RT11_d-24;Div0;Leg+;Fine roots;3;Tri_alexa;0.7;6.62;105.7401813;11
RT11_d-3;Div0;Leg+;Fine roots;1;Tri_alexa;32.3;225;143.5555556;11
RT11_d-3;Div0;Leg+;Fine roots;2;Tri_alexa;11.1;116.5;95.27896996;11
RT11_d-3;Div0;Leg+;Fine roots;3;Tri_alexa;0.9;7.8;115.3846154;11
RT11_d-6;Div0;Leg+;Fine roots;1;Ver_persi;23.6;235.1;100.3828158;11
RT11_d-6;Div0;Leg+;Fine roots;2;Ver_persi;17.7;172.2;102.7874564;11
RT11_d-9;Div0;Leg+;Fine roots;1;Tri_alexa;52.8;398.1;132.6299925;11
RT11_d-9;Div0;Leg+;Fine roots;2;Tri_alexa;36.9;285.2;129.3828892;11
RT11_d-9;Div0;Leg+;Fine roots;3;Tri_alexa;17.6;199.8;88.08808809;11
RT11_d-9;Div0;Leg+;Fine roots;4;Tri_alexa;10.8;136.2;79.29515419;11
RT12_d+12;Div1;Leg+;Fine roots;1;Tri_alexa;9.7;99.6;97.38955823;12
RT12_d+12;Div1;Leg+;Fine roots;2;Tri_alexa;2.4;34.4;69.76744186;12
RT12_d+15;Div1;Leg+;Fine roots;1;Bra_napus;21.3;162.8;130.8353808;12
RT12_d+15;Div1;Leg+;Taproot;1;Bra_napus;10.2;57.3;178.0104712;12
RT12_d+15;Div1;Leg+;Fine roots;2;Bra_napus;43.6;324.5;134.3605547;12
RT12_d+15;Div1;Leg+;Fine roots;3;Bra_napus;5.4;37.6;143.6170213;12
RT12_d+18;Div1;Leg+;Fine roots;1;Ver_persi;1.1;18.5;59.45945946;12
RT12_d+21;Div1;Leg+;Fine roots;1;Tri_alexa;40.5;335;120.8955224;12
RT12_d+21;Div1;Leg+;Fine roots;2;Tri_alexa;27.8;273.7;101.5710632;12
RT12_d+21;Div1;Leg+;Fine roots;3;Tri_alexa;8.8;131.3;67.02208682;12
RT12_d+21;Div1;Leg+;Fine roots;4;Tri_alexa;2.8;26.47;105.7801284;12
RT12_d+24;Div1;Leg+;Fine roots;1;Ger_disse;2.9;26.5;109.4339623;12
RT12_d+24;Div1;Leg+;Fine roots;2;Ger_disse;3.4;29;117.2413793;12
RT12_d+9;Div1;Leg+;Fine roots;1;Lol_peren;115.3;912.6;126.3423187;12
RT12_d+9;Div1;Leg+;Fine roots;2;Lol_peren;89.7;762.5;117.6393443;12
RT12_d+9;Div1;Leg+;Fine roots;3;Lol_peren;21.6;217.4;99.35602576;12
RT12_d+9;Div1;Leg+;Fine roots;4;Lol_peren;4.5;47.2;95.33898305;12
RT12_d0;Div1;Leg+;Fine roots;1;Bra_napus;128.8;1184.4;108.7470449;12
RT12_d0;Div1;Leg+;Taproot;1;Bra_napus;247.1;1404.7;175.9094469;12
RT12_d0;Div1;Leg+;Fine roots;2;Bra_napus;221.1;1837.1;120.3527298;12
RT12_d0;Div1;Leg+;Taproot;2;Bra_napus;52;349.1;148.9544543;12
RT12_d0;Div1;Leg+;Fine roots;3;Bra_napus;523.6;4465.5;117.2545068;12
RT12_d0;Div1;Leg+;Taproot;3;Bra_napus;17.2;125.2;137.3801917;12
RT12_d0;Div1;Leg+;Fine roots;4;Bra_napus;465.1;5243.6;88.69860401;12
RT12_d0;Div1;Leg+;Taproot;4;Bra_napus;2;14.4;138.8888889;12
RT12_d-12;Div1;Leg+;Fine roots;1;Lol_peren;23.3;211.5;110.1654846;12
RT12_d-12;Div1;Leg+;Fine roots;2;Lol_peren;3.2;29.3;109.2150171;12
RT12_d-15;Div1;Leg+;Fine roots;1;Bra_napus;43;423.3;101.5828018;12
RT12_d-15;Div1;Leg+;Taproot;1;Bra_napus;12.4;64.1;193.4477379;12
RT12_d-15;Div1;Leg+;Fine roots;2;Bra_napus;40.5;435.6;92.97520661;12
RT12_d-15;Div1;Leg+;Fine roots;3;Bra_napus;12.5;140.1;89.2219843;12
RT12_d-15;Div1;Leg+;Fine roots;4;Bra_napus;0.1;1.2;83.33333333;12
RT12_d-18;Div1;Leg+;Fine roots;1;Tri_alexa;3.9;48.8;79.91803279;12
RT12_d-18;Div1;Leg+;Fine roots;2;Tri_alexa;4.9;64.4;76.08695652;12
RT12_d-21;Div1;Leg+;Fine roots;1;Ger_disse;0.2;3.3;60.60606061;12
RT12_d-24;Div1;Leg+;Fine roots;1;Tri_alexa;22.2;242.7;91.47095179;12
RT12_d-24;Div1;Leg+;Fine roots;2;Tri_alexa;7.7;23.9;322.1757322;12
RT12_d-3;Div1;Leg+;Fine roots;1;Tri_alexa;25.2;244.6;103.0253475;12
RT12_d-3;Div1;Leg+;Fine roots;2;Tri_alexa;16.8;191.2;87.86610879;12
RT12_d-6;Div1;Leg+;Fine roots;1;Ver_persi;7.3;78.6;92.87531807;12
RT12_d-9;Div1;Leg+;Fine roots;1;Tri_alexa;9.8;119;82.35294118;12
RT12_d-9;Div1;Leg+;Fine roots;2;Tri_alexa;1.7;22.4;75.89285714;12
RT13_d+12;Div2;Leg+;Fine roots;1;Tri_alexa;4.5;48.2;93.36099585;13
RT13_d+12;Div2;Leg+;Fine roots;2;Tri_alexa;0.1;0.95;105.2631579;13
RT13_d+15;Div2;Leg+;Fine roots;1;Bra_napus;47.5;444.1;106.9578924;13
RT13_d+15;Div2;Leg+;Taproot;1;Bra_napus;99.2;572.3;173.3356631;13
RT13_d+15;Div2;Leg+;Fine roots;2;Bra_napus;98.2;822.4;119.4066148;13
RT13_d+15;Div2;Leg+;Taproot;2;Bra_napus;35.2;245.5;143.3808554;13
RT13_d+15;Div2;Leg+;Fine roots;3;Bra_napus;150;1376.8;108.9482859;13
RT13_d+15;Div2;Leg+;Fine roots;4;Bra_napus;18.9;260;72.69230769;13
RT13_d+18;Div2;Leg+;Fine roots;1;Ver_persi;11.6;101.5;114.2857143;13
RT13_d+21;Div2;Leg+;Fine roots;1;Tri_alexa;21.4;187.5;114.1333333;13
RT13_d+21;Div2;Leg+;Fine roots;2;Tri_alexa;8.6;74.4;115.5913978;13
RT13_d+21;Div2;Leg+;Fine roots;3;Tri_alexa;1.2;10.3;116.5048544;13
RT13_d+6;Div2;Leg+;Fine roots;1;Tri_alexa;18.1;146.2;123.8030096;13
RT13_d+6;Div2;Leg+;Fine roots;2;Tri_alexa;20.5;138.4;148.1213873;13
RT13_d+6;Div2;Leg+;Fine roots;3;Tri_alexa;0.5;2.6;192.3076923;13
RT13_d+9;Div2;Leg+;Fine roots;1;Lol_peren;139.4;1338.7;104.1308732;13
RT13_d+9;Div2;Leg+;Fine roots;2;Lol_peren;62.1;483.6;128.4119107;13
RT13_d+9;Div2;Leg+;Fine roots;3;Lol_peren;27.7;215.9;128.300139;13
RT13_d+9;Div2;Leg+;Fine roots;4;Lol_peren;2.1;20;105;13
RT13_d0;Div2;Leg+;Fine roots;1;Bra_napus;49.4;487.6;101.3125513;13
RT13_d0;Div2;Leg+;Taproot;1;Bra_napus;177.8;1158.3;153.5008202;13
RT13_d0;Div2;Leg+;Fine roots;2;Bra_napus;150.6;1520.1;99.07242945;13
RT13_d0;Div2;Leg+;Taproot;2;Bra_napus;42.5;267.2;159.0568862;13
RT13_d0;Div2;Leg+;Fine roots;3;Bra_napus;395.5;3564.1;110.9677057;13
RT13_d0;Div2;Leg+;Taproot;3;Bra_napus;22.5;141.2;159.3484419;13
RT13_d0;Div2;Leg+;Fine roots;4;Bra_napus;158.5;1692.8;93.63185255;13
RT13_d-12;Div2;Leg+;Fine roots;1;Lol_peren;16.6;127.6;130.0940439;13
RT13_d-12;Div2;Leg+;Fine roots;2;Lol_peren;2.5;31.2;80.12820513;13
RT13_d-15;Div2;Leg+;Fine roots;1;Bra_napus;72.1;787;91.613723;13
RT13_d-15;Div2;Leg+;Taproot;1;Bra_napus;108.5;597.7;181.5291952;13
RT13_d-15;Div2;Leg+;Fine roots;2;Bra_napus;67.1;663.2;101.1761158;13
RT13_d-15;Div2;Leg+;Taproot;2;Bra_napus;22.4;127.6;175.5485893;13
RT13_d-15;Div2;Leg+;Fine roots;3;Bra_napus;92.1;742.2;124.0905416;13
RT13_d-15;Div2;Leg+;Taproot;3;Bra_napus;18.1;108.4;166.9741697;13
RT13_d-15;Div2;Leg+;Fine roots;4;Bra_napus;121.5;1440.2;84.36328288;13
RT13_d-18;Div2;Leg+;Fine roots;1;Tri_alexa;5.9;62.6;94.24920128;13
RT13_d-18;Div2;Leg+;Fine roots;2;Tri_alexa;2;23.9;83.68200837;13
RT13_d-24;Div2;Leg+;Fine roots;1;Tri_alexa;3.9;24.7;157.8947368;13
RT13_d-24;Div2;Leg+;Fine roots;2;Tri_alexa;1;3.6;277.7777778;13
RT13_d-3;Div2;Leg+;Fine roots;1;Tri_alexa;7.5;50.9;147.3477407;13
RT13_d-3;Div2;Leg+;Fine roots;2;Tri_alexa;14.7;143.7;102.2964509;13
RT13_d-3;Div2;Leg+;Fine roots;3;Tri_alexa;3.9;39;100;13
RT13_d-3;Div2;Leg+;Fine roots;4;Tri_alexa;0.3;3.9;76.92307692;13
RT13_d-6;Div2;Leg+;Fine roots;1;Ver_persi;2;16.9;118.3431953;13
RT13_d-9;Div2;Leg+;Fine roots;1;Tri_alexa;26.3;242.2;108.5879438;13
RT13_d-9;Div2;Leg+;Fine roots;2;Tri_alexa;1.6;16;100;13
RT14_d+12;Div3;Leg+;Fine roots;1;Tri_alexa;7.4;66.4;111.4457831;14
RT14_d+12;Div3;Leg+;Fine roots;2;Tri_alexa;0.7;7.4;94.59459459;14
RT14_d+15;Div3;Leg+;Fine roots;1;Bra_napus;43.8;271.1;161.5639985;14
RT14_d+15;Div3;Leg+;Taproot;1;Bra_napus;70.6;452.1;156.1601416;14
RT14_d+15;Div3;Leg+;Fine roots;2;Bra_napus;109.9;915.3;120.0699224;14
RT14_d+15;Div3;Leg+;Taproot;2;Bra_napus;6.3;61.66253952;102.169;14
RT14_d+15;Div3;Leg+;Fine roots;3;Bra_napus;181.8;1768;102.8280543;14
RT14_d+15;Div3;Leg+;Taproot;3;Bra_napus;19.5;50;390;14
RT14_d+15;Div3;Leg+;Fine roots;4;Bra_napus;93.6;1312.9;71.29255846;14
RT14_d+15;Div3;Leg+;Taproot;4;Bra_napus;6.2;70.3;88.19345661;14
RT14_d+18;Div3;Leg+;Fine roots;1;Ver_persi;1.8;27.3;65.93406593;14
RT14_d+24;Div3;Leg+;Fine roots;1;Ger_disse;2.3;20;115;14
RT14_d+24;Div3;Leg+;Fine roots;2;Ger_disse;0.7;9.1;76.92307692;14
RT14_d+6;Div3;Leg+;Fine roots;1;Tri_alexa;8.5;161.4;52.66418835;14
RT14_d+6;Div3;Leg+;Fine roots;2;Tri_alexa;2.6;24.58;105.7770545;14
RT14_d+9;Div3;Leg+;Fine roots;1;Lol_peren;72.2;542.3;133.1366402;14
RT14_d+9;Div3;Leg+;Fine roots;2;Lol_peren;48;368;130.4347826;14
RT14_d+9;Div3;Leg+;Fine roots;3;Lol_peren;3.2;23;139.1304348;14
RT14_d0;Div3;Leg+;Fine roots;1;Bra_napus;64.5;557.9;115.6121169;14
RT14_d0;Div3;Leg+;Taproot;1;Bra_napus;202.3;1258.3;160.7724708;14
RT14_d0;Div3;Leg+;Fine roots;2;Bra_napus;140.4;1374.193738;102.169;14
RT14_d0;Div3;Leg+;Taproot;2;Bra_napus;31.9;191.3;166.7537899;14
RT14_d0;Div3;Leg+;Fine roots;3;Bra_napus;447.9;4368.9;102.5200851;14
RT14_d0;Div3;Leg+;Taproot;3;Bra_napus;24.5;135.7;180.5453206;14
RT14_d0;Div3;Leg+;Fine roots;4;Bra_napus;434.4;3135.980581;138.5212659;14
RT14_d0;Div3;Leg+;Taproot;4;Bra_napus;17.4;222.8;78.09694794;14
RT14_d-12;Div3;Leg+;Fine roots;1;Lol_peren;68;556.6;122.1703198;14
RT14_d-12;Div3;Leg+;Fine roots;2;Lol_peren;93.2;866.2;107.5963981;14
RT14_d-12;Div3;Leg+;Fine roots;3;Lol_peren;12.3;124.9;98.47878303;14
RT14_d-15;Div3;Leg+;Fine roots;1;Bra_napus;7.4;59.9;123.5392321;14
RT14_d-15;Div3;Leg+;Taproot;1;Bra_napus;15.5;87.5;177.1428571;14
RT14_d-15;Div3;Leg+;Fine roots;2;Bra_napus;34.7;313.7;110.6152375;14
RT14_d-15;Div3;Leg+;Taproot;2;Bra_napus;6.3;42.6;147.8873239;14
RT14_d-15;Div3;Leg+;Fine roots;3;Bra_napus;19;208.6;91.08341323;14
RT14_d-15;Div3;Leg+;Taproot;3;Bra_napus;4.9;32.9;148.9361702;14
RT14_d-15;Div3;Leg+;Fine roots;4;Bra_napus;5.6805964;55.6;102.169;14
RT14_d-15;Div3;Leg+;Taproot;4;Bra_napus;4.6589064;45.6;102.169;14
RT14_d-3;Div3;Leg+;Fine roots;1;Tri_alexa;14.8;161.4;91.6976456;14
RT14_d-3;Div3;Leg+;Fine roots;2;Tri_alexa;7.4;76.6;96.60574413;14
RT14_d-6;Div3;Leg+;Fine roots;1;Ver_persi;3.4;49.9;68.13627255;14
RT14_d-9;Div3;Leg+;Fine roots;1;Tri_alexa;18.7;119.9;155.9633028;14
RT14_d-9;Div3;Leg+;Fine roots;2;Tri_alexa;37;340.8;108.5680751;14
RT14_d-9;Div3;Leg+;Fine roots;3;Tri_alexa;28.5;348.2;81.84951177;14
RT14_d-9;Div3;Leg+;Fine roots;4;Tri_alexa;9.1;129;70.54263566;14
RT15_d+12;Div0;Leg+;Fine roots;1;Tri_alexa;18.7;166.3;112.4473842;15
RT15_d+12;Div0;Leg+;Fine roots;2;Tri_alexa;16.7;191.7;87.1152843;15
RT15_d+12;Div0;Leg+;Fine roots;3;Tri_alexa;9.5;121.9;77.93273175;15
RT15_d+12;Div0;Leg+;Fine roots;4;Tri_alexa;4.3;74;58.10810811;15
RT15_d+15;Div0;Leg+;Fine roots;1;Bra_napus;28.3;162.6;174.0467405;15
RT15_d+15;Div0;Leg+;Taproot;1;Bra_napus;95.4;606.9;157.1922887;15
RT15_d+15;Div0;Leg+;Fine roots;2;Bra_napus;95;709.4;133.9159853;15
RT15_d+15;Div0;Leg+;Taproot;2;Bra_napus;15.8;95.7;165.0992685;15
RT15_d+15;Div0;Leg+;Fine roots;3;Bra_napus;196.7;2251.2;87.37562189;15
RT15_d+15;Div0;Leg+;Fine roots;4;Bra_napus;119.4;1673.8;71.33468754;15
RT15_d+18;Div0;Leg+;Fine roots;1;Ver_persi;5.7;65.8;86.62613982;15
RT15_d+18;Div0;Leg+;Fine roots;2;Ver_persi;0.2;7;28.57142857;15
RT15_d+21;Div0;Leg+;Fine roots;1;Tri_alexa;36.5;263.3;138.6251424;15
RT15_d+21;Div0;Leg+;Fine roots;2;Tri_alexa;52.5;546.9;95.99561163;15
RT15_d+21;Div0;Leg+;Fine roots;3;Tri_alexa;26.1;299.9;87.02900967;15
RT15_d+21;Div0;Leg+;Fine roots;4;Tri_alexa;8.4;145.1;57.89110958;15
RT15_d+3;Div0;Leg+;Fine roots;1;Ger_disse;0.6;5.3;113.2075472;15
RT15_d+9;Div0;Leg+;Fine roots;1;Lol_peren;85.5;730.6;117.027101;15
RT15_d+9;Div0;Leg+;Fine roots;2;Lol_peren;99.8;912.6;109.3578786;15
RT15_d+9;Div0;Leg+;Fine roots;3;Lol_peren;46.5;435.9;106.6758431;15
RT15_d0;Div0;Leg+;Fine roots;1;Bra_napus;57.8;461.3;125.2980707;15
RT15_d0;Div0;Leg+;Taproot;1;Bra_napus;253.3;1441.3;175.7441199;15
RT15_d0;Div0;Leg+;Fine roots;2;Bra_napus;149.5;1367.7;109.3075967;15
RT15_d0;Div0;Leg+;Taproot;2;Bra_napus;64.5;417.3;154.5650611;15
RT15_d0;Div0;Leg+;Fine roots;3;Bra_napus;319.6;2726.2;117.2327782;15
RT15_d0;Div0;Leg+;Taproot;3;Bra_napus;12.8;73.4;174.386921;15
RT15_d0;Div0;Leg+;Fine roots;4;Bra_napus;533.1;6782.2;78.60281325;15
RT15_d0;Div0;Leg+;Taproot;4;Bra_napus;1.4;4.6;304.3478261;15
RT15_d-12;Div0;Leg+;Fine roots;1;Lol_peren;24.9;221.9;112.2127084;15
RT15_d-12;Div0;Leg+;Fine roots;2;Lol_peren;10.2;103.9;98.17131858;15
RT15_d-15;Div0;Leg+;Fine roots;1;Bra_napus;35.3;359.8;98.11006115;15
RT15_d-15;Div0;Leg+;Taproot;1;Bra_napus;20.2;89.3;226.2038074;15
RT15_d-15;Div0;Leg+;Fine roots;2;Bra_napus;19.9;283.9;70.09510391;15
RT15_d-18;Div0;Leg+;Fine roots;1;Tri_alexa;11.2;109.6;102.189781;15
RT15_d-24;Div0;Leg+;Fine roots;1;Tri_alexa;11.8;100.4;117.5298805;15
RT15_d-3;Div0;Leg+;Fine roots;1;Tri_alexa;15.4;146.1;105.4072553;15
RT15_d-3;Div0;Leg+;Fine roots;2;Tri_alexa;7.1;86.8;81.79723502;15
RT15_d-3;Div0;Leg+;Fine roots;3;Tri_alexa;0.9;15.2;59.21052632;15
RT15_d-6;Div0;Leg+;Fine roots;1;Ver_persi;28.6;319.7;89.45886769;15
RT15_d-6;Div0;Leg+;Fine roots;2;Ver_persi;2.7;26.4;102.2727273;15
RT15_d-9;Div0;Leg+;Fine roots;1;Tri_alexa;1.9;17.97;105.7317752;15
RT15_d-9;Div0;Leg+;Fine roots;2;Tri_alexa;4;26.2;152.6717557;15
RT16_d+12;Div1;Leg+;Fine roots;1;Tri_alexa;15;120.2;124.7920133;16
RT16_d+12;Div1;Leg+;Fine roots;2;Tri_alexa;12.1;114.3;105.8617673;16
RT16_d+12;Div1;Leg+;Fine roots;3;Tri_alexa;0.9;11;81.81818182;16
